,新化區,20150,17190,1168,,1347,414,31,Xinhua District
,善化區,26209,18539,3048,,2421,1989,212,Shanhua District
,新市區,22328,14468,2701,,2501,2426,232,Xinshi District
,安定區,13376,11108,716,,1101,315,136,Anding District
,山上區,2801,2237,212,,260,79,13,Shanshang District
,玉井區,5640,4972,261,,249,123,35,Yujing District
,楠西區,3493,3002,238,,140,94,19,Nanxi District
,南化區,2636,2349,78,,116,83,10,Nanhua District
,左鎮區,1297,1171,40,,61,22,3,Zuozhen District
,仁德區,41119,29497,2898,,3972,4623,129,Rende District
,歸仁區,38503,26697,3036,,2575,5639,556,Guiren District
,關廟區,14723,12565,1131,,798,174,55,Guanmiao District
,龍崎區,786,717,17,,42,8,2,Longqi District
,永康區,130409,92246,14996,,9229,12996,942,Yongkang District
,東 區,85168,68219,6948,,4706,4169,1126,East District
,南 區,58894,50153,4791,,2995,866,89,South District
,北 區,60971,48867,5958,,4092,1463,591,North District
,安南區,92159,72961,10280,,6667,1821,430,Annan District
,安平區,32672,25561,2858,,2918,1167,168,Anping District
,中西區,36446,28310,2459,,2976,2411,290,West Central District
,註：1.本表資料不含勞動部核准引進之產業及社福移工。  2.本表係比較5年前居住地與現住處所之異同。,,Note：1.This table does not include foreign workers in productive industries and social welfare introduced and permitted by the Ministry of Labor.2.This table compares the difference between the living place 5 years ago and the usually living place.,,,,,,
