,,Grandtotal,Total,A marriedcouple or unmarried partner,A marriedcouple withtheir unmarriedchild(ren),Father/mother withhis/her unmarried child(ren)(single parent),Total,,"Grandparent,parent and theirunmarriedchild(ren)",A marriedcouple withtheir marriedchild(ren),Grandparent withtheir unmarriedgrandchild(ren)(skip-generation),One-personhousehold,Total,Withrelatives,With norelatives,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,按戶長之性別及年齡分,,,,,,,,,,,,,,,By Sex and Age of Householder
,總計,935990,483778,120374,296854,66550,121418,,76875,34549,9994,265430,65364,50577,14787,Grand Total
,未滿２５歲,14721,1515,78,1026,411,383,,133,48,202,10775,2048,1174,874,Under 25 Years
,２５－３４歲,69001,20890,5669,12733,2488,2630,,1406,720,504,38022,7459,5354,2105,25-34 Years
,３５－４４歲,151418,88504,12187,67828,8489,10535,,7827,2612,96,43421,8958,7530,1428,35-44 Years
,４５－５４歲,186890,117377,15758,85898,15721,14230,,10756,3359,115,45937,9346,8137,1209,45-54 Years
,５５－６４歲,221742,127112,27345,81345,18422,27597,,16608,9745,1244,54608,12425,10780,1645,55-64 Years
,６５歲以上,292218,128380,59337,48024,21019,66043,,40145,18065,7833,72667,25128,17602,7526,65 Years and Over
,男,498538,287627,80751,187279,19597,64469,,42389,18338,3742,116013,30429,24804,5625,Male
,未滿２５歲,7218,952,32,637,283,178,,69,16,93,5170,918,574,344,Under 25 Years
,２５－３４歲,38623,12418,3804,7341,1273,1463,,745,405,313,20729,4013,2880,1133,25-34 Years
,３５－４４歲,86505,53123,8252,41858,3013,7172,,5391,1712,69,21191,5019,4346,673,35-44 Years
,４５－５４歲,102237,67222,9775,52227,5220,9353,,7215,2086,52,20711,4951,4380,571,45-54 Years
,５５－６４歲,116335,72890,16792,50931,5167,14755,,9255,5094,406,22714,5976,5224,752,55-64 Years
,６５歲以上,147620,81022,42096,34285,4641,31548,,19714,9025,2809,25498,9552,7400,2152,65 Years and Over
,女,437452,196151,39623,109575,46953,56949,,34486,16211,6252,149417,34935,25773,9162,Female
,未滿２５歲,7503,563,46,389,128,205,,64,32,109,5605,1130,600,530,Under 25 Years
,２５－３４歲,30378,8472,1865,5392,1215,1167,,661,315,191,17293,3446,2474,972,25-34 Years
,３５－４４歲,64913,35381,3935,25970,5476,3363,,2436,900,27,22230,3939,3184,755,35-44 Years
,４５－５４歲,84653,50155,5983,33671,10501,4877,,3541,1273,63,25226,4395,3757,638,45-54 Years
,５５－６４歲,105407,54222,10553,30414,13255,12842,,7353,4651,838,31894,6449,5556,893,55-64 Years
,６５歲以上,144598,47358,17241,13739,16378,34495,,20431,9040,5024,47169,15576,10202,5374,65 Years and Over
,註：各類家戶型態以戶內主要成員組成分類，戶內可能有其他旁系親屬或非親屬。,,"Note：Family households were classified by main household members, there may be collateral relatives or nonrelatives in the household.",,,,,,,,,,,,,
