L0995年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2006",,95年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2006",,95年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2006"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 95 年,,,,,2 0 0 6,,,,,民 國 95 年,,,,,2 0 0 6,,,,,,民 國 95 年,,,,,,2 0 0 6,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(16)除濕機,35.770000000000003,57.44,13.94,51.64,62.29,64.92,58.49,(16)Dehumidifier,,(16)除濕機,42.96,21.76,13.65,15.64,9.6,6.06,9.08,5.19,(16)Dehumidifier,,(16)除濕機,6.71,8.9,27.27,37.380000000000003,89.87,88.78,30.13,17.079999999999998,16.329999999999998,(16)Dehumidifier
(17)洗衣機,99.21,99.46,98.3,100.39,100.38,100.12,97.29,(17)Washing machine,,(17)洗衣機,100.99,99.1,98.14,101.05,98.98,93.73,98.01,99.05,(17)Washing machine,,(17)洗衣機,99.63,96.86,97.6,97.89,98.69,99.01,99.29,98.06,99.4,(17)Washing machine
(18)烘衣機,19.54,30.52,4.66,23.2,35.4,37.78,34.049999999999997,(18)Drier,,(18)烘衣機,46.68,18.29,12.97,13.89,8.2200000000000006,5.36,5.95,2.93,(18)Drier,,(18)烘衣機,2.52,4.29,13.69,7.47,35.409999999999997,47.2,15.31,6.77,8.51,(18)Drier
(19)空氣清淨機,12.68,23.16,11.65,17.3,5.21,12.43,16.03,(19)Air-clean machine,,(19)空氣清淨機,9.99,9.64,7.91,10.67,3.66,4.9400000000000004,6,5.45,(19)Air-clean machine,,(19)空氣清淨機,4.5999999999999996,2.2000000000000002,6.28,2.97,7.87,25.79,18.05,9.6199999999999992,9.33,(19)Air-clean machine
(20)濾水器,34.81,35.840000000000003,39.090000000000003,39.869999999999997,15.75,48.87,42.31,(20)Water filter machine,,(20)濾水器,33.24,44.61,22.91,21.75,25.83,28.77,22.39,17.829999999999998,(20)Water filter machine,,(20)濾水器,14.56,13.96,23.15,8.11,22.65,64.959999999999994,51.22,37.1,38.54,(20)Water filter machine
(21)吸塵器,45.2,57.65,40.659999999999997,50.71,45.18,48.47,61.6,(21)Vacuum cleaner,,(21)吸塵器,46.5,45.62,34.770000000000003,37.58,28.98,25.46,35.61,28.04,(21)Vacuum cleaner,,(21)吸塵器,33.700000000000003,22.83,46.48,31.14,39.75,69.400000000000006,57,39.770000000000003,45.68,(21)Vacuum cleaner
(22)熱水器,104.13,101.62,98.8,102.99,116.52,107.35,115.2,(22)Geyser,,(22)熱水器,134.07,107.66,103.15,106.1,103.58,103.01,93.75,95.76,(22)Geyser,,(22)熱水器,103.71,98.94,100.24,100.51,104.92,122.93,109.29,102.85,101.73,(22)Geyser
(23)開飲機,59.1,46.27,49.21,66.319999999999993,68.11,68.849999999999994,67.41,(23)Hot-warm water fountain,,(23)開飲機,77.459999999999994,71.44,72.2,48.28,72.819999999999993,41.16,43.48,50.01,(23)Hot-warm water fountain,,(23)開飲機,76.97,65.75,68.319999999999993,86.59,52.6,51.61,56.69,53.71,36.17,(23)Hot-warm water fountain
(24)微波爐,46.43,64.010000000000005,43.78,58.14,30.98,46.66,51.82,(24)Microwave oven,,(24)微波爐,41.36,43.89,44.41,34.770000000000003,30.78,20.67,24.4,24.95,(24)Microwave oven,,(24)微波爐,42.36,25.05,32.4,33.409999999999997,40.770000000000003,60.67,59.08,37.4,46.47,(24)Microwave oven
(25)報紙,29.46,37.36,30.98,27.89,23.43,22.58,23.2,(25)Newspaper,,(25)報紙,36.29,32.18,30.15,28.66,30.46,18.16,29.48,20.079999999999998,(25)Newspaper,,(25)報紙,27.63,17.670000000000002,32.229999999999997,26.82,13.08,35.369999999999997,39,34.9,35.75,(25)Newspaper
(26)期刊雜誌,14.4,21.35,12.61,19.399999999999999,12.74,18.010000000000002,5.82,(26)Magazine,,(26)期刊雜誌,16.93,9.1,10.88,10.78,6.71,5.03,11.11,6.71,(26)Magazine,,(26)期刊雜誌,9.25,2.85,11.83,4.92,5.12,36.26,15.78,20.100000000000001,10.039999999999999,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
