L0985年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1996",,85年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1996",,85年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1996"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 85 年,,,,,1 9 9 6,,,,,民 國 85 年,,,,,1 9 9 6,,,,,,民 國 85 年,,,,,,1 9 9 6,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(16)電磁爐,39.54,56.8,36.22,48.71,40.659999999999997,45.09,37.29,(16)Electro-magnetic oven,,(16)電磁爐,28.33,39.72,31.87,28.93,22.55,17.600000000000001,25.99,21.65,(16)Electro-magnetic oven,,(16)電磁爐,20.69,16.41,27.21,22.98,51.36,48.64,51.7,45.55,34.93,(16)Electro-magnetic oven
(17)冷暖氣機,124.87,188.48,154.61000000000001,139.38999999999999,96.19,101.26,101.87,(17)Air conditioner,,(17)冷暖氣機,91.5,88.09,103.19,51.18,73.760000000000005,61.97,100.64,117.91,(17)Air conditioner,,(17)冷暖氣機,110.24,68.08,93.8,87.69,117.96,156.33000000000001,137.52000000000001,137.08000000000001,132.51,(17)Air conditioner
(18)除濕機,20.57,48,6.2,27.35,29.72,36.68,33.65,(18)Dehumidifier,,(18)除濕機,18.170000000000002,9.26,4.53,5.29,2.63,2.13,3.78,1.88,(18)Dehumidifier,,(18)除濕機,2.48,1.9,12.26,13.58,59.49,53.21,14.86,8.94,7.16,(18)Dehumidifier
(19)洗衣機,94.56,98.02,96.15,97.74,90.61,92.76,93.6,(19)Washing machine,,(19)洗衣機,81.81,93.62,93.65,88.57,93.74,86.74,94.44,90.95,(19)Washing machine,,(19)洗衣機,97.54,83.01,92.15,96.44,95.14,93.31,94.05,99.52,96.23,(19)Washing machine
(20)烘衣機,19.71,34.65,4.87,26.3,35.29,40.15,40.4,(20)Drier,,(20)烘衣機,30.01,11.54,9.4499999999999993,10.82,4.66,5.3,5.21,6.03,(20)Drier,,(20)烘衣機,2.36,4.41,13.51,3.91,47.27,43.3,14.04,10.32,7.85,(20)Drier
(21)洗碗機,4.05,8.1199999999999992,4.13,4.95,1.94,3.25,3.4,(21)Dishwasher,,(21)洗碗機,4.29,2.04,2.66,2.48,1.52,2.1800000000000002,4.59,3.26,(21)Dishwasher,,(21)洗碗機,1.73,0.44,1.34,0,1.57,2.35,5.64,2.38,2.75,(21)Dishwasher
(22)排油煙機,90.76,94.17,91.58,95.29,76.930000000000007,93.05,90.19,(22)Exhaust fan,,(22)排油煙機,84.33,93.51,86.27,83.74,86.64,74.819999999999993,88.85,90.33,(22)Exhaust fan,,(22)排油煙機,90.1,72.239999999999995,78.06,88.36,93.25,89.23,94.3,94.6,93.03,(22)Exhaust fan
(23)吸塵器,37.659999999999997,58.95,38.22,41.36,33.450000000000003,42.42,41.04,(23)Vacuum cleaner,,(23)吸塵器,33.29,32.21,22.68,25.33,14.55,12.21,25.94,26.14,(23)Vacuum cleaner,,(23)吸塵器,20.73,13.49,33.21,19.68,40.1,57.56,53.42,46.43,36.97,(23)Vacuum cleaner
(24)熱水器,96.76,98.05,95.57,97.44,95.8,100.4,111.29,(24)Geyser,,(24)熱水器,108.45,100.4,90.68,100.12,84.01,87.66,95.36,85.3,(24)Geyser,,(24)熱水器,91.88,83.82,89.83,100.73,101.38,113.85,103.53,108.55,97.62,(24)Geyser
(25)開飲機,45.37,39.54,42.35,44.39,52.3,59.49,54.6,(25)Hot-warm water fountain,,(25)開飲機,56.09,44.5,41.9,36.01,44.92,32.68,42.29,45.4,(25)Hot-warm water fountain,,(25)開飲機,57.27,51.63,49,70.12,45.5,53.33,47.44,35.56,39.56,(25)Hot-warm water fountain
(26)微波爐(含烤箱),39.119999999999997,62.83,44.69,45.85,25.46,36.92,34.130000000000003,(26)Microwave oven,,(26)微波爐(含烤箱),21.69,32.76,23.52,25.36,18.579999999999998,12.27,19.75,22.97,(26)Microwave oven,,(26)微波爐(含烤箱),19.95,14.38,20.14,35.700000000000003,40.9,60.54,71.52,42.62,44.62,(26)Microwave oven
(27)報紙,56.45,68.95,62.92,54.48,45.73,57.55,57.91,(27)Newspaper,,(27)報紙,58.37,59.44,51.94,51.04,43.55,27.76,53.73,47.05,(27)Newspaper,,(27)報紙,51.08,40.98,58.94,55.22,43.6,60.25,61.73,61.32,65.17,(27)Newspaper
(28)期刊雜誌,15.81,28.5,19.77,13.05,10.32,17.760000000000002,10.11,(28)Magazine,,(28)期刊雜誌,12.42,15.46,6.66,7.41,4.63,5.41,11.56,12.5,(28)Magazine,,(28)期刊雜誌,10.02,9.25,17.34,12.36,12.97,30.71,22.19,19.14,14.5,(28)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
