appleL12113年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2024",,113年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2024",,113年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2024"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),,,,,Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 113 年,,,,單位：元,2 0 2 4 Unit:NT$,,,,,民 國 113 年,,,,單位：元,2 0 2 4 Unit:NT$,,,,,民 國 113 年,,,,單位：元,2 0 2 4 Unit:NT$,,,
三、非消費支出,124102,123469,154717,135148,129633,110562,120467,C.Nonconsumption expenditures,,三、非消費支出,94592,198596,114024,97400,80714,84422,77220,C.Nonconsumption expenditures,,三、非消費支出,92533,79765,92681,80840,89998,171741,125649,C.Nonconsumption expenditures
1.利息支出,7079,6349,7387,9404,9891,5673,6761,1.Interest,,1.利息支出,3837,16922,5610,6984,3034,3461,3171,1.Interest,,1.利息支出,3982,1523,4304,1397,2704,9909,4498,1.Interest
2.經常移轉支出,117023,117119,147329,125744,119741,104888,113706,2.Current transfer expenditures,,2.經常移轉支出,90755,181674,108414,90416,77680,80961,74049,2.Current transfer expenditures,,2.經常移轉支出,88551,78242,88377,79442,87293,161832,121151,2.Current transfer expenditures
(1)對私人,26346,29494,39511,23592,28324,18964,25388,(1)To private,,(1)對私人,22793,33380,22501,16002,14707,14075,14169,(1)To private,,(1)對私人,21304,15915,26435,17526,19205,24172,29327,(1)To private
(2)對政府,20436,16083,31048,19986,20868,18131,20180,(2)To government,,(2)對政府,11391,53271,20610,12346,13230,12087,10285,(2)To government,,(2)對政府,11461,9212,12041,8543,8224,48034,24609,(2)To government
(3)社會保險,69434,71526,75131,81254,68014,67680,67850,(3)Social insurance,,(3)社會保險,56477,92847,64936,62019,49666,53790,49246,(3)Social insurance,,(3)社會保險,55757,53088,49868,53350,57542,87978,67099,(3)Social insurance
(4)對國外,807,15,1639,912,2536,112,289,(4)To abroad,,(4)對國外,94,2177,367,49,78,1009,350,(4)To abroad,,(4)對國外,29,27,33,23,2322,1649,115,(4)To abroad
四、可支配所得(平均數),605889,604503,737934,625522,609966,535021,599673,D.Disposable income(mean),,四、可支配所得(平均數),524967,769479,607433,507312,479910,514518,470404,D.Disposable income(mean),,四、可支配所得(平均數),487642,482168,519402,503869,516601,739951,650985,D.Disposable income(mean)
五、可支配所得(中位數),499891,528443,621732,528753,474193,435855,495999,E.Disposable income(median),,五、可支配所得(中位數),459604,554146,492573,436290,400937,457109,384728,E.Disposable income(median),,五、可支配所得(中位數),420796,430125,441202,421414,481073,525986,516616,E.Disposable income(median)
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
