L0996年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2007",,96年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2007",,96年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2007"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 96 年,,,,,2 0 0 7,,,,,民 國 96 年,,,,,2 0 0 7,,,,,,民 國 96 年,,,,,,2 0 0 7,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(17)洗衣機,99.45,99.05,97.83,99.82,104.18,99.52,98.54,(17)Washing machine,,(17)洗衣機,100.96,102.17,98.33,99.07,95.96,96.94,98.25,97.72,(17)Washing machine,,(17)洗衣機,100.25,96.65,98.57,94.46,100.36,102.71,101.05,97.41,102.66,(17)Washing machine
(18)烘衣機,18.68,29.33,4.66,22.73,29.95,36.21,34.840000000000003,(18)Drier,,(18)烘衣機,41.15,16.88,12.55,17.350000000000001,7.28,8.83,4.33,2.4,(18)Drier,,(18)烘衣機,3.62,4.63,18.88,4.5199999999999996,30.25,39.04,15.21,7.44,5.71,(18)Drier
(19)空氣清淨機,12.29,22.82,10.97,16.7,4.9000000000000004,14.22,11.69,(19)Air-clean machine,,(19)空氣清淨機,10.73,8.84,7.07,8.6999999999999993,4.05,1.54,6.27,4.6399999999999997,(19)Air-clean machine,,(19)空氣清淨機,3.85,5.69,5.44,5.88,9.68,19.38,15.87,11.46,12.67,(19)Air-clean machine
(20)濾水器,33.86,33.869999999999997,43.74,34.72,14.73,47.27,44.87,(20)Water filter machine,,(20)濾水器,30.59,43.94,20.64,14.81,24.43,25.29,28.13,17.41,(20)Water filter machine,,(20)濾水器,17.88,21.93,23.89,4.9000000000000004,23.66,58.63,49.21,37.729999999999997,42.04,(20)Water filter machine
(21)吸塵器,44.23,58.1,44.52,51.22,40.28,45.38,52.43,(21)Vacuum cleaner,,(21)吸塵器,48.49,43.61,34.549999999999997,34.93,23.76,24.35,31.45,26.17,(21)Vacuum cleaner,,(21)吸塵器,33.49,31.83,41.78,22.7,36.83,65.260000000000005,55.03,40.79,44.65,(21)Vacuum cleaner
(22)熱水器,103.82,100.06,101.05,101.64,113.03,108.95,116.16,(22)Geyser,,(22)熱水器,131.13999999999999,105.93,103.98,100.68,101.35,101.9,96.65,96.47,(22)Geyser,,(22)熱水器,98.71,100.13,105.22,94.99,104.54,124.71,112.43,103.5,100,(22)Geyser
(23)開飲機,57.54,47.41,49.91,62.5,69.900000000000006,68.98,75.19,(23)Hot-warm water fountain,,(23)開飲機,70.48,60.36,66.36,46.16,61.41,36.19,39.47,50.13,(23)Hot-warm water fountain,,(23)開飲機,78.45,74.11,57.71,82.32,46.62,65.400000000000006,57.65,61.22,42.51,(23)Hot-warm water fountain
(24)微波爐,45.86,62.22,45.4,56.51,31.42,49.03,53.91,(24)Microwave oven,,(24)微波爐,44.55,41.52,38.06,36.049999999999997,30.91,19.82,28.67,26.77,(24)Microwave oven,,(24)微波爐,36.35,31.57,30.86,28.77,43.23,66.150000000000006,53.76,35.61,44.8,(24)Microwave oven
(25)報紙,27.92,35.18,26.05,26.3,20.329999999999998,24.99,21.74,(25)Newspaper,,(25)報紙,32.54,30.6,28.91,25.61,19.27,20.71,25.86,19.91,(25)Newspaper,,(25)報紙,30.52,22.04,28.33,28.9,19.11,35.26,37.93,26.17,35.17,(25)Newspaper
(26)期刊雜誌,13.13,22.01,11.53,17.78,5.74,19.98,5.92,(26)Magazine,,(26)期刊雜誌,9.75,8.18,6.97,5.69,4.63,2.2200000000000002,8.75,4.75,(26)Magazine,,(26)期刊雜誌,6.81,9.65,11.37,4,5.31,26.27,14.97,19.78,12.19,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
