(1)對私人,51717,82382,55650,49503,57762,57688,44163,(1)To private,,(1)對私人,53484,30262,33514,39086,45201,31641,34747,39071,(1)To private,,(1)對私人,64733,46778,42962,57400,44322,78063,48550,51047,45514,(1)To private
(2)對政府,35131,56294,40918,31295,21519,41165,35227,(2)To government,,(2)對政府,31904,31541,28499,23471,20219,17677,24419,26878,(2)To government,,(2)對政府,25710,19917,24460,12180,19826,70390,45039,31040,34226,(2)To government
(3)社會保險,76943,90914,75338,85544,65792,85930,88505,(3)Social insurance,,(3)社會保險,72308,71801,71489,62917,57938,53342,66983,68123,(3)Social insurance,,(3)社會保險,59496,57443,61520,60202,66301,95505,83588,62664,76635,(3)Social insurance
(4)對國外,2731,6234,9139,1418,385,1013,3508,(4)To abroad,,(4)對國外,790,1787,783,524,246,2191,220,235,(4)To abroad,,(4)對國外,667,693,4027,7849,899,3466,5921,5994,982,(4)To abroad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
96年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2007",,96年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2007",,96年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2007"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分(續三),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.3),,,,,第2表 平均每戶家庭收支按區域別分(續四),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.4),,,,,,第2表 平均每戶家庭收支按區域別分(續完),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.End),,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 96 年,,,,單位：元,2 0 0 7 Unit:NT$,,,,,民 國 96 年,,,,單位：元,2 0 0 7 Unit:NT$,,,,,,民 國 96 年,,,,單位：元,2 0 0 7 Unit:NT$,,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、消費支出,716094,963713,739607,751125,669589,746550,724042,C.Consumption expenditures,,三、消費支出,637262,695080,627431,592259,501511,533186,610405,517054,C.Consumption expenditures,,三、消費支出,593006,518103,566608,474657,651949,933566,808437,586020,704855,C.Consumption expenditures
1.食品費,160563,202935,179998,169610,127651,161637,153559,1.Food,,1.食品費,98222,156414,157636,140952,103401,137493,143180,117382,1.Food,,1.食品費,124994,102073,117419,98005,163250,183881,200300,131090,180175,1.Food
2.飲料費,6525,8656,6745,7442,5704,4817,6504,2.Beverage,,2.飲料費,6494,5430,6304,6855,4393,5497,5908,4097,2.Beverage,,2.飲料費,8253,5922,6056,7892,6791,7547,7290,4439,4790,2.Beverage
3.菸草,6212,4315,6155,7945,5835,7162,7436,3.Tobacco,,3.菸草,7047,5009,5452,6991,5770,7759,6051,6288,3.Tobacco,,3.菸草,7012,5456,6069,7730,6706,6884,5246,4591,3912,3.Tobacco
4.衣著、鞋、襪類,23431,30167,21785,29507,18273,27240,28710,4.Clothing and footwear,,4.衣著、鞋、襪類,20454,25468,18535,16125,14031,15721,16059,15554,4.Clothing and footwear,,4.衣著、鞋、襪類,15656,16507,15240,16834,25628,30628,24582,17836,17998,4.Clothing and footwear
5.房地租及水費,147927,253996,137700,162298,130988,158027,148651,5.Rent and water charges,,5.房地租及水費,110767,127227,105798,109583,86063,82785,105985,101127,5.Rent and water charges,,5.房地租及水費,98612,104663,109914,79174,110470,180853,166475,119209,138664,5.Rent and water charges
6.燃料及燈光,20465,22623,20331,23595,22175,20306,21959,6.Fuel and light,,6.燃料及燈光,18388,17116,20093,17225,18316,16931,19256,18067,6.Fuel and light,,6.燃料及燈光,16908,20613,20269,19505,19244,20583,20140,17018,20978,6.Fuel and light
7.家具及家庭設備,12358,17671,12015,12169,12768,12840,14022,7.Furniture and family facilities,,7.家具及家庭設備,11778,12614,9086,9312,9402,9730,10826,7021,7.Furniture and family facilities,,7.家具及家庭設備,11479,6433,9158,7175,12794,26567,12142,11637,11300,7.Furniture and family facilities
8.家事管理,12151,20121,13343,14835,7519,12599,14784,8.Household operations,,8.家事管理,7453,8267,6618,6483,7999,4409,5883,7823,8.Household operations,,8.家事管理,8374,7017,5554,4561,11131,18507,16744,12467,11810,8.Household operations
9.保健及醫療,102407,108913,110093,100634,116900,92720,90975,9.Health care and medical,,9.保健及醫療,109461,118206,103059,100859,99763,112737,101357,86734,9.Health care and medical,,9.保健及醫療,89778,93876,108073,97278,111051,125312,97647,95377,89337,9.Health care and medical
10.運輸交通及通訊,89256,99240,92643,86705,105362,100764,99707,10.Transport and communications,,10.運輸交通及通訊,116232,98302,84650,88495,61083,61825,87749,64983,10.Transport and communications,,10.運輸交通及通訊,77513,74188,75711,55671,66925,126984,96753,61803,92064,10.Transport and communications
(1)交通及通訊工具之購置,8632,6788,13137,4512,32278,8036,7457,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,26000,10000,9920,15342,2053,5554,13429,4719,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,3965,10186,9140,5834,3196,28367,5938,4125,5959,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,45103,42632,47025,42379,42162,56907,54648,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,51505,52758,44298,46707,34771,34938,45244,35759,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,41070,34069,38175,19640,25354,57758,55619,32906,52881,(2)Operation of transport equipment
(3)乘交通設備之費用,7929,16269,4715,10435,5431,6828,4775,(3)Purchased transportation,,(3)乘交通設備之費用,7452,5515,5191,4167,5261,4621,5075,3189,(3)Purchased transportation,,(3)乘交通設備之費用,9145,5320,5455,11114,15745,6309,5327,4453,5521,(3)Purchased transportation
(4)其他通訊費,22769,29145,22991,25611,19868,23056,28492,(4)Other communications,,(4)其他通訊費,23476,22703,19332,17850,15292,13459,18759,17350,(4)Other communications,,(4)其他通訊費,18973,20786,18535,17407,19758,27802,24602,15723,22457,(4)Other communications
(5)汽機車保險費支出,4822,4406,4776,3768,5623,5937,4335,(5)Insurance of transport equipment,,(5)汽機車保險費支出,7799,7326,5908,4429,3705,3252,5242,3965,(5)Insurance of transport equipment,,(5)汽機車保險費支出,4360,3827,4406,1676,2871,6748,5267,4595,5245,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,89680,128462,88088,94728,73515,100194,89627,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,83708,85328,72288,61140,50247,49420,70085,62623,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,79483,52657,66732,54220,77803,143700,104905,71708,93055,"11.Recreation ,education and culture"
(1)旅遊費用,22149,41737,20128,21798,13604,25530,21107,(1)Traveling,,(1)旅遊費用,22331,17521,16098,11115,10704,7889,12277,11205,(1)Traveling,,(1)旅遊費用,20790,13197,18763,11913,19475,45680,24333,20734,20775,(1)Traveling
(2)娛樂消遣服務,8372,11567,8257,9687,6042,8497,8426,(2)Recreation service,,(2)娛樂消遣服務,8057,9313,6161,5943,5355,4763,5455,6270,(2)Recreation service,,(2)娛樂消遣服務,8913,5564,6417,6995,9316,10096,8068,6770,7586,(2)Recreation service
(3)書報雜誌文具,3871,5689,3809,4396,2267,3611,3775,(3)Books and stationery,,(3)書報雜誌文具,3369,3775,2960,2716,2413,2397,2603,2407,(3)Books and stationery,,(3)書報雜誌文具,3631,2460,3004,2117,3918,6223,5092,2723,3773,(3)Books and stationery
(4)娛樂器材及附屬品,9045,14766,9141,9945,7283,8851,8961,(4)Recreation facilities,,(4)娛樂器材及附屬品,9031,6344,6329,5329,5901,4920,7793,5554,(4)Recreation facilities,,(4)娛樂器材及附屬品,8398,5361,6242,4129,9890,17303,8430,4780,9505,(4)Recreation facilities
(5)教育與研究費,46243,54703,46752,48902,44319,53705,47359,(5)Education and research,,(5)教育與研究費,40920,48374,40740,36037,25875,29452,41956,37186,(5)Education and research,,(5)教育與研究費,37750,26075,32304,29067,35204,64399,58983,36702,51416,(5)Education and research
12.什項消費,45120,66614,50711,41657,42900,48242,48109,12.Miscellaneous,,12.什項消費,47257,35697,37912,28239,41041,28880,38068,25357,12.Miscellaneous,,12.什項消費,54944,28698,26414,26612,40156,62120,56214,38844,40772,12.Miscellaneous
可支配所得(平均數),923874,1287803,980360,912968,750870,1003789,910180,Disposable income(mean),,可支配所得(平均數),826541,834273,776371,722209,663716,638887,738863,791925,Disposable income(mean),,可支配所得(平均數),796114,720459,724680,644462,851508,1277464,1049053,730039,921877,Disposable income(mean)
可支配所得(中位數),799571,1132792,824414,822478,651499,897000,797538,Disposable income(median),,可支配所得(中位數),707648,789127,664967,637072,529352,538443,632536,705019,Disposable income(median),,可支配所得(中位數),695836,518925,569557,491131,725099,971385,888176,606101,828521,Disposable income(median)
消費支出,716094,963713,739607,751125,669589,746550,724042,Consumption expenditures,,消費支出,637262,695080,627431,592259,501511,533186,610405,517054,Consumption expenditures,,消費支出,593006,518103,566608,474657,651949,933566,808437,586020,704855,Consumption expenditures
儲蓄,207780,324090,240754,161843,81281,257240,186138,Saving,,儲蓄,189278,139193,148939,129951,162205,105701,128458,274871,Saving,,儲蓄,203108,202357,158072,169805,199559,343897,240616,144019,217022,Saving
所得總額,1162366,1652624,1235685,1161741,943120,1247554,1156761,Current receipts,,所得總額,1041686,1031715,954549,905311,822293,773505,909740,983850,Current receipts,,所得總額,993956,904928,907082,822922,1043712,1627220,1316444,941958,1151279,Current receipts
樣本戶數,13776,2000,1500,1502,347,830,350,Numbers of samples,,樣本戶數,320,745,573,300,388,323,612,695,Numbers of samples,,樣本戶數,477,280,350,200,310,300,556,310,508,Numbers of samples
可支配所得標準差,16010,42332,97519,40441,91626,55977,112177,Disposable income standard deviation,,可支配所得標準差,82689,59245,48529,78475,48455,48639,84038,62417,Disposable income standard deviation,,可支配所得標準差,75261,150486,84874,124500,108525,149268,69911,125254,55347,Disposable income standard deviation
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
