L0991年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2002",,91年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2002"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 91 年,,,,,2 0 0 2,,,,,民 國 91 年,,,,,2 0 0 2,,,,,,民 國 91 年,,,,,,2 0 0 2,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(15)機車,133.36000000000001,82.1,157.76,127.37,122.41,132.16,142.80000000000001,(15)Motor bicycle,,(15)機車,134.58000000000001,165.05,158.05000000000001,132.5,132.84,123.59,142.9,158.05000000000001,(15)Motor bicycle,,(15)機車,155.9,127.4,114.74,106.71,80.430000000000007,159.43,136.76,155.85,168.6,(15)Motor bicycle
(16)電磁爐,44.4,57.41,30.22,65.83,29.88,54.95,43.64,(16)Electro-magnetic oven,,(16)電磁爐,25.48,40.67,38.159999999999997,26.37,37.99,24.1,31.09,24.37,(16)Electro-magnetic oven,,(16)電磁爐,25.39,19.13,32.74,18.14,47.39,50.72,50.91,50.31,33.979999999999997,(16)Electro-magnetic oven
(17)冷暖氣機,167.59,214.19,186.51,177.96,137.32,178.61,150.86000000000001,(17)Air conditioner,,(17)冷暖氣機,150.59,135.46,152.22,78.45,135.68,124.01,140.01,159.04,(17)Air conditioner,,(17)冷暖氣機,142.97999999999999,119.64,125.34,115.56,154.16,217.88,177.3,175.64,186.83,(17)Air conditioner
(18)除濕機,29.02,55.78,8.52,40.79,47.55,57.36,40.29,(18)Dehumidifier,,(18)除濕機,22.48,15.44,10.86,11.68,6.34,6.02,6.43,4.92,(18)Dehumidifier,,(18)除濕機,3.8,6.98,23.94,12.53,73.14,72.34,19.07,13.98,13.33,(18)Dehumidifier
(19)洗衣機,97.81,98.56,96.83,99.11,99.71,99.8,95.17,(19)Washing machine,,(19)洗衣機,92.49,98.62,97.04,92.64,97.26,90.53,98.88,96.39,(19)Washing machine,,(19)洗衣機,98.32,97.74,94.82,92.4,98.1,100.68,97.34,98.36,99.24,(19)Washing machine
(20)烘衣機,19.22,31.74,3.66,24.26,33.229999999999997,38.86,47.13,(20)Drier,,(20)烘衣機,26.73,18.34,10.62,12.13,6.63,6.27,5.32,3.44,(20)Drier,,(20)烘衣機,1.86,6.63,17.73,6.04,36.15,43.26,14.5,7.2,5.68,(20)Drier
(21)空氣清淨機,9.83,19.670000000000002,9.81,11.15,3.72,13,11.25,(21)Air-clean machine,,(21)空氣清淨機,3.66,8.43,5.81,1.67,3.87,5.43,3.95,4.97,(21)Air-clean machine,,(21)空氣清淨機,3,5.09,6.58,1.51,8.06,14.98,13.36,6.07,9.02,(21)Air-clean machine
(22)濾水器,30.54,34.36,32.9,31.47,9.76,50.8,45.07,(22)Water filter machine,,(22)濾水器,27.86,33.909999999999997,17.600000000000001,11.65,24.52,23.84,23.24,17.59,(22)Water filter machine,,(22)濾水器,15.22,20.52,21.72,3.03,24.89,54.94,41.55,30.69,35.26,(22)Water filter machine
(23)吸塵器,45.53,57.43,40,50.79,39.5,52.19,53.13,(23)Vacuum cleaner,,(23)吸塵器,45.06,46.99,35.409999999999997,29.29,27.67,30.48,29.09,36.18,(23)Vacuum cleaner,,(23)吸塵器,37.35,36.450000000000003,43.95,26.68,45.3,70.39,54.7,42.72,47.46,(23)Vacuum cleaner
(24)熱水器,102.24,100.75,98.99,100.6,110.6,106.44,118.9,(24)Geyser,,(24)熱水器,127.47,107.83,92.06,96.33,103.34,99.29,94.41,97.51,(24)Geyser,,(24)熱水器,101.98,91.59,95.33,95.97,102.21,125.59,107.53,102.82,100.93,(24)Geyser
(25)開飲機,59.09,45.47,50.43,63.09,65.64,78.930000000000007,69.040000000000006,(25)Hot-warm water fountain,,(25)開飲機,61.95,62.79,68.14,50.91,63.35,43.8,54.68,58.56,(25)Hot-warm water fountain,,(25)開飲機,78.06,69.97,62.09,66.88,49.66,61.32,54.06,48.59,43.52,(25)Hot-warm water fountain
(26)微波爐(含烤箱),58.82,92.75,60.01,68.59,43.16,57.81,50.18,(26)Microwave oven,,(26)微波爐(含烤箱),36.869999999999997,55.92,37.520000000000003,32.31,35.67,29.94,30.32,39.43,(26)Microwave oven,,(26)微波爐(含烤箱),42.25,30.37,37.39,47.3,55.89,86.88,82.84,60.47,62.54,(26)Microwave oven
(27)報紙,40.39,49.29,36.020000000000003,44.62,31.04,43.55,42.55,(27)Newspaper,,(27)報紙,44.89,42.7,40.119999999999997,33.799999999999997,36.270000000000003,26.24,36.17,28.31,(27)Newspaper,,(27)報紙,39.67,27.88,33.19,23.31,26.09,44.17,40.92,41.74,43.55,(27)Newspaper
(28)期刊雜誌,18.329999999999998,31.13,15.69,21.04,8.07,32.909999999999997,8.9,(28)Magazine,,(28)期刊雜誌,9.9499999999999993,16.28,12.55,8.18,8.06,4.95,9.82,8.14,(28)Magazine,,(28)期刊雜誌,10.07,10.43,14.78,13.58,5.5,29.95,23.1,26.18,15.34,(28)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
