L0983年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1994",,83年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1994",,83年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1994"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 83 年,,,,,1 9 9 4,,,,,民 國 83 年,,,,,1 9 9 4,,,,,,民 國 83 年,,,,,,1 9 9 4,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(17)除濕機,15.99,42.92,3.98,21.27,21.86,24.43,23.51,(17)Dehumidifier,,(17)除濕機,10.48,4.78,2.25,2.39,0.92,1.48,1.72,0.94,(17)Dehumidifier,,(17)除濕機,0.28999999999999998,1.47,12.34,9.6,50.55,44.23,10.14,5.18,5.07,(17)Dehumidifier
(18)洗衣機,93.78,99.28,95.36,97,91.48,93.37,87.62,(18)Washing machine,,(18)洗衣機,79.260000000000005,93.27,91.37,85.92,85.47,89.89,89.02,93.14,(18)Washing machine,,(18)洗衣機,95.43,79.94,93.74,84.71,95.57,94.92,93.46,97.18,96.13,(18)Washing machine
(19)烘衣機,17.63,37.119999999999997,3.68,21.6,29.53,33.78,33.229999999999997,(19)Drier,,(19)烘衣機,20.16,10.55,7.77,7.5,1.79,7.77,7.93,4.53,(19)Drier,,(19)烘衣機,2.73,2.94,13.35,3.9,41.15,39.14,10.32,7.38,5.05,(19)Drier
(20)果菜(汁)機,43.8,62.12,51.88,40.06,39,41.31,46.1,(20)Mixer,,(20)果菜(汁)機,34.94,49.66,32.04,26.61,24.49,48.55,34.33,38.200000000000003,(20)Mixer,,(20)果菜(汁)機,41.93,21.92,36.35,31.07,36.93,51.2,45.42,47.17,46.12,(20)Mixer
(21)排油煙機,87.97,94.76,92.5,92.45,75.010000000000005,90.41,77.900000000000006,(21)Exhaust fan,,(21)排油煙機,75.88,93.03,83.32,72.16,74.45,76.7,85.37,88.96,(21)Exhaust fan,,(21)排油煙機,86.31,62.81,76.430000000000007,73.739999999999995,85.01,85.79,92.96,89.27,89.38,(21)Exhaust fan
(22)吸塵器,30.86,54.43,37.130000000000003,28.26,27.8,29.86,41.71,(22)Vacuum cleaner,,(22)吸塵器,22.92,28.82,19.059999999999999,20.07,14.07,11.14,16.55,20.48,(22)Vacuum cleaner,,(22)吸塵器,14.48,15.23,36.770000000000003,11.63,31.45,50.49,38.51,34.229999999999997,31.39,(22)Vacuum cleaner
(23)瓦斯熱水器,93.58,96,89.9,96.82,97.35,99.07,104.98,(23)Gas geyser,,(23)瓦斯熱水器,101.42,99.09,92.14,86.4,87.37,88.62,88.22,83.09,(23)Gas geyser,,(23)瓦斯熱水器,86,77.25,87.93,81.53,95.59,111.14,97.86,91.46,89.44,(23)Gas geyser
(24)電熱水器,7.65,8.77,7.19,5.31,7.94,8.8000000000000007,7.76,(24)Electric geyser,,(24)電熱水器,11.15,8.58,9.15,5.03,7.8,5.73,7.89,8.27,(24)Electric geyser,,(24)電熱水器,6.01,7.9,7.09,13.07,0.96,5.94,7.03,14.52,11.69,(24)Electric geyser
(25)微波爐(含烤箱),32.42,62.21,34.32,33.31,25.98,25.85,25.28,(25)Oven,,(25)微波爐(含烤箱),14.12,30.67,18.829999999999998,14.04,12.17,6.73,17.62,23.63,(25)Oven,,(25)微波爐(含烤箱),13.4,10.220000000000001,26.04,22.5,37.85,60.46,48.22,36.43,33.869999999999997,(25)Oven
(26)報紙,64.53,80.11,67.89,67.19,52.63,64.33,67.53,(26)Newspaper,,(26)報紙,57.99,70.84,55.14,47.22,37.25,38.33,66.099999999999994,54.71,(26)Newspaper,,(26)報紙,57.43,44.11,52.78,54.87,52.92,77.650000000000006,72.040000000000006,65.83,73.430000000000007,(26)Newspaper
(27)期刊雜誌,16.82,33.58,20.7,13.92,12.75,16.350000000000001,13.5,(27)Magazine,,(27)期刊雜誌,12.61,15.29,8.4499999999999993,7,6.08,3.33,11.2,10.31,(27)Magazine,,(27)期刊雜誌,9.58,4.9000000000000004,23.3,26.76,16.89,24.49,18.77,31.91,14.45,(27)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
