appleL0587年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1998"
,,,,,,,,,
第5表 平均每戶家庭收支按家庭組織型態別分,,,,,Table 5. Average Family Income and Expenditure per Household,,,,
,,,,,,by Type of Families,,,
6.雜項收入,235,174,195,235,226,247,338,193,6.Miscellaneous receipts
二、非消費支出,197093,72422,130041,134042,235090,85462,236329,185614,B.Nonconsumption expenditures
1.利息支出,46008,16270,25965,30090,59415,15970,47917,34011,1.Interest
2.經常移轉支出,151085,56152,104075,103953,175675,69492,188412,151603,2.Current transfer expenditures
(1)對私人,48354,26734,41238,29058,56209,28336,51015,49880,(1)To private
(2)對政府,31981,9672,24922,20640,37665,11104,37992,34315,(2)To government
(3)社會保險,68233,16687,32098,51114,79940,29405,98138,62828,(3)Social insurance
(4)對國外,2516,3060,5816,3141,1862,648,1268,4579,(4)To abroad
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
87年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1998"
,,,,,,,,,
第5表 平均每戶家庭收支按家庭組織型態別分(續),,,,,Table 5. Average Family Income and Expenditure per Household,,,,
,,,,,,by Type of Families (Cont.),,,
民 國 87 年,,,,單位：元,1 9 9 8 Unit:NT$,,,,
,總 平 均,單 人,夫 婦,單 親,核 心,祖 孫,三 代,其 他,
,General average,One person,Married couple,Single parent,Nuclear family,Ancestors and descendants,Extended family,Others,
,,,,,,,,,
三、消費支出,646343,263005,432348,516958,732729,466059,826009,615305,C.Consumption expenditures
1.食品費,154588,52005,89293,122673,175171,118900,214522,143793,1.Food
2.飲料費,6891,3009,4295,5579,7733,4923,8996,6992,2.Beverage
3.菸草,5062,2647,3179,4037,5250,3440,7651,5274,3.Tobacco
4.衣著、鞋、襪類,28948,9796,16798,21904,33222,16731,38939,29362,4.Clothing and footwear
5.房地租及水費,144962,86737,120933,132823,159004,119431,158476,147049,5.Rent and water charges
6.燃料及燈光,18193,8310,12973,14868,20050,14712,23718,17265,6.Fuel and light
7.家具及家庭設備,13254,5037,9752,9512,15400,6556,15484,14730,7.Furniture and family facilities
8.家事管理,13727,5132,7372,8822,17185,6321,15708,11266,8.Household operations
9.保健及醫療,66680,30668,66120,51531,63200,67698,106024,64569,9.Health care and medical
10.運輸交通及通訊,68493,21309,39026,49502,81499,30469,86454,69329,10.Transport and communications
(1)交通及通訊工具之購置,13006,1915,6276,10073,15753,3257,16891,15138,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,31386,8084,16150,19523,38112,11233,41534,29731,(2)Operation of transport equipment
(3)乘交通設備之費用,9496,5275,6386,8772,10804,7652,10556,9200,(3)Purchased transportation
(4)其他通訊費,10027,4928,7328,8518,11380,6542,11373,10684,(4)Other communications
(5)汽機車保險費支出,4577,1106,2885,2617,5451,1786,6099,4576,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,82822,21517,33670,62726,106934,51004,95152,58851,"11.Recreation ,education and culture"
(1)旅遊費用,20688,10627,20144,15014,22338,12757,23774,24694,(1)Traveling
(2)娛樂消遣服務,9168,4773,6082,8650,10495,5698,10108,9445,(2)Recreation service
(3)書報雜誌文具,5790,1961,3050,4324,7219,3653,6564,4700,(3)Books and stationery
(4)娛樂器材及附屬品,8145,3221,4095,6262,10083,3417,9128,7380,(4)Recreation facilities
(5)教育與研究費,39031,934,299,28477,56799,25479,45578,12632,(5)Education and research
12.什項消費,42723,16838,28938,32979,48081,25873,54885,46823,12.Miscellaneous
可支配所得,873175,359646,630613,698869,975040,559997,1116369,886959,Disposable income
消費支出,646343,263005,432348,516958,732729,466059,826009,615305,Consumption expenditures
儲蓄,226831,96641,198265,181911,242311,93938,290360,271654,Saving
所得總額,1116324,456237,800723,870514,1260724,680694,1406098,1118515,Current receipts
