一、所得收入總計,1070268,1442675,1158107,1087242,976550,1163181,1113042,A.Total receipts,,一、所得收入總計,943047,994075,951047,875980,782106,707349,840108,863179,A.Total receipts,,一、所得收入總計,919710,702299,887914,634053,999088,1207558,1247279,1059622,1013580,A.Total receipts
1.受僱人員報酬,622207,873737,667763,694262,551452,688015,690325,1.Compensation of employees,,1.受僱人員報酬,538668,540827,538177,439639,366470,332686,469305,527633,1.Compensation of employees,,1.受僱人員報酬,464553,343944,447585,337794,628073,721545,690408,586199,533218,1.Compensation of employees
(1)本業薪資,483999,675777,503203,569056,436367,494905,537914,(1)Full time payroll,,(1)本業薪資,424004,420658,433894,336202,298101,261447,380546,400121,(1)Full time payroll,,(1)本業薪資,367083,261308,331346,251987,511309,497769,526661,419739,414759,(1)Full time payroll
(2)兼業薪資,28495,34898,42409,10130,24203,49930,31578,(2)Part time payroll,,(2)兼業薪資,20325,35283,25924,30471,8388,18186,16859,42043,(2)Part time payroll,,(2)兼業薪資,15173,35722,39631,29294,11911,76726,22961,50484,25326,(2)Part time payroll
(3)其他收入,109713,163061,122151,115076,90882,143180,120833,(3)Other receipts or subsidies,,(3)其他收入,94338,84886,78359,72965,59981,53053,71900,85469,(3)Other receipts or subsidies,,(3)其他收入,82297,46914,76608,56513,104852,147050,140786,115975,93133,(3)Other receipts or subsidies
2.產業主所得,179353,177310,184448,165798,141960,193643,123800,2.Entrepreneurial income,,2.產業主所得,124926,216238,208023,195597,181089,133310,147597,137542,2.Entrepreneurial income,,2.產業主所得,219329,152026,149704,86283,151685,178131,260985,195422,219887,2.Entrepreneurial income
3.財產所得收入,67698,134809,88994,55540,63595,69723,38398,3. Property income,,3.財產所得收入,57162,62981,28293,58048,39053,41307,35387,28951,3. Property income,,3.財產所得收入,61251,21824,49893,22044,35185,103139,90862,86410,56902,3. Property income
4.自用住宅設算租金收入,67018,97944,77393,64195,38575,96768,124346,4.Imputed rent income,,4.自用住宅設算租金收入,55222,42727,54791,35881,44739,44842,55397,38837,4.Imputed rent income,,4.自用住宅設算租金收入,32737,38058,64893,12094,57912,55828,91216,61246,82419,4.Imputed rent income
5.經常移轉收入,133756,158099,139217,107383,180780,114982,135751,5.Current transfer receipts,,5.經常移轉收入,166680,131226,121491,146792,150746,155036,132145,130150,5.Current transfer receipts,,5.經常移轉收入,141462,146193,175689,174840,126149,148914,113693,130209,121141,5.Current transfer receipts
(1)從私人,40101,76117,43531,27538,42834,26106,35997,(1)From individuals,,(1)從私人,44958,34965,31299,28553,43093,42362,33843,28642,(1)From individuals,,(1)從私人,49854,37884,52267,44210,31954,28474,33910,33393,33340,(1)From individuals
(2)從政府,30303,26282,25566,27028,38106,33547,39174,(2)From government,,(2)從政府,44477,25828,27864,39091,40358,37862,32143,33035,(2)From government,,(2)從政府,34925,41018,43171,55191,32702,35437,20169,27060,24390,(2)From government
(3)社會保險受益,61453,52468,62988,51916,99137,54805,60581,(3)Benefit of social insurance,,(3)社會保險受益,76272,68972,62169,78257,67251,72236,65752,62248,(3)Benefit of social insurance,,(3)社會保險受益,55609,67291,80117,74951,59135,84029,59054,68760,63289,(3)Benefit of social insurance
(4)從企業,1171,1190,5071,121,702,524,0,(4)From enterprises,,(4)從企業,312,818,159,129,44,2575,407,6224,(4)From enterprises,,(4)從企業,0,0,133,489,897,974,251,134,122,(4)From enterprises
(5)從國外,728,2041,2062,780,0,0,0,(5)From abroad,,(5)從國外,660,643,0,762,0,0,0,0,(5)From abroad,,(5)從國外,1075,0,0,0,1461,0,309,862,0,(5)From abroad
6.雜項收入,235,777,292,64,188,49,421,6.Miscellaneous receipts,,6.雜項收入,389,76,273,24,9,167,278,66,6.Miscellaneous receipts,,6.雜項收入,378,255,150,998,84,0,116,136,14,6.Miscellaneous receipts
二、非消費支出,197093,246534,220290,211491,193046,212946,202221,B.Nonconsumption expenditures,,二、非消費支出,181666,189735,146917,150375,120408,126366,148903,167905,B.Nonconsumption expenditures,,二、非消費支出,177261,140086,169011,129429,194710,247448,239765,186157,193105,B.Nonconsumption expenditures
1.利息支出,46008,42474,54006,56979,41406,57968,42467,1.Interest,,1.利息支出,27845,48691,25407,28754,19886,20759,37362,41010,1.Interest,,1.利息支出,32367,36383,46599,20014,50792,63129,64484,38454,66778,1.Interest
2.經常移轉支出,151085,204060,166284,154512,151639,154978,159754,2.Current transfer expenditures,,2.經常移轉支出,153821,141044,121510,121621,100522,105607,111541,126894,2.Current transfer expenditures,,2.經常移轉支出,144895,103703,122412,109415,143918,184320,175281,147703,126327,2.Current transfer expenditures
(1)對私人,48354,67479,51939,48332,57659,44202,48660,(1)To private,,(1)對私人,60172,45547,25705,40928,30078,32406,30998,42285,(1)To private,,(1)對私人,64463,39028,48072,44676,51712,64815,49147,52385,37465,(1)To private
(2)對政府,31981,56586,37226,29797,25136,33362,34429,(2)To government,,(2)對政府,22939,27809,25006,21423,16261,17899,19746,21137,(2)To government,,(2)對政府,20885,15548,20031,12004,20067,46998,49234,32849,24404,(2)To government
(3)社會保險,68233,76160,69579,73972,68454,76017,76665,(3)Social insurance,,(3)社會保險,70597,64844,68837,59071,52285,49205,60285,62640,(3)Social insurance,,(3)社會保險,58576,48855,53920,52055,68950,71700,73760,58294,62862,(3)Social insurance
(4)對國外,2516,3835,7539,2410,390,1396,0,(4)To abroad,,(4)對國外,113,2844,1963,199,1898,6097,511,833,(4)To abroad,,(4)對國外,970,272,389,681,3189,806,3140,4175,1596,(4)To abroad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
87年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1998",,87年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1998",,87年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1998"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分(續三),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.3),,,,,第2表 平均每戶家庭收支按區域別分(續四),,,,,Table 2. Average Family Income and Expenditure per Household by Areas (Cont.4),,,,,,第2表 平均每戶家庭收支按區域別分(續完),Table 2. Average Family Income and Expenditure per Household by Areas (Cont.End),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 87 年,,,,單位：元,1 9 9 8 Unit:NT$,,,,,民 國 87 年,,,,單位：元,1 9 9 8 Unit:NT$,,,,,,民 國 87 年,,,,,單位：元,1 9 9 8 Unit:NT$,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三、消費支出,646343,908137,701195,681707,622369,653989,625471,C.Consumption expenditures,,三、消費支出,578424,594628,556873,506247,459407,447043,487567,487489,C.Consumption expenditures,,三、消費支出,508399,401379,573757,397552,639052,718282,727579,615946,639443,C.Consumption expenditures
1.食品費,154588,198451,186908,165980,125045,153902,123005,1.Food,,1.食品費,139802,114131,167728,127428,117527,125315,119813,126017,1.Food,,1.食品費,121841,94147,127966,88377,165284,166367,181101,155233,149203,1.Food
2.飲料費,6891,9027,9301,7052,6659,6856,4713,2.Beverage,,2.飲料費,7088,5661,6327,5593,4901,4974,6101,5086,2.Beverage,,2.飲料費,6560,5024,7625,7006,8090,7014,6901,4683,5256,2.Beverage
3.菸草,5062,3864,5428,6080,5845,4800,3949,3.Tobacco,,3.菸草,6129,4102,5105,5137,5577,4372,5028,4695,3.Tobacco,,3.菸草,5744,4551,4381,7729,5892,4854,5143,4258,5552,3.Tobacco
4.衣著、鞋、襪類,28948,39736,28520,32990,29779,34188,23099,4.Clothing and footwear,,4.衣著、鞋、襪類,31132,29747,22234,20803,18791,16148,18290,19864,4.Clothing and footwear,,4.衣著、鞋、襪類,23157,18049,22342,21713,32441,33815,30408,25157,28039,4.Clothing and footwear
5.房地租及水費,144962,250071,147462,161141,113094,146430,165147,5.Rent and water charges,,5.房地租及水費,113901,119827,100288,86469,86835,76572,100445,95308,5.Rent and water charges,,5.房地租及水費,83773,84663,117517,54296,122800,146540,171765,125529,152159,5.Rent and water charges
6.燃料及燈光,18193,20556,18633,20592,20082,19127,18391,6.Fuel and light,,6.燃料及燈光,18328,16900,17158,14743,14982,13161,16059,16480,6.Fuel and light,,6.燃料及燈光,13912,13784,16960,15954,19152,17551,17588,18249,18744,6.Fuel and light
7.家具及家庭設備,13254,19721,18008,13321,13920,12398,14035,7.Furniture and family facilities,,7.家具及家庭設備,12171,13513,13009,6532,7813,7347,10955,8286,7.Furniture and family facilities,,7.家具及家庭設備,13407,5075,12082,12309,15336,14137,10459,10791,9538,7.Furniture and family facilities
8.家事管理,13727,22823,15150,17091,9856,12389,13118,8.Household operations,,8.家事管理,6420,11824,10542,6390,4919,5443,8412,9463,8.Household operations,,8.家事管理,8353,5729,11764,7194,14590,19960,18246,11141,10896,8.Household operations
9.保健及醫療,66680,69040,71307,54711,99884,56330,61602,9.Health care and medical,,9.保健及醫療,68793,74907,58065,77995,69271,81375,67640,65872,9.Health care and medical,,9.保健及醫療,56515,69708,85371,71257,65122,84174,69204,72257,75055,9.Health care and medical
10.運輸交通及通訊,68493,81176,69565,69141,72635,82005,80087,10.Transport and communications,,10.運輸交通及通訊,66463,79554,58911,68459,46555,46614,50501,53582,10.Transport and communications,,10.運輸交通及通訊,53381,46997,72220,40878,72198,88098,76328,64004,62013,10.Transport and communications
(1)交通及通訊工具之購置,13006,5215,13746,13150,17742,19548,22184,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,19844,22277,10767,22115,6357,7097,8368,11148,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,5193,6284,17250,10885,18189,30181,14984,16746,11387,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,31386,35828,31623,28608,33565,40341,37783,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,29351,33865,30498,30467,23908,24785,26527,27202,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,27811,21781,32834,13814,24615,35894,37330,28398,30763,(2)Operation of transport equipment
(3)乘交通設備之費用,9496,18378,7842,13103,7164,7608,5815,(3)Purchased transportation,,(3)乘交通設備之費用,5924,8234,5225,5196,5862,4946,5175,4310,(3)Purchased transportation,,(3)乘交通設備之費用,8763,7600,7550,7691,15363,5318,8244,5151,6248,(3)Purchased transportation
(4)其他通訊費,10027,16458,11841,9991,9864,9832,9922,(4)Other communications,,(4)其他通訊費,7173,9897,7042,7012,5729,6776,6808,6926,(4)Other communications,,(4)其他通訊費,6349,8154,9990,7557,10434,11636,10967,9323,8313,(4)Other communications
(5)汽機車保險費支出,4577,5298,4512,4290,4302,4675,4383,(5)Insurance of transport equipment,,(5)汽機車保險費支出,4172,5281,5379,3670,4699,3010,3622,3995,(5)Insurance of transport equipment,,(5)汽機車保險費支出,5266,3179,4595,930,3596,5069,4802,4387,5301,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,82822,126815,90225,85324,77361,81886,76726,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,70792,88112,66285,58539,49347,39847,52594,57357,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,79507,33966,61545,36515,74196,100162,95672,85760,84240,"11.Recreation ,education and culture"
(1)旅遊費用,20688,42453,19061,20185,15073,18292,16302,(1)Traveling,,(1)旅遊費用,18118,20517,14976,15001,10595,7201,9453,11190,(1)Traveling,,(1)旅遊費用,16440,7670,15809,9148,18865,31691,23973,24336,16933,(1)Traveling
(2)娛樂消遣服務,9168,14688,7527,10119,6570,8795,7886,(2)Recreation service,,(2)娛樂消遣服務,8150,10547,6808,5678,5625,3981,5323,5672,(2)Recreation service,,(2)娛樂消遣服務,11024,4714,6637,6273,9192,8952,11341,9539,8976,(2)Recreation service
(3)書報雜誌文具,5790,8565,6892,6036,5506,5767,4595,(3)Books and stationery,,(3)書報雜誌文具,4704,5850,4243,4217,4027,3606,3752,3984,(3)Books and stationery,,(3)書報雜誌文具,6320,3256,5508,2945,5027,6217,5943,5733,5511,(3)Books and stationery
(4)娛樂器材及附屬品,8145,12421,9191,8988,7769,7354,7238,(4)Recreation facilities,,(4)娛樂器材及附屬品,7510,8717,6008,4255,3405,3160,4976,6168,(4)Recreation facilities,,(4)娛樂器材及附屬品,11363,3781,7962,6041,9204,8691,8038,5738,5895,(4)Recreation facilities
(5)教育與研究費,39031,48687,47554,39995,42444,41679,40705,(5)Education and research,,(5)教育與研究費,32310,42480,34251,29388,25695,21899,29090,30342,(5)Education and research,,(5)教育與研究費,34360,14545,25629,12108,31907,44612,46377,40414,46925,(5)Education and research
12.什項消費,42723,66856,40686,48285,48207,43679,41600,12.Miscellaneous,,12.什項消費,37405,36350,31221,28159,32890,25875,31728,25479,12.Miscellaneous,,12.什項消費,42250,19687,33984,34325,43952,35610,44764,38884,38748,12.Miscellaneous
可支配所得(平均數),873175,1196141,937817,875751,783504,950235,910821,Disposable income(mean),,可支配所得(平均數),761381,804340,804131,725605,661698,580982,691205,695275,Disposable income(mean),,可支配所得(平均數),742449,562213,718903,504624,804378,960109,1007514,873466,820475,Disposable income(mean)
可支配所得(中位數),763717,1079947,825464,787075,669423,829624,835664,Disposable income(median),,可支配所得(中位數),705689,725818,704863,628906,598170,453585,609038,601864,Disposable income(median),,可支配所得(中位數),667565,462018,614168,430878,720102,807953,870948,739447,705852,Disposable income(median)
消費支出,646343,908137,701195,681707,622369,653989,625471,Consumption expenditures,,消費支出,578424,594628,556873,506247,459407,447043,487567,487489,Consumption expenditures,,消費支出,508399,401379,573757,397552,639052,718282,727579,615946,639443,Consumption expenditures
儲蓄,226831,288004,236622,194044,161135,296247,285350,Saving,,儲蓄,182957,209712,247258,219358,202291,133940,203638,207786,Saving,,儲蓄,234049,160834,145146,107072,165326,241827,279935,257520,181032,Saving
所得總額,1116324,1531961,1193574,1149230,1024380,1186947,1130952,Current receipts,,所得總額,973722,1045800,973219,906808,808764,725663,867293,898696,Current receipts,,所得總額,956460,726480,906415,660563,1037722,1262533,1293874,1092044,1053973,Current receipts
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
