L0989年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2000",,89年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2000",,89年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 89 年,,,,,2 0 0 0,,,,,民 國 89 年,,,,,2 0 0 0,,,,,,民 國 89 年,,,,,,2 0 0 0,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(14)汽車,64.099999999999994,60.74,63.79,50.51,60.25,82.78,98.18,(14)Sedan vehicle,,(14)汽車,73.14,80.83,72.709999999999994,66.44,48.63,52.47,71.66,61.06,(14)Sedan vehicle,,(14)汽車,59.25,56.99,62.98,34.58,37.700000000000003,75.489999999999995,74.72,63.32,63.47,(14)Sedan vehicle
(15)機車,129.24,83.29,157.08000000000001,116.73,131.94,126.14,126.31,(15)Motor bicycle,,(15)機車,132.69999999999999,157.78,153.27000000000001,129.51,116.53,120.13,139.9,157.03,(15)Motor bicycle,,(15)機車,164.11,118.95,107.67,104.99,89.17,158.02000000000001,137.22999999999999,151.58000000000001,155.71,(15)Motor bicycle
(16)電磁爐,42.78,61.49,36.86,57.94,32.369999999999997,45.18,34.5,(16)Electro-magnetic oven,,(16)電磁爐,26.16,45.64,33.78,33.01,30.27,23.65,30.81,20.92,(16)Electro-magnetic oven,,(16)電磁爐,28.53,23.07,32.619999999999997,14.35,44.38,51.43,49.18,44.81,30.28,(16)Electro-magnetic oven
(17)冷暖氣機,154.86000000000001,213.71,177.67,168.49,134.6,157.69999999999999,127.58,(17)Air conditioner,,(17)冷暖氣機,117,125.02,123.23,74.290000000000006,104.46,92.88,134.19,138.35,(17)Air conditioner,,(17)冷暖氣機,149.24,92.25,130.57,102.87,143.15,187.07,165.37,151.81,165.22,(17)Air conditioner
(18)除濕機,28.36,59.86,8.67,38.200000000000003,46.21,55.91,40.630000000000003,(18)Dehumidifier,,(18)除濕機,21.49,15.03,9.61,11.79,5.17,6.33,7.28,2.16,(18)Dehumidifier,,(18)除濕機,4.32,8.2100000000000009,21.49,14.46,78.459999999999994,56.06,18.149999999999999,13.06,10.62,(18)Dehumidifier
(19)洗衣機,96.99,99.59,96.42,98.59,98.98,98.34,95.92,(19)Washing machine,,(19)洗衣機,93.76,97.37,96.62,95.15,95.3,96.55,94.27,92.88,(19)Washing machine,,(19)洗衣機,97.97,88,86.95,96.24,98.06,95.37,96.06,97.27,100.19,(19)Washing machine
(20)烘衣機,20.56,33.72,5.33,24.33,41.61,45.01,41.37,(20)Drier,,(20)烘衣機,27.98,18.350000000000001,12.15,14.87,9.14,7.55,8.0500000000000007,3.36,(20)Drier,,(20)烘衣機,3.35,6.35,17.41,4.17,45.2,36.630000000000003,13.7,7.49,5.86,(20)Drier
(21)空氣清淨機,8.65,19.29,8.43,10.69,2.63,9.59,8.01,(21)Air-clean machine,,(21)空氣清淨機,4.8899999999999997,4.88,6.03,3.66,2.6,3.38,4.2300000000000004,3.54,(21)Air-clean machine,,(21)空氣清淨機,2.5499999999999998,2.38,4.8600000000000003,2.57,8.09,8.17,9.36,11.31,8.5,(21)Air-clean machine
(22)濾水器,28.13,32.729999999999997,36.159999999999997,27.48,12.02,40.340000000000003,40.03,(22)Water filter machine,,(22)濾水器,22.02,33.26,17.36,9.8699999999999992,24.86,19.64,19.96,16.73,(22)Water filter machine,,(22)濾水器,21.57,15.23,19.989999999999998,6.2,28.69,49.97,35.979999999999997,29.03,29.67,(22)Water filter machine
(23)吸塵器,41.57,62.2,40.58,41.16,36.18,49.8,54.41,(23)Vacuum cleaner,,(23)吸塵器,35.85,42.97,26.28,35.729999999999997,21.12,19,26.96,28.45,(23)Vacuum cleaner,,(23)吸塵器,31.15,27.91,33.75,15.47,45.14,58.87,51.26,41.56,44.81,(23)Vacuum cleaner
(24)熱水器,100.71,100.23,96.97,100.69,106.98,104.11,114.09,(24)Geyser,,(24)熱水器,121.21,106.18,95.89,102.78,96.27,100.54,94.64,94.26,(24)Geyser,,(24)熱水器,93.82,89.32,95.34,91.66,100.59,117.86,105.34,102.92,98.61,(24)Geyser
(25)開飲機,55.51,42.16,45.3,62.19,58.67,72.239999999999995,57.08,(25)Hot-warm water fountain,,(25)開飲機,61.85,61.76,65.39,44.39,56.84,41.28,49.65,57.57,(25)Hot-warm water fountain,,(25)開飲機,74.12,64.98,60.07,51.56,59.34,57.33,47.7,36.9,38.74,(25)Hot-warm water fountain
(26)微波爐(含烤箱),52.41,85.52,60.95,54.9,33.369999999999997,57.64,42.65,(26)Microwave oven,,(26)微波爐(含烤箱),34.590000000000003,50.12,28.54,39.67,28.66,22.58,25.34,33.729999999999997,(26)Microwave oven,,(26)微波爐(含烤箱),35.299999999999997,20.7,38.380000000000003,48.94,52.33,73.459999999999994,79.5,45.95,55.8,(26)Microwave oven
(27)報紙,46.91,66.400000000000006,46.96,49.35,37.130000000000003,40.43,40.36,(27)Newspaper,,(27)報紙,42.97,49.56,38.83,37.08,37.25,22.56,40.25,32.58,(27)Newspaper,,(27)報紙,52.9,37.549999999999997,39.950000000000003,34.11,28.6,45.65,53.04,54.08,57.03,(27)Newspaper
(28)期刊雜誌,18.16,34.159999999999997,18.66,20.49,7.49,23.54,11.17,(28)Magazine,,(28)期刊雜誌,13.36,13.76,8.3699999999999992,9.68,6.36,7.54,14,9.06,(28)Magazine,,(28)期刊雜誌,10.79,9.35,23.49,15.28,4.2300000000000004,21.98,22.92,21.49,16.75,(28)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
