作者不明2026-08-13T18:04:37.425L12114年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2025",,114年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2025",,114年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2025"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第1表 所得收入者平均每人所得來源按區域別分,Table 1. Income Sources of Income Recipients by Areas,,第1表 所得收入者平均每人所得來源按區域別分(續一),Table 1. Income Sources of Income Recipients by Areas (Cont.1),,第1表 所得收入者平均每人所得來源按區域別分(續完),Table 1. Income Sources of Income Recipients by Areas (Cont.End),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 114 年,,,,單位：元,2 0 2 5 Unit:NT$,,,,,民 國 114 年,,,,單位：元,2 0 2 5 Unit:NT$,,,,,民 國 114 年,,,,單位：元,2 0 2 5 Unit:NT$,,,
6.雜項收入,14,3,1,11,7,37,13,6.Miscellaneous receipts,,6.雜項收入,4,0,56,25,7,107,0,6.Miscellaneous receipts,,6.雜項收入,15,22,27,26,0,50,4,6.Miscellaneous receipts
三、非消費支出,127324,121956,145868,138487,131017,113973,134168,C.Nonconsumption expenditures,,三、非消費支出,99697,239466,108864,96411,77461,83821,74489,C.Nonconsumption expenditures,,三、非消費支出,98286,85007,84146,96800,100414,227406,116952,C.Nonconsumption expenditures
1.利息支出,7471,6581,5774,9611,10543,6392,8793,1.Interest,,1.利息支出,4233,19564,4827,4124,2591,2002,1840,1.Interest,,1.利息支出,4500,2622,3260,3868,2993,21771,4060,1.Interest
2.經常移轉支出,119853,115376,140094,128876,120474,107581,125375,2.Current transfer expenditures,,2.經常移轉支出,95464,219902,104037,92287,74870,81819,72649,2.Current transfer expenditures,,2.經常移轉支出,93786,82385,80886,92932,97421,205634,112892,2.Current transfer expenditures
(1)對私人,27140,29443,40738,23008,27468,20191,26820,(1)To private,,(1)對私人,23734,37440,21769,17590,13931,16343,17447,(1)To private,,(1)對私人,22494,18560,20023,22870,22547,36596,29888,(1)To private
(2)對政府,20715,14225,22612,21466,22248,17381,21821,(2)To government,,(2)對政府,13795,83869,14317,13592,12833,10446,10014,(2)To government,,(2)對政府,12517,10842,10249,9699,10928,78676,16814,(2)To government
(3)社會保險,71061,71688,76278,81321,69916,69372,75026,(3)Social insurance,,(3)社會保險,56720,98585,65668,61029,48082,54695,45030,(3)Social insurance,,(3)社會保險,58738,52971,49420,60333,63874,86632,64566,(3)Social insurance
(4)對國外,937,20,466,3081,842,637,1709,(4)To abroad,,(4)對國外,1216,7,2284,76,24,336,158,(4)To abroad,,(4)對國外,37,13,1193,30,72,3731,1624,(4)To abroad
四、可支配所得(平均數),636558,640457,763471,652987,647157,557523,622395,D.Disposable income(mean),,四、可支配所得(平均數),537662,854757,594850,524397,502321,536461,507687,D.Disposable income(mean),,四、可支配所得(平均數),533615,512253,557136,550741,558284,834090,666296,D.Disposable income(mean)
五、可支配所得(中位數),518510,561069,615083,540471,512692,465599,512405,E.Disposable income(median),,五、可支配所得(中位數),463294,591525,492356,431110,417133,458059,400922,E.Disposable income(median),,五、可支配所得(中位數),451431,425970,445525,453901,504543,601424,544265,E.Disposable income(median)
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96 個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96 個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96 個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean ±1.96 standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean ±1.96 standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean ±1.96 standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
