一、所得收入總計(中位數),1244069,1347266,1590878,1413570,1260186,1108057,1290132,A.Total receipts(median),,一、所得收入總計(中位數),1108015,1535672,1262135,888989,900008,963163,786785,A.Total receipts(median),,一、所得收入總計(中位數),1022364,748152,828379,998829,998711,1603053,1213231,A.Total receipts(median)
二、所得收入總計(平均數),1456725,1506244,1857943,1557567,1467445,1263654,1469589,B.Total receipts(mean),,二、所得收入總計(平均數),1191108,2007347,1384012,1097348,1065279,1089198,1026136,B.Total receipts(mean),,二、所得收入總計(平均數),1147344,970508,1041688,1127048,1161995,2042624,1434177,B.Total receipts(mean)
1.受僱人員報酬,804748,880300,1074559,888708,756369,701867,815532,1.Compensation of employees,,1.受僱人員報酬,540102,1398168,768088,549625,487317,414428,422869,1.Compensation of employees,,1.受僱人員報酬,532803,424287,474025,506330,650615,1292562,717885,1.Compensation of employees
(1)本業薪資,581573,679955,792852,648425,557665,484156,570751,(1)Full time payroll,,(1)本業薪資,397658,848157,544208,418209,328925,306613,286138,(1)Full time payroll,,(1)本業薪資,361649,285571,345491,331510,483040,789185,503527,(1)Full time payroll
(2)兼業薪資,51899,34975,65360,36882,55454,59054,64246,(2)Part time payroll,,(2)兼業薪資,39339,57524,63632,36169,76739,24983,76627,(2)Part time payroll,,(2)兼業薪資,73695,68847,60552,68301,39587,34808,87890,(2)Part time payroll
(3)其他收入,171276,165370,216347,203401,143249,158657,180535,(3)Other receipts or subsidies,,(3)其他收入,103105,492487,160247,95247,81652,82832,60105,(3)Other receipts or subsidies,,(3)其他收入,97459,69869,67981,106519,127987,468569,126468,(3)Other receipts or subsidies
2.產業主所得,162344,117707,159511,160985,198140,143372,173925,2.Entrepreneurial income,,2.產業主所得,193786,151677,175959,164347,161698,235217,155511,2.Entrepreneurial income,,2.產業主所得,205697,197645,172449,157774,64524,203772,243271,2.Entrepreneurial income
3.財產所得收入,76980,71106,180643,82080,86266,44004,75245,3. Property income,,3.財產所得收入,30313,99851,48628,24783,38878,20738,57540,3. Property income,,3.財產所得收入,30627,12212,19297,30057,25328,131721,49022,3. Property income
4.自用住宅設算租金收入,81909,95728,99342,115840,82156,75191,80666,4.Imputed rent income,,4.自用住宅設算租金收入,63566,65751,55238,47417,49261,43427,56507,4.Imputed rent income,,4.自用住宅設算租金收入,47671,34292,55490,57848,65987,98000,67354,4.Imputed rent income
5.經常移轉收入,330711,341396,343887,309930,344500,299149,324180,5.Current transfer receipts,,5.經常移轉收入,363332,291899,335997,311135,328115,375054,333710,5.Current transfer receipts,,5.經常移轉收入,330518,302023,320387,374999,355523,316477,356638,5.Current transfer receipts
(1)從私人,75669,100110,95442,59169,93817,53474,66345,(1)From individuals,,(1)從私人,76601,43683,67777,53343,41461,68381,66977,(1)From individuals,,(1)從私人,59951,48065,57854,47122,78652,65085,79086,(1)From individuals
(2)從政府,86688,74621,74017,92593,85199,90671,82595,(2)From government,,(2)從政府,92104,94485,96149,91297,99747,128685,112329,(2)From government,,(2)從政府,103430,104362,87670,109583,86244,91987,73949,(2)From government
(3)社會保險受益,164225,165173,171439,152481,159790,150782,169541,(3)Benefit of social insurance,,(3)社會保險受益,192522,150473,160927,163378,184060,172604,152516,(3)Benefit of social insurance,,(3)社會保險受益,163893,146721,170677,216263,185783,151333,198205,(3)Benefit of social insurance
(4)從企業,3252,1234,1250,4778,4976,2780,4616,(4)From enterprises,,(4)從企業,2105,2540,5471,3117,2846,5286,1888,(4)From enterprises,,(4)從企業,3245,2875,4185,2031,4530,4737,5397,(4)From enterprises
(5)從國外,878,259,1738,909,719,1442,1082,(5)From abroad,,(5)從國外,0,717,5672,0,0,98,0,(5)From abroad,,(5)從國外,0,0,0,0,314,3334,0,(5)From abroad
6.雜項收入,33,7,2,24,13,70,40,6.Miscellaneous receipts,,6.雜項收入,9,0,102,41,11,334,0,6.Miscellaneous receipts,,6.雜項收入,28,49,40,40,17,92,6,6.Miscellaneous receipts
三、非消費支出,246358,243218,303323,275885,251395,218819,263568,C.Nonconsumption expenditures,,三、非消費支出,193940,437432,218472,174969,148998,153493,136876,C.Nonconsumption expenditures,,三、非消費支出,181878,145423,140886,171843,179817,437678,220475,C.Nonconsumption expenditures
1.利息支出,13555,12450,11522,17925,19164,11652,16069,1.Interest,,1.利息支出,7254,34162,8817,6639,4527,3083,3034,1.Interest,,1.利息支出,7433,3867,4870,6257,4912,40298,7140,1.Interest
2.經常移轉支出,232803,230767,291801,257960,232231,207167,247499,2.Current transfer expenditures,,2.經常移轉支出,186685,403270,209656,168330,144471,150410,133842,2.Current transfer expenditures,,2.經常移轉支出,174444,141556,136017,165586,174905,397380,213336,2.Current transfer expenditures
(1)對私人,50978,57520,82826,44621,50723,37292,51764,(1)To private,,(1)對私人,44436,69386,41585,30078,23835,27859,30940,(1)To private,,(1)對私人,38968,29131,32014,38056,40458,70240,53231,(1)To private
(2)對政府,38178,27290,44950,41306,40747,31763,40796,(2)To government,,(2)對政府,24746,147400,27557,23132,22634,17535,16971,(2)To government,,(2)對政府,21988,16994,16242,15780,18646,147137,30239,(2)To government
(3)社會保險,141864,145904,163103,166263,139236,136130,151783,(3)Social insurance,,(3)社會保險,115385,186468,136102,114976,97962,104491,85668,(3)Social insurance,,(3)社會保險,113402,95398,85979,111675,115632,173040,127016,(3)Social insurance
(4)對國外,1783,53,922,5770,1526,1982,3157,(4)To abroad,,(4)對國外,2118,16,4412,145,40,526,262,(4)To abroad,,(4)對國外,86,32,1783,76,169,6963,2850,(4)To abroad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96 個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96 個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96 個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean ±1.96 standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean ±1.96 standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean ±1.96 standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
114年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2025",,114年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2025",,114年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2025"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第2表 平均每戶家庭收支按區域別分(續三),Table 2. Average Family Income and Expenditure per Household by Areas (Cont.3),第2表 平均每戶家庭收支按區域別分(續四),Table 2. Average Family Income and Expenditure per Household by Areas (Cont.4),第2表 平均每戶家庭收支按區域別分(續完),Table 2. Average Family Income and Expenditure per Household by Areas (Cont.End),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 114 年,,,,單位：元,2 0 2 5 Unit:NT$,,,,,民 國 114 年,,,,單位：元,2 0 2 5 Unit:NT$,,,,,民 國 114 年,,,,單位：元,2 0 2 5 Unit:NT$,,,
,總 平 均,新 北 市,臺 北 市,桃 園 市,臺 中 市,臺 南 市,高 雄 市,,,,宜 蘭 縣,新 竹 縣,苗 栗 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,嘉 義 市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、消費支出,920397,940068,1169990,963862,986883,811229,955299,D.Consumption expenditures,,四、消費支出,828255,1116811,846385,665772,640835,652768,712495,D.Consumption expenditures,,四、消費支出,758838,604783,591696,657775,772618,1142694,897095,D.Consumption expenditures
1.食品及非酒精飲料,132660,121298,173052,144369,128504,122325,130337,1.Food and non-alcoholic beverages,,1.食品及非酒精飲料,137046,138510,145153,114604,104495,101503,148099,1.Food and non-alcoholic beverages,,1.食品及非酒精飲料,124355,102701,88778,132293,114610,178195,131015,1.Food and non-alcoholic beverages
2.菸酒及檳榔,8696,7439,5162,9936,8239,7459,7554,"2.Tobacco,alcoholic beverages and betel nuts",,2.菸酒及檳榔,12725,10287,17007,9247,10476,12505,14847,"2.Tobacco,alcoholic beverages and betel nuts",,2.菸酒及檳榔,10202,16597,11092,10174,12770,8047,7635,"2.Tobacco,alcoholic beverages and betel nuts"
3.衣著鞋襪及服飾用品,23698,27107,28931,26502,26619,18412,23953,3.Clothing and footwear,,3.衣著鞋襪及服飾用品,19144,27363,22167,17739,14345,15217,13384,3.Clothing and footwear,,3.衣著鞋襪及服飾用品,15953,11094,12237,13695,23699,28168,19638,3.Clothing and footwear
4.住宅服務、水電瓦斯及其他燃料,221718,250411,328991,230791,238880,181974,221467,"4.Housing,water,electricity,gas and other fuels",,4.住宅服務、水電瓦斯及其他燃料,159713,274610,167000,130572,124170,113818,129657,"4.Housing,water,electricity,gas and other fuels",,4.住宅服務、水電瓦斯及其他燃料,131068,131591,125557,142258,179098,311477,167827,"4.Housing,water,electricity,gas and other fuels"
(1)住宅服務,200883,229422,308816,208678,218987,160866,200694,(1)Rent and residential services,,(1)住宅服務,134452,255262,145448,109136,108453,92995,110491,(1)Rent and residential services,,(1)住宅服務,109218,113653,107912,120789,156919,287013,147521,(1)Rent and residential services
(2)水電費及燃料,20834,20989,20174,22113,19893,21109,20773,"(2)Water,electricity,gas and other fuels",,(2)水電費及燃料,25261,19348,21552,21437,15717,20824,19166,"(2)Water,electricity,gas and other fuels",,(2)水電費及燃料,21850,17938,17644,21469,22179,24464,20306,"(2)Water,electricity,gas and other fuels"
5.家具設備及家務維護,25889,27237,39169,23151,25238,21849,28377,"5.Furnishings,household equipment        and routine household maintenance",,5.家具設備及家務維護,23026,33128,24847,16147,15370,22192,18621,"5.Furnishings,household equipment        and routine household maintenance",,5.家具設備及家務維護,17474,13685,12144,26753,27748,25138,24832,"5.Furnishings,household equipment        and routine household maintenance"
6.醫療保健,129564,126274,144996,130366,131944,114536,132163,6.Health,,6.醫療保健,133794,126155,121121,125224,129539,137144,122585,6.Health,,6.醫療保健,119216,104898,126271,140685,137718,126062,146480,6.Health
7.交通,70659,59062,64312,86602,83278,71538,74284,7.Transport,,7.交通,87036,128255,85097,55764,57860,56013,55078,7.Transport,,7.交通,57036,41295,49293,34338,61473,77772,66236,7.Transport
(1)個人交通工具之購置,12485,4744,2280,17598,21111,16206,13418,(1)Purchase of vehicles,,(1)個人交通工具之購置,27732,53115,21608,9526,15228,9437,2764,(1)Purchase of vehicles,,(1)個人交通工具之購置,4865,4703,10020,65,9292,8428,11372,(1)Purchase of vehicles
(2)個人交通設備管理維護,46419,40794,37695,56282,53879,47047,49739,(2)Operation of personal transport equipment,,(2)個人交通設備管理維護,49407,58113,55868,42422,38503,41886,46325,(2)Operation of personal transport equipment,,(2)個人交通設備管理維護,44282,33337,34111,23186,39131,54584,45362,(2)Operation of personal transport equipment
(3)客運與貨物運輸服務,11754,13525,24337,12723,8288,8285,11128,(3)Passenger and goods transport services,,(3)客運與貨物運輸服務,9896,17028,7620,3816,4129,4690,5989,(3)Passenger and goods transport services,,(3)客運與貨物運輸服務,7888,3255,5162,11087,13050,14760,9502,(3)Passenger and goods transport services
8.資通訊,34220,36841,36730,36113,33658,30777,36481,8.Information and communication,,8.資通訊,30022,52317,37005,26111,25524,27317,26218,8.Information and communication,,8.資通訊,29413,25101,27169,25809,30652,35698,32288,8.Information and communication
9.休閒、運動與文化,38638,47266,73149,31761,44414,22803,34711,"9.Recreation,sport and culture",,9.休閒、運動與文化,28105,51902,28324,21593,14270,15228,16033,"9.Recreation,sport and culture",,9.休閒、運動與文化,21508,9925,16524,17448,28750,49920,33646,"9.Recreation,sport and culture"
(1)套裝旅遊(不含自助旅遊),19599,24360,44481,13716,20997,10647,14195,(1)Package holidays,,(1)套裝旅遊(不含自助旅遊),18100,22535,15102,11706,7168,6403,8210,(1)Package holidays,,(1)套裝旅遊(不含自助旅遊),11448,4748,6335,7954,15271,26286,18890,(1)Package holidays
(2)休閒、運動與文化用品,5094,7075,7336,4577,6036,2706,5031,"(2)Recreational,sporting and cultural goods",,(2)休閒、運動與文化用品,2929,7599,3662,2283,1819,2524,1829,"(2)Recreational,sporting and cultural goods",,(2)休閒、運動與文化用品,3192,1352,3690,3036,4522,5786,3775,"(2)Recreational,sporting and cultural goods"
(3)休閒、運動與文化服務,10815,13000,18090,9659,13218,6597,11796,"(3)Recreational,sporting and cultural services",,(3)休閒、運動與文化服務,5367,17984,6746,5042,3306,4393,4104,"(3)Recreational,sporting and cultural services",,(3)休閒、運動與文化服務,4465,2156,4946,5450,6092,14352,8392,"(3)Recreational,sporting and cultural services"
(4)書報雜誌文具,3130,2830,3242,3809,4162,2853,3689,"(4)Newspapers,books and stationery",,(4)書報雜誌文具,1708,3784,2814,2562,1977,1908,1890,"(4)Newspapers,books and stationery",,(4)書報雜誌文具,2402,1669,1553,1008,2865,3496,2590,"(4)Newspapers,books and stationery"
10.教育,22398,21843,24626,26609,28241,20123,25919,10.Education services,,10.教育,14100,46365,19839,15058,13656,8523,8187,10.Education services,,10.教育,13141,4985,6680,7529,14239,32750,17799,10.Education services
11.餐廳及住宿,130580,139784,165669,128577,141940,124103,147970,11.Restaurants and accommodation services,,11.餐廳及住宿,94196,136426,101245,72537,77824,77425,101073,11.Restaurants and accommodation services,,11.餐廳及住宿,141817,84350,64897,59690,71027,159979,155711,11.Restaurants and accommodation services
12.保險及金融服務,41607,40311,38329,46068,47568,43489,49749,12.Insurance and financial services,,12.保險及金融服務,41100,42551,37263,32037,26710,29175,27880,12.Insurance and financial services,,12.保險及金融服務,44031,33371,28935,13273,29708,50513,44546,12.Insurance and financial services
13.其他,40070,35196,46876,43016,48361,31840,42336,13.Miscellaneous goods and services,,13.其他,48248,48941,40317,29137,26596,36707,30833,13.Miscellaneous goods and services,,13.其他,33624,25191,22117,33830,41127,58975,49441,13.Miscellaneous goods and services
可支配所得(平均數),1210367,1263026,1554620,1281683,1216050,1044835,1206020,Disposable income(mean),,可支配所得(平均數),997168,1569915,1165539,922379,916281,935705,889260,Disposable income(mean),,可支配所得(平均數),965466,825085,900801,955205,982179,1604946,1213702,Disposable income(mean)
可支配所得(中位數),1017802,1109492,1364172,1124001,1028842,890413,975683,Disposable income(median),,可支配所得(中位數),925106,1288660,1013539,739884,796253,818079,678103,Disposable income(median),,可支配所得(中位數),847029,656831,718014,869874,830281,1312743,1011081,Disposable income(median)
消費支出,920397,940068,1169990,963862,986883,811229,955299,Consumption expenditures,,消費支出,828255,1116811,846385,665772,640835,652768,712495,Consumption expenditures,,消費支出,758838,604783,591696,657775,772618,1142694,897095,Consumption expenditures
儲蓄,289970,322958,384630,317821,229167,233607,250721,Saving,,儲蓄,168913,453104,319154,256606,275446,282937,176765,Saving,,儲蓄,206629,220302,309105,297430,209561,462252,316607,Saving
所得總額,1528597,1585699,1987374,1599611,1544045,1316766,1545657,Current receipts,,所得總額,1230120,2161150,1442339,1138665,1104251,1120658,1051365,Current receipts,,所得總額,1185191,1021562,1066099,1160224,1221328,2183647,1470568,Current receipts
樣本戶數,16528,2500,2000,1500,2000,1500,2200,Numbers of samples,,樣本戶數,347,350,320,573,300,388,323,Numbers of samples,,樣本戶數,477,280,350,200,310,300,310,Numbers of samples
可支配所得標準差,24159,51515,49921,50639,76012,54412,118079,Disposable income standard deviation,,可支配所得標準差,65568,333711,122670,64048,111736,55147,81978,Disposable income standard deviation,,可支配所得標準差,89527,98468,114180,160907,136485,177583,133868,Disposable income standard deviation
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96 個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96 個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96 個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean ±1.96 standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean ±1.96 standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean ±1.96 standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
