L09103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 103 年,,,,,2 0 1 4,,,,,民 國 103 年,,,,,2 0 1 4,,,,,民 國 103 年,,,,,2 0 1 4,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
(1)自有(戶內經常居住成員所擁有),84.01,83.02,81.459999999999994,85.95,79.14,85.34,84.41,(1)Self-owned (by usually livingmember of this household),,(1)自有(戶內經常居住成員所擁有),84.54,86.63,93.99,88.63,84.49,85.67,85.61,(1)Self-owned (by usually livingmember of this household),,(1)自有(戶內經常居住成員所擁有),89.67,85.31,83.53,86.46,81.84,83.38,80.33,(1)Self-owned (by usually livingmember of this household)
(2)不住在一起的配偶、父母或子女所擁有,4.32,3.67,3.1,3.12,6.49,3.36,4.99,"(2)Owned by spouse, parentsor children not living together",,(2)不住在一起的配偶、父母或子女所擁有,6.29,4.76,0.59,5.95,4.8899999999999997,7.75,6.08,"(2)Owned by spouse, parentsor children not living together",,(2)不住在一起的配偶、父母或子女所擁有,1.29,4.6500000000000004,3.37,1,6.02,4.93,6.14,"(2)Owned by spouse, parentsor children not living together"
(3)租押,8.41,11.41,11.09,9.07,10.44,8.17,7.6,(3)Rented,,(3)租押,5.74,5.79,1.86,3.46,6.64,1.5,3.8,(3)Rented,,(3)租押,4.83,3.55,8.6300000000000008,5.52,6.74,8.3000000000000007,7.74,(3)Rented
(4)其他(含配住及借用),3.26,1.9,4.3499999999999996,1.86,3.92,3.14,3,(4)Allotted and others,,(4)其他(含配住及借用),3.44,2.82,3.57,1.96,3.98,5.07,4.51,(4)Allotted and others,,(4)其他(含配住及借用),4.21,6.5,4.4800000000000004,7.01,5.4,3.39,5.79,(4)Allotted and others
2.住宅用途,,,,,,,,2.By usage of dwelling,,2.住宅用途,,,,,,,,2.By usage of dwelling,,2.住宅用途,,,,,,,,2.By usage of dwelling
(1)專用,95.58,96.16,96.95,95.36,96.95,94.17,95.7,(1)Independent,,(1)專用,96.83,96.01,94.01,92.34,94.75,92.48,93.74,(1)Independent,,(1)專用,94.7,91.39,96,96.48,97.75,97.62,92.9,(1)Independent
(2)併用,4.42,3.84,3.05,4.6399999999999997,3.05,5.83,4.3,(2)Connected,,(2)併用,3.17,3.99,5.99,7.66,5.25,7.52,6.26,(2)Connected,,(2)併用,5.3,8.61,4,3.52,2.25,2.38,7.1,(2)Connected
3.建築式樣,,,,,,,,3.By style of building,,3.建築式樣,,,,,,,,3.By style of building,,3.建築式樣,,,,,,,,3.By style of building
(1)平房,9.23,3.83,2.33,4.5999999999999996,7.1,13.38,5.0999999999999996,(1)One story,,(1)平房,13.5,7.48,16.59,17.649999999999999,22.79,26.31,30.3,(1)One story,,(1)平房,23.04,30.75,26.4,24.35,5.86,2.2599999999999998,10.27,(1)One story
(2)二～三層樓,38.909999999999997,12.7,7.55,36.06,47.79,52.67,40.119999999999997,(2)Two or three stories,,(2)二～三層樓,69.099999999999994,53.72,69.87,67.28,68.290000000000006,66.42,62.19,(2)Two or three stories,,(2)二～三層樓,70.87,63.52,60.75,64.069999999999993,25.21,45.88,53.88,(2)Two or three stories
(3)四～五層樓,30.63,53.99,53.38,25.03,20.8,20.96,31.72,(3)Four or five stories,,(3)四～五層樓,10.46,24.72,10.09,12.82,6.94,6.24,7.51,(3)Four or five stories,,(3)四～五層樓,3.79,5.73,7.48,11.58,55.47,28.5,17.7,(3)Four or five stories
(4)六層樓以上,21.23,29.47,36.74,34.31,24.32,13,23.06,"(4)Apartment, six stories or over",,(4)六層樓以上,6.94,14.08,3.44,2.25,1.98,1.03,0,"(4)Apartment, six stories or over",,(4)六層樓以上,2.29,0,5.37,0,13.46,23.36,18.149999999999999,"(4)Apartment, six stories or over"
4.具有自來水設備,95.72,99.74,99.9,95.64,97.39,99.87,97.61,4.Piped water equipment,,4.具有自來水設備,94.44,85.1,84.34,94.73,89.28,99.55,92.44,4.Piped water equipment,,4.具有自來水設備,55.41,88.02,90.32,98.97,98.92,98.96,100,4.Piped water equipment
5.有車家庭停車位情形,,,,,,,,5.Parking lot,,5.有車家庭停車位情形,,,,,,,,5.Parking lot,,5.有車家庭停車位情形,,,,,,,,5.Parking lot
(1)自有停車位,51.17,48.14,26.62,60.4,49.97,61.36,44.39,(1)Self-owned,,(1)自有停車位,59.12,69.7,62.83,54.61,59.68,51.74,60.5,(1)Self-owned,,(1)自有停車位,87.07,54.59,49.58,36.58,21.62,48.54,45.87,(1)Self-owned
(2)租借停車位,12.14,23.28,29.46,9.42,9.32,5.7,10.34,(2)Rented,,(2)租借停車位,8.98,6.54,0.45,3.8,3.4,3.79,5.45,(2)Rented,,(2)租借停車位,4.8899999999999997,0.68,3.06,1.34,2.78,17.52,9.41,(2)Rented
(3)無停車位,36.69,28.58,43.92,30.18,40.71,32.94,45.27,(3)None,,(3)無停車位,31.9,23.76,36.729999999999997,41.59,36.909999999999997,44.47,34.049999999999997,(3)None,,(3)無停車位,8.0299999999999994,44.73,47.36,62.07,75.599999999999994,33.94,44.72,(3)None
6.每戶建坪平均數(坪),44.12,32.909999999999997,31.94,48.69,50.95,48.21,48.33,6.Space per household average (pin),,6.每戶建坪平均數(坪),47.43,61.14,57.69,52.65,53.05,48.24,46.36,6.Space per household average (pin),,6.每戶建坪平均數(坪),48.69,46.08,42.82,40.15,31.95,49.41,47.1,6.Space per household average (pin)
7.每戶建坪中位數(坪),38,30,30,40,48,45,45,7.Space per household median (pin),,7.每戶建坪中位數(坪),45,58,56,50,51,46,43,7.Space per household median (pin),,7.每戶建坪中位數(坪),48,42,40,37,30,45,40,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.21,99.8,98.15,99.26,99.31,99.35,99.09,(1)Color TV,,(1)彩色電視機,99.42,99.65,99.7,99.65,97.79,99.73,98.43,(1)Color TV,,(1)彩色電視機,99.78,99.28,99.15,100,99.35,98.3,99.04,(1)Color TV
一般彩色電視機,38.03,27.35,28.73,33.47,41.84,43.22,42.14,Non-LCD TV,,一般彩色電視機,47.46,32.03,38.93,48.46,55.16,55.64,46.6,Non-LCD TV,,一般彩色電視機,47.27,51.8,47.74,43.51,35.64,34.590000000000003,37.700000000000003,Non-LCD TV
液晶、電漿電視,77.05,86.3,81.290000000000006,81.02,76.47,71.569999999999993,74.31,LCD、PDP TV,,液晶、電漿電視,72.27,84,81.430000000000007,68.22,60.26,61.79,65.41,LCD、PDP TV,,液晶、電漿電視,70.099999999999994,63.14,68.319999999999993,74.87,78.89,82.9,76.19,LCD、PDP TV
(2)數位影音光碟機,27.65,36.119999999999997,47.42,25.65,26.75,14.99,26.07,(2)DVD player,,(2)數位影音光碟機,19.47,32.26,19.489999999999998,13.37,19.36,12.63,18.46,(2)DVD player,,(2)數位影音光碟機,6.16,12.76,16.89,17.27,26.78,47.83,22.59,(2)DVD player
(3)攝影機,5.78,6.41,12.19,6.15,5.08,4.38,4.47,(3)Movies camera,,(3)攝影機,3.73,5.82,5.24,5.17,2.64,1.5,2.84,(3)Movies camera,,(3)攝影機,1.9,4.4800000000000004,3.2,2.0499999999999998,1.53,8.34,4.1900000000000004,(3)Movies camera
(4)音響,27.18,33.19,36.229999999999997,35.43,29.27,19.89,21.04,(4)Stereo,,(4)音響,17.690000000000001,33.19,22.06,17.559999999999999,29.28,20.72,16.440000000000001,(4)Stereo,,(4)音響,11.01,15.42,15.68,21.72,27.5,32.17,24.21,(4)Stereo
(5)鋼琴(含電子琴),8.5500000000000007,5.7,16.32,7.4,9.2799999999999994,7.59,8.5299999999999994,(5)Piano,,(5)鋼琴(含電子琴),8.0399999999999991,14.08,5.67,6.3,1.99,3.61,3.74,(5)Piano,,(5)鋼琴(含電子琴),6.57,7.05,8,3.05,8.9600000000000009,18.559999999999999,9.36,(5)Piano
(6)數位相機,38.700000000000003,44.77,55.16,42.16,41.14,30.88,34.61,(6)Digital camera,,(6)數位相機,24.44,45.33,28.75,28.56,26.37,27.65,20.9,(6)Digital camera,,(6)數位相機,28.35,26.7,22.29,20.12,32.07,44.92,41.95,(6)Digital camera
(7)電視遊樂器,7.33,9.61,13.9,8.83,7.81,4.53,4.84,(7)Video game,,(7)電視遊樂器,3.19,13.01,4.41,3.43,1,2.58,3.13,(7)Video game,,(7)電視遊樂器,1.28,4.88,2.29,1.5,5.21,12.59,4.83,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),84.78,92.48,90.96,87.67,84.78,80.27,89.96,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),75.48,85.02,91.89,68.52,68.790000000000006,62.12,56.74,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),77.400000000000006,76.52,71.13,81.33,93.93,88.87,81.96,(8)Cable TV(MOD included)
(9)家用電腦,70.680000000000007,78.14,82.59,78.239999999999995,75.08,66.88,69.42,(9)Personal computer,,(9)家用電腦,58.47,76.55,64.34,64.58,54,48.51,44.85,(9)Personal computer,,(9)家用電腦,48.45,44.97,48.91,48.78,63.1,80.430000000000007,68.62,(9)Personal computer
(10)電話機,94.01,96.83,95.96,90.66,92.28,94.33,93.32,(10)Telephone,,(10)電話機,92.14,90.12,96.09,94.92,93.16,96.22,95.81,(10)Telephone,,(10)電話機,92.85,87.56,86.58,93.54,96.51,88.99,94.84,(10)Telephone
(11)行動電話,93.14,95.49,96.95,96.01,94.91,90.68,93.82,(11)Cell phone,,(11)行動電話,92.11,95.27,91.14,87.91,85.68,83.54,82.58,(11)Cell phone,,(11)行動電話,88.43,87.73,88.01,79.239999999999995,91.79,97.04,92.86,(11)Cell phone
(12)連網(使用電腦或其他設備),75.849999999999994,82.53,86.25,83.36,80.64,70.290000000000006,77.959999999999994,(12)Internet facility,,(12)連網(使用電腦或其他設備),63.7,79.16,69.87,68.010000000000005,59.47,53.06,49.01,(12)Internet facility,,(12)連網(使用電腦或其他設備),55.34,52.25,61.84,50.75,67.87,84.3,75.069999999999993,(12)Internet facility
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014",,103年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2014"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 103 年,,,,,2 0 1 4,,,,,民 國 103 年,,,,,2 0 1 4,,,,,民 國 103 年,,,,,2 0 1 4,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(13)汽車,58.69,48.52,49.6,71.22,70.12,62.48,57.42,(13)Sedan vehicle,,(13)汽車,63.95,76.83,74.099999999999994,66.33,63.87,55.3,50.54,(13)Sedan vehicle,,(13)汽車,52.18,52.86,60.14,40.26,34.340000000000003,69.67,61.91,(13)Sedan vehicle
(14)機車,82.86,80.05,60.28,86.01,87.88,90.86,91.48,(14)Motorcycle,,(14)機車,81.41,86.03,87.23,88.89,81.09,86.71,82.5,(14)Motorcycle,,(14)機車,92.46,87.41,80.459999999999994,81.95,66.05,90.66,91.24,(14)Motorcycle
(15)電磁爐,35.369999999999997,48.33,46.3,37.049999999999997,36.17,21.26,26.06,(15)Electro-magnetic oven,,(15)電磁爐,32.700000000000003,34.1,28.16,25.34,21.78,38.35,19.41,(15)Electro-magnetic oven,,(15)電磁爐,20.74,22.72,27.67,18.68,43.69,42.23,50.99,(15)Electro-magnetic oven
(16)冷暖氣機,91.74,97,95.38,92.59,90.43,90.92,94.08,(16)Air conditioner,,(16)冷暖氣機,92.17,92.87,85.78,90.54,61.33,91.36,78.83,(16)Air conditioner,,(16)冷暖氣機,88.04,75.83,80.13,87.29,88.83,95,91.31,(16)Air conditioner
(17)除濕機,31.65,44.84,53.4,54.88,21.15,11.68,9.43,(17)Dehumidifier,,(17)除濕機,59.86,45.01,40.119999999999997,14.51,16.63,9.14,8.85,(17)Dehumidifier,,(17)除濕機,3.26,10.56,22.35,33.380000000000003,60.56,63.35,23.2,(17)Dehumidifier
(18)洗衣機,98.46,99.64,98.84,98.21,98.71,98.01,98.3,(18)Washing machine,,(18)洗衣機,97.46,97.37,99.38,97.89,96.38,98.71,95.77,(18)Washing machine,,(18)洗衣機,97.39,96.33,98,96.97,98.74,98.33,98.7,(18)Washing machine
(19)烘衣機,14.43,14.04,22.27,28.28,11.31,4.51,2.72,(19)Drier,,(19)烘衣機,28.5,35.840000000000003,37.700000000000003,10.02,10.66,7.77,6.61,(19)Drier,,(19)烘衣機,2.4900000000000002,5.0599999999999996,8.84,5.12,29.03,35.450000000000003,4.84,(19)Drier
(20)空氣清淨機,10.36,11.15,22.43,10.61,10.199999999999999,6.8,8.02,(20)Air-clean machine,,(20)空氣清淨機,6.13,16.07,8.3800000000000008,6.09,2.73,2.58,3.12,(20)Air-clean machine,,(20)空氣清淨機,3.37,4.88,4.88,5.66,6.87,19.62,7.73,(20)Air-clean machine
(21)濾水器,34.51,35.53,39.770000000000003,45.68,42.9,32.31,32.979999999999997,(21)Water filter machine,,(21)濾水器,21.36,51.12,32.659999999999997,19.940000000000001,19.34,23.8,26.74,(21)Water filter machine,,(21)濾水器,17.04,13.98,21.21,2,22.32,58.69,31.27,(21)Water filter machine
(22)吸塵器,41.27,43.89,58.57,49.07,45.29,31.93,35.65,(22)Vacuum cleaner,,(22)吸塵器,37.869999999999997,47.05,44.95,26.28,32.020000000000003,24.73,26.35,(22)Vacuum cleaner,,(22)吸塵器,20.41,28.53,30.58,21.23,37.340000000000003,59.51,48.1,(22)Vacuum cleaner
(23)熱水器,98.93,100,98.4,99.14,99.7,99.03,97.97,(23)Geyser,,(23)熱水器,97.13,99.42,98.91,98.88,98.28,98.63,97.85,(23)Geyser,,(23)熱水器,100,93.55,95.66,96.95,100,99.66,99.35,(23)Geyser
(24)開飲機,47.78,52.52,39.85,54.52,49.22,32.29,37.909999999999997,(24)Hot-warm water fountain,,(24)開飲機,45.65,61.08,69.42,58.02,45.09,57.67,39.79,(24)Hot-warm water fountain,,(24)開飲機,70.819999999999993,55.28,51.14,71.98,37.229999999999997,47.7,34.14,(24)Hot-warm water fountain
(25)微波爐,42.07,47.09,57.4,48.08,45.54,30.7,34.1,(25)Microwave oven,,(25)微波爐,33.659999999999997,49.25,46.41,32.049999999999997,30.13,29.72,27.93,(25)Microwave oven,,(25)微波爐,38.74,22.7,29.49,29.27,36.020000000000003,57.21,32.590000000000003,(25)Microwave oven
(26)報紙,14.62,9.64,18.39,11.34,17.16,20.28,13.66,(26)Newspaper,,(26)報紙,12.66,12.62,18.18,17.7,12.65,12.76,14.28,(26)Newspaper,,(26)報紙,14.81,13.48,13.19,13.81,9.43,21.96,19.05,(26)Newspaper
(27)期刊雜誌,5.77,5.82,9.74,7.22,6.02,6.21,4.43,(27)Magazine,,(27)期刊雜誌,7.48,4.24,1.22,2.9,1.65,2.38,1.88,(27)Magazine,,(27)期刊雜誌,3.37,3.53,3.69,3.03,1.6,13.34,10.94,(27)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households
(1)彩色電視機,157.25,153.53,152.01,156.94999999999999,161.1,155.54,162.29,(1)Color TV,,(1)彩色電視機,176,177.08,184.98,148.68,151.53,150.27000000000001,143.79,(1)Color TV,,(1)彩色電視機,151.58000000000001,147.32,153.47,161.66,159.03,177.81,152.34,(1)Color TV
一般彩色電視機,47.17,31.71,35.380000000000003,41.41,52.94,53.7,54.62,Non-LCD TV,,一般彩色電視機,66.37,38.630000000000003,57.17,58.8,65.97,64.81,55.78,Non-LCD TV,,一般彩色電視機,57.21,60.43,58.29,52.02,43.3,49.87,43.83,Non-LCD TV
液晶、電漿電視,110.08,121.82,116.63,115.54,108.16,101.84,107.67,LCD、PDP TV,,液晶、電漿電視,109.63,138.44999999999999,127.82,89.88,85.56,85.45,88.01,LCD、PDP TV,,液晶、電漿電視,94.37,86.89,95.18,109.64,115.73,127.94,108.51,LCD、PDP TV
(2)數位影音光碟機,29.76,37.950000000000003,52.17,27.91,29.02,16.52,27.47,(2)DVD player,,(2)數位影音光碟機,20.32,36.47,21.62,13.69,20.350000000000001,12.88,19.04,(2)DVD player,,(2)數位影音光碟機,6.36,14.42,18.05,17.27,28.81,55.55,23.88,(2)DVD player
(3)攝影機,6.03,6.53,12.98,6.35,5.24,4.57,4.5999999999999996,(3)Movies camera,,(3)攝影機,4.0199999999999996,6.67,5.55,5.17,2.64,2,2.84,(3)Movies camera,,(3)攝影機,1.9,4.4800000000000004,3.2,2.0499999999999998,1.53,9,4.1900000000000004,(3)Movies camera
(4)音響,28.46,33.99,39.79,36.97,30.83,20.85,21.57,(4)Stereo,,(4)音響,18.27,36.04,22.06,18.14,30.6,21.45,17.399999999999999,(4)Stereo,,(4)音響,11.21,17.2,15.68,22.73,28.83,33.479999999999997,24.21,(4)Stereo
(5)鋼琴(含電子琴),8.73,5.78,16.62,7.6,9.43,7.92,8.8000000000000007,(5)Piano,,(5)鋼琴(含電子琴),8.0399999999999991,14.08,5.67,6.3,1.99,3.61,3.74,(5)Piano,,(5)鋼琴(含電子琴),6.81,7.05,8.2899999999999991,3.54,8.9600000000000009,19.23,10.01,(5)Piano
(6)數位相機,45.69,49.45,71.52,50.52,48.99,35.950000000000003,39.020000000000003,(6)Digital camera,,(6)數位相機,29.84,55.56,34.33,31.27,33.25,31.74,25.27,(6)Digital camera,,(6)數位相機,30.29,36.19,25.76,21.16,36.299999999999997,59.88,46.5,(6)Digital camera
(7)電視遊樂器,7.93,10.01,16.100000000000001,9.5,8.4600000000000009,4.8099999999999996,4.97,(7)Video game,,(7)電視遊樂器,3.19,14.44,4.41,3.43,1,2.58,4.03,(7)Video game,,(7)電視遊樂器,1.28,4.88,2.29,1.5,5.53,13.92,4.83,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),87.3,94.04,99.36,88.87,87.22,82.26,92.38,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),76.91,88.06,92.19,69.8,68.790000000000006,62.12,56.74,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),77.400000000000006,79.34,72.86,81.83,96.83,92.17,84.23,(8)Cable TV(MOD included)
(9)家用電腦,102.66,111.42,129.85,120.72,109.36,94.66,100.9,(9)Personal computer,,(9)家用電腦,80.47,118.59,82.52,80.83,70.69,61.27,58.43,(9)Personal computer,,(9)家用電腦,59.54,52.72,58.38,55.72,94.76,159.15,93.82,(9)Personal computer
(10)電話機,101.04,103.53,114.19,96.4,97.94,99.25,98.64,(10)Telephone,,(10)電話機,95.91,96.09,101.14,100.82,96.97,98.37,99.57,(10)Telephone,,(10)電話機,94.56,93.64,89.45,98.05,99.1,102.26,102.61,(10)Telephone
(11)行動電話,236.88,256.95999999999998,255.91,263.81,239.05,229.43,229.54,(11)Cell phone,,(11)行動電話,232.52,254.95,235.39,222.79,207.65,186.81,180.96,(11)Cell phone,,(11)行動電話,192.18,172.15,190.24,182.51,220.14,252.25,216.01,(11)Cell phone
(12)汽車,69.680000000000007,52.05,53.5,89.64,86.07,75.5,65.11,(12)Sedan vehicle,,(12)汽車,80.16,111.57,102.54,84.65,81.040000000000006,65.959999999999994,60.6,(12)Sedan vehicle,,(12)汽車,60.24,61.02,71.28,49.93,36.869999999999997,88.89,72.23,(12)Sedan vehicle
(13)機車,150.27000000000001,140.69999999999999,89.73,153.63,166.12,178.71,182.74,(13)Motorcycle,,(13)機車,157.24,155.75,161.44,171.01,140.80000000000001,149.16,139.36000000000001,(13)Motorcycle,,(13)機車,169.11,134.94999999999999,125.03,142.79,95,177.7,170.52,(13)Motorcycle
(14)電磁爐,35.909999999999997,48.88,47.45,37.58,36.82,21.53,26.24,(14)Electro-magnetic oven,,(14)電磁爐,33.25,34.39,28.76,25.7,22.11,38.869999999999997,20.03,(14)Electro-magnetic oven,,(14)電磁爐,20.95,22.72,28.52,18.68,44.31,43.21,51.31,(14)Electro-magnetic oven
(15)冷暖氣機,226.74,240.82,248.93,240.8,213.05,216.96,238,(15)Air conditioner,,(15)冷暖氣機,241.38,250.96,232.47,206.85,136.65,212.48,169.83,(15)Air conditioner,,(15)冷暖氣機,200.7,162.59,176.05,185.99,192.55,277.79000000000002,226.79,(15)Air conditioner
(16)除濕機,38.78,52.99,66.3,68.91,23.96,13.74,10.47,(16)Dehumidifier,,(16)除濕機,88.36,64.17,49.64,15.39,18.98,10.42,10.1,(16)Dehumidifier,,(16)除濕機,3.66,14.13,27.19,38.01,79.06,86.67,23.53,(16)Dehumidifier
(17)洗衣機,100.84,100.52,100.59,101.15,100.98,102.45,101.84,(17)Washing machine,,(17)洗衣機,101.51,99.98,101.94,100.44,96.7,101.6,98.56,(17)Washing machine,,(17)洗衣機,98.25,98.08,101.15,99.52,100.72,102.33,100.96,(17)Washing machine
