appleL0289年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2000"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分,,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household,,,
(1)從私人,46162,60078,74879,44721,31774,29584,44971,46644,44943,45416,(1)From individuals
(2)從政府,32519,35043,38289,29468,24040,29612,43732,53652,57193,61660,(2)From government
(3)社會保險受益,68184,29456,58766,65499,66225,78828,99107,124679,126857,167530,(3)Benefit of social insurance
(4)從企業,986,192,266,660,1130,882,5214,455,134,243,(4)From enterprises
(5)從國外,721,1949,855,1116,252,189,63,0,0,7322,(5)From abroad
6.雜項收入,195,122,204,193,169,220,277,263,366,198,6.Miscellaneous receipts
二、非消費支出,200033,81859,129031,207646,250137,238077,229042,247943,263310,345392,B.Nonconsumption expenditures
1.利息支出,42411,20098,26061,46487,56824,51338,39890,34934,41078,29671,1.Interest
2.經常移轉支出,157622,61761,102970,161159,193313,186738,189151,213009,222232,315720,2.Current transfer expenditures
(1)對私人,51472,28764,41165,55180,61022,55241,53647,59045,53738,78139,(1)To private
(2)對政府,33102,11814,21192,35375,43590,37820,35080,39871,39423,56527,(2)To government
(3)社會保險,69106,18456,34619,63357,85729,91134,99365,112985,128178,180192,(3)Social insurance
(4)對國外,3941,2726,5994,7247,2972,2542,1060,1108,893,861,(4)To abroad
,,,,,,,,,,,
89年家庭收支調查報告,,,,,,,,,,,"The Survey of Family Income and Expenditure, 2000"
,,,,,,,,,,,
第1表 平均每戶家庭收支按戶內人數分(續),,,,,,Table 1. Average Family Income and Expenditure per,,,,,
,,,,,,,,Household by Size of Household (Cont.),,,
民 國 89 年,,,,,單位：元,2 0 0 0 Unit:NT$,,,,,
,總 平 均,1人,2人,3人,4人,5人,6人,7人,8人,9人及以上,
,General average,1 person,2 persons,3 persons,4 persons,5 persons,6 persons,7 persons,8 persons,9 or more persons,
,,,,,,,,,,,
三、消費支出,662722,288459,449259,630600,775714,817198,871957,922273,1039153,1248325,C.Consumption expenditures
1.食品費,149319,52018,90393,135905,171702,194645,219909,240381,272489,355320,1.Food
2.飲料費,6021,2780,3771,5374,7002,7495,8740,9073,9496,14564,2.Beverage
3.菸草,5079,2602,3467,4797,5330,6126,7172,9385,10288,11622,3.Tobacco
4.衣著、鞋、襪類,25399,9364,15297,24051,30528,31423,35891,36788,44096,56245,4.Clothing and footwear
5.房地租及水費,148204,96429,124400,150478,166688,166339,163656,155950,163965,192821,5.Rent and water charges
6.燃料及燈光,18486,8709,13400,17407,20595,22757,25039,26601,28859,35876,6.Fuel and light
7.家具及家庭設備,12401,5329,9209,12552,15172,13818,14556,14776,17935,23471,7.Furniture and family facilities
8.家事管理,13859,6487,9055,16104,17552,16483,12968,11038,15699,15852,8.Household operations
9.保健及醫療,73464,34269,65444,67987,71197,84112,105574,134954,143944,171809,9.Health care and medical
10.運輸交通及通訊,75370,26544,42375,76556,94421,91282,96905,108160,133824,136734,10.Transport and communications
(1)交通及通訊工具之購置,11811,4416,6874,13521,15430,10818,13602,20666,33242,11434,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,33152,9439,16944,33520,41964,42065,44350,46790,56395,71333,(2)Operation of transport equipment
(3)乘交通設備之費用,9260,4884,6246,8346,11261,11650,11348,12102,11237,13178,(3)Purchased transportation
(4)其他通訊費,16037,6463,9463,15965,19556,20266,20790,20637,23994,28888,(4)Other communications
(5)汽機車保險費支出,5110,1342,2848,5205,6210,6483,6815,7966,8956,11902,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,89509,25598,40325,73351,121789,129001,122183,116715,131090,143852,"11.Recreation ,education and culture"
(1)旅遊費用,23570,12916,20660,23851,28814,24944,21934,22778,30028,34927,(1)Traveling
(2)娛樂消遣服務,9489,5561,6802,9991,11331,10715,10943,9769,11153,12524,(2)Recreation service
(3)書報雜誌文具,5421,1946,3122,5098,7129,7034,6621,6455,6746,7959,(3)Books and stationery
(4)娛樂器材及附屬品,8181,3745,5068,8450,10598,9475,9747,8792,10165,10243,(4)Recreation facilities
(5)教育與研究費,42848,1430,4673,25959,63917,76833,72938,68922,72998,78199,(5)Education and research
12.什項消費,45611,18331,32123,46037,53738,53718,59363,58452,67468,90159,12.Miscellaneous
可支配所得,891445,386138,623851,879210,1037723,1057893,1159451,1219150,1393653,1794778,Disposable income
消費支出,662722,288459,449259,630600,775714,817198,871957,922273,1039153,1248325,Consumption expenditures
儲蓄,228723,97679,174592,248610,262008,240694,287494,296878,354500,546453,Saving
所得總額,1139336,497598,793753,1135636,1341360,1349235,1442607,1520611,1708269,2204136,Current receipts
