L0987年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1998",,87年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1998",,87年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1998"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 87 年,,,,,1 9 9 8,,,,,民 國 87 年,,,,,1 9 9 8,,,,,,民 國 87 年,,,,,,1 9 9 8,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(3)無停車位,54.31,71.53,71.19,63.58,40.43,53.41,33.9,(3)None,,(3)無停車位,45.11,48.92,46.27,48.28,35.619999999999997,33.67,34.1,50.74,(3)None,,(3)無停車位,21.39,25.87,46.44,43.75,63.76,47.89,63.15,49.81,59.17,(3)None
6.每戶建坪平均數(坪),39.79,30.69,38.19,31.17,41.06,46.02,51.38,6.Space per household average (pin),,6.每戶建坪平均數(坪),47.32,49.4,48.64,46.69,40.869999999999997,41.17,46.16,44.82,6.Space per household average (pin),,6.每戶建坪平均數(坪),46.41,33.270000000000003,36.130000000000003,32.229999999999997,28.78,45.29,43.97,41.49,38.54,6.Space per household average (pin)
7.每戶建坪中位數(坪),34,30,33,30,36,40,48,7.Space per household median (pin),,7.每戶建坪中位數(坪),46,48,44,45,35,36,41,40,7.Space per household median (pin),,7.每戶建坪中位數(坪),45,30,32,32,28,38,38,36,33,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.17,99.28,99.59,99.25,99.46,99.14,98.87,(1)Color TV,,(1)彩色電視機,99.32,99.34,99.45,99.4,99.76,97.08,98.66,98.66,(1)Color TV,,(1)彩色電視機,99.57,97.63,97.98,98.34,99.68,98.99,99.83,98.97,98.77,(1)Color TV
(2)碟影機,6.36,13.2,4.33,7.83,5.85,6.41,8.01,(2)Laser-disk player,,(2)碟影機,2.95,7.55,3.83,2.97,2.64,2.0299999999999998,1.61,3.19,(2)Laser-disk player,,(2)碟影機,0.88,1.98,4.88,0.88,8.82,9.36,8.58,6.18,3.34,(2)Laser-disk player
(3)攝影機,7.97,19.48,6.23,8.51,5.07,6.52,10.11,(3)Movies camera,,(3)攝影機,2.69,5.87,6.9,3.38,3.12,3.4,3.39,2.58,(3)Movies camera,,(3)攝影機,3.23,7.03,5.71,8.44,3.92,9.3800000000000008,10.89,8.1199999999999992,5.65,(3)Movies camera
(4)音響,48.18,62.24,46.32,53.41,39.92,50.79,56.4,(4)Stereo,,(4)音響,36.04,51.02,45.4,41.46,36.44,30.74,43.41,32.83,(4)Stereo,,(4)音響,41.78,30.58,34.32,31.06,37.18,52.66,54.28,50.62,48.46,(4)Stereo
(5)鋼琴(含電子琴),11.59,22.98,14.91,8.1,7.86,10.46,11.55,(5)Piano,,(5)鋼琴(含電子琴),4.4800000000000004,12.13,8.6300000000000008,9.06,5.28,4.12,4.54,6.84,(5)Piano,,(5)鋼琴(含電子琴),10.02,8.2200000000000006,8.92,6.78,5.73,18.09,17.350000000000001,13.34,15.29,(5)Piano
(6)電視遊樂器,14.51,21.51,13.57,18.239999999999998,8.41,19.46,20.47,(6)Video game,,(6)電視遊樂器,8.2799999999999994,14.83,11.6,6.93,9.91,7.41,7.74,7.63,(6)Video game,,(6)電視遊樂器,10.44,8.1999999999999993,11.07,10.17,12.44,19.739999999999998,14.21,10.6,12.53,(6)Video game
(7)錄放影機,55.22,71.400000000000006,57.48,60.05,44.74,59.64,62.05,(7)Video tape recorder,,(7)錄放影機,47.08,57.91,47.67,43.65,41.6,30.31,41.07,41.86,(7)Video tape recorder,,(7)錄放影機,56.12,44.53,50.36,53.56,40.97,60.45,59.51,62.41,48.58,(7)Video tape recorder
(8)有線電視頻道設備,68.09,81.3,91.05,73.989999999999995,49.14,67.239999999999995,59.04,(8)Cable TV,,(8)有線電視頻道設備,65.55,60.71,55.97,61.18,48.04,36.64,45.38,67.67,(8)Cable TV,,(8)有線電視頻道設備,42.08,46.06,41.69,57.09,77.349999999999994,89.44,82.24,80.61,75.3,(8)Cable TV
(9)家用電腦,32.31,54.14,31.99,37.56,26.24,35.42,38.18,(9)Personal computer,,(9)家用電腦,22.74,28.43,24.34,19.73,17.23,12.18,15.58,22.87,(9)Personal computer,,(9)家用電腦,18.649999999999999,14.07,21.73,12.94,30.51,37.72,40.15,33.26,30.04,(9)Personal computer
(10)電話機,97.63,98.44,97.98,97.8,97.62,97.84,95.9,(10)Telephone,,(10)電話機,99.37,99.24,96.26,98,98.66,92.74,96.78,95.64,(10)Telephone,,(10)電話機,95.82,94.94,92.81,91.16,99.36,98.31,99.84,97.95,99.61,(10)Telephone
(11)答錄機,6,16.77,6.99,5.96,2,6.12,4.57,(11)Answering machine,,(11)答錄機,1,2.0099999999999998,3.39,1.77,1.3,1.07,0.96,2.0299999999999998,(11)Answering machine,,(11)答錄機,0.78,1.97,2.2599999999999998,1.72,4.49,10.77,11.74,2.71,3.34,(11)Answering machine
(12)傳真機,8.66,23.43,7.37,7.54,3.51,8.52,5.75,(12)Fax machine,,(12)傳真機,2.67,4.42,9.42,3.19,1.1000000000000001,3.45,2.66,2.29,(12)Fax machine,,(12)傳真機,2.77,3.14,5.43,1.71,4.82,10.44,17.11,6.48,7.45,(12)Fax machine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
87年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 1998",,87年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 1998",,87年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 1998"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 87 年,,,,,1 9 9 8,,,,,民 國 87 年,,,,,1 9 9 8,,,,,,民 國 87 年,,,,,,1 9 9 8,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(13)數據機,8.2200000000000006,20.170000000000002,7.19,9.17,7.04,4.6500000000000004,6.61,(13)Modem,,(13)數據機,3.01,7.1,5.98,3.78,3.31,1.42,2.82,4.05,(13)Modem,,(13)數據機,5.45,1.96,4,1.74,3.55,11.43,11.68,7.91,6.71,(13)Modem
(14)汽車,54.52,52.33,53.25,49.63,51.52,66.459999999999994,68.400000000000006,(14)Sedan vehicle,,(14)汽車,60.05,64.11,62.88,60.71,47.28,42.54,49.09,50.92,(14)Sedan vehicle,,(14)汽車,50.32,44.14,51.75,25.46,42.59,60.35,66.38,53.1,53.69,(14)Sedan vehicle
(15)機車,80,58.75,88.81,76.290000000000006,86.39,80.75,79.47,(15)Motor bicycle,,(15)機車,79.989999999999995,86.63,91.97,85.34,87.2,75.599999999999994,86.37,85.44,(15)Motor bicycle,,(15)機車,92.1,84.76,75.72,75.010000000000005,66.67,82.04,82.67,92.33,91.63,(15)Motor bicycle
(16)電磁爐,40.020000000000003,57.34,36.07,52.9,31.86,43.38,40.39,(16)Electro-magnetic oven,,(16)電磁爐,23.83,37.979999999999997,35.1,28.05,27.97,20.23,23.41,21.92,(16)Electro-magnetic oven,,(16)電磁爐,20.04,22.36,30.38,17.72,46.42,42.14,53.24,44.51,33.21,(16)Electro-magnetic oven
(17)冷暖氣機,76.2,88.98,86.7,86.6,72.819999999999993,73.63,70.739999999999995,(17)Air conditioner,,(17)冷暖氣機,62.93,64.36,71.31,42.05,61.56,50.76,67.87,73.09,(17)Air conditioner,,(17)冷暖氣機,73.91,50.06,57.96,58.44,74.69,82.94,79.569999999999993,78.12,82.84,(17)Air conditioner
(18)除濕機,21.86,46.7,5.08,31.48,33.68,42.44,36.96,(18)Dehumidifier,,(18)除濕機,16.21,13.28,8.0299999999999994,8.9,2.87,4.18,2.2799999999999998,2.74,(18)Dehumidifier,,(18)除濕機,2.06,5.47,16.329999999999998,7.77,52.09,46.25,14.83,7.53,7.25,(18)Dehumidifier
(19)洗衣機,93.86,96.16,93.83,96.83,93.02,93.94,87.87,(19)Washing machine,,(19)洗衣機,89.13,93.86,92.15,91.41,94.2,84.54,92.98,90.38,(19)Washing machine,,(19)洗衣機,96.62,86.2,87.77,95.59,95.81,90.18,95.1,94.07,95.01,(19)Washing machine
(20)烘衣機,19.600000000000001,33.770000000000003,4,24.86,37,41.5,35.89,(20)Drier,,(20)烘衣機,26.59,16.68,12.23,15.27,3.38,6.61,3.86,3.92,(20)Drier,,(20)烘衣機,2.73,5.76,18.59,0.88,45.22,41.64,13.09,7.91,6.32,(20)Drier
(21)洗碗機,3.98,8.84,4.2300000000000004,2.83,1.95,3.85,3.5,(21)Dishwasher,,(21)洗碗機,4.66,2.44,5.93,1.21,2.97,3.62,4.22,1.78,(21)Dishwasher,,(21)洗碗機,2.15,2.2999999999999998,2.2999999999999998,3.45,0.66,0.33,5.3,4.1100000000000003,2.36,(21)Dishwasher
(22)排油煙機,92.15,93.59,92.66,95.23,88.7,93.77,91.66,(22)Exhaust fan,,(22)排油煙機,87.11,93.74,90.58,87.44,92.21,80.7,89.31,93.21,(22)Exhaust fan,,(22)排油煙機,96.71,77.37,77.73,81.66,88.51,90.31,95.06,92.33,92.1,(22)Exhaust fan
(23)吸塵器,40.67,59.3,36.770000000000003,42.68,37.86,49.67,52.9,(23)Vacuum cleaner,,(23)吸塵器,36.57,40.130000000000003,30.81,33.69,18.64,20.100000000000001,21.98,28.33,(23)Vacuum cleaner,,(23)吸塵器,32.700000000000003,22.57,36.31,14.55,39.57,57.2,54.21,39.28,40.200000000000003,(23)Vacuum cleaner
(24)熱水器,92.32,96.04,92.81,95.64,92.12,94.99,89.88,(24)Geyser,,(24)熱水器,92.98,95.24,86.63,91.69,94.81,83.3,82.52,83.87,(24)Geyser,,(24)熱水器,91.61,78.41,83.37,90.51,94.63,95.62,95.89,94.47,92.54,(24)Geyser
(25)開飲機,50.84,43.92,47.76,54.51,51.94,62.3,55.18,(25)Hot-warm water fountain,,(25)開飲機,52.75,60.62,47.25,51.05,55.64,38.880000000000003,43.02,44.41,(25)Hot-warm water fountain,,(25)開飲機,69.849999999999994,47.67,48.68,66.180000000000007,50.62,51.2,53.07,39,33.26,(25)Hot-warm water fountain
(26)微波爐(含烤箱),41.75,66.17,44.1,46.15,28.05,43.7,40.799999999999997,(26)Microwave oven,,(26)微波爐(含烤箱),22.7,37.04,31.65,34.479999999999997,23.2,21.74,18.38,31.53,(26)Microwave oven,,(26)微波爐(含烤箱),30.46,16.79,30.02,16.98,41.17,55.7,59.63,35.42,44.12,(26)Microwave oven
(27)報紙,49.41,59.38,54.58,49.7,43.36,53.11,46.2,(27)Newspaper,,(27)報紙,43.21,52.69,46.43,43.7,41.37,28.92,37.96,43.2,(27)Newspaper,,(27)報紙,51.46,33.479999999999997,37.65,31.84,29.49,50.06,56.46,55.53,58.58,(27)Newspaper
(28)期刊雜誌,13.31,22.86,15.76,13.74,12.25,10.86,6.57,(28)Magazine,,(28)期刊雜誌,17.71,13.39,8.4,7.03,5.63,4.26,9.58,9.43,(28)Magazine,,(28)期刊雜誌,8.24,4.67,13.19,4.29,9.49,16.72,14.72,22.2,15.08,(28)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,139.63999999999999,149.34,138.83000000000001,134.84,153,151.13,156.80000000000001,(1)Color TV,,(1)彩色電視機,135.21,142.66999999999999,131.49,136.08000000000001,126.26,118.07,127.81,138.38,(1)Color TV,,(1)彩色電視機,131.49,122.67,138.47999999999999,120.36,146.66999999999999,162.29,149.08000000000001,130.03,136.56,(1)Color TV
(2)碟影機,6.61,13.8,4.5,8.02,6.15,6.65,8.3000000000000007,(2)Laser-disk player,,(2)碟影機,2.95,8.3800000000000008,4.1900000000000004,2.97,2.64,2.0299999999999998,1.61,3.34,(2)Laser-disk player,,(2)碟影機,0.88,1.98,5.45,0.88,8.82,9.67,8.58,6.18,3.34,(2)Laser-disk player
(3)攝影機,8.33,21.39,6.32,8.51,5.35,6.52,10.11,(3)Movies camera,,(3)攝影機,2.69,5.87,7.25,3.38,3.12,4.09,3.56,2.58,(3)Movies camera,,(3)攝影機,3.23,7.42,6,9.3000000000000007,3.92,9.7100000000000009,11.06,8.1199999999999992,6.23,(3)Movies camera
(4)音響,52.79,74.150000000000006,50.4,56.86,44.98,54.38,60.15,(4)Stereo,,(4)音響,36.81,56.53,49.53,42.49,37.89,31.44,45.76,34.42,(4)Stereo,,(4)音響,44.6,31.36,38.03,32.78,38.75,64.33,59.78,56.99,51.22,(4)Stereo
(5)鋼琴(含電子琴),11.88,23.5,15.57,8.43,8.44,10.58,11.55,(5)Piano,,(5)鋼琴(含電子琴),4.4800000000000004,12.41,8.98,9.25,5.28,4.12,4.54,6.98,(5)Piano,,(5)鋼琴(含電子琴),10.02,8.2200000000000006,8.92,6.78,5.73,18.43,17.8,13.68,15.87,(5)Piano
(6)電視遊樂器,15.35,23.71,14.48,19.38,8.41,20.78,21.03,(6)Video game,,(6)電視遊樂器,8.2799999999999994,15.24,12.12,7.12,10.65,7.79,7.74,7.78,(6)Video game,,(6)電視遊樂器,10.44,8.9700000000000006,11.07,11.9,12.44,20.73,14.55,10.6,13.33,(6)Video game
(7)錄放影機,58.05,77.69,59.63,62.6,48.86,62.89,66.180000000000007,(7)Video tape recorder,,(7)錄放影機,48.16,60.9,49.13,45.64,41.81,31.09,42.9,43.42,(7)Video tape recorder,,(7)錄放影機,57.4,46.11,53.53,53.56,43.17,65.900000000000006,62.43,64.150000000000006,50.34,(7)Video tape recorder
(8)有線電視頻道設備,68.28,81.75,91.21,74.12,49.14,67.239999999999995,59.04,(8)Cable TV,,(8)有線電視頻道設備,65.89,60.84,56.52,61.38,48.72,37.01,45.38,67.959999999999994,(8)Cable TV,,(8)有線電視頻道設備,42.08,46.06,41.69,57.09,77.349999999999994,89.44,82.24,80.61,75.3,(8)Cable TV
(9)家用電腦,34.93,61.45,34.159999999999997,39.770000000000003,27.99,38.42,42.23,(9)Personal computer,,(9)家用電腦,23.99,29.91,26.33,21.13,18.309999999999999,12.18,16.399999999999999,24.63,(9)Personal computer,,(9)家用電腦,18.649999999999999,14.07,22.85,13.8,31.48,42.7,42.93,35.58,32.14,(9)Personal computer
(10)電話機,126.76,163.34,136.68,131.94999999999999,133.13,120.92,136.18,(10)Telephone,,(10)電話機,109.55,132.57,110.43,110.6,106.21,101.58,100.32,106.33,(10)Telephone,,(10)電話機,99.75,109.31,119.47,114.19,135.84,148.88,120.8,114.41,117.57,(10)Telephone
(11)答錄機,6.09,17.239999999999998,7.16,6.03,2,6.12,4.83,(11)Answering machine,,(11)答錄機,1,2.0099999999999998,3.39,1.77,1.3,1.07,0.96,2.0299999999999998,(11)Answering machine,,(11)答錄機,0.78,1.97,2.2599999999999998,1.72,4.49,10.77,11.74,2.71,3.34,(11)Answering machine
(12)傳真機,8.7100000000000009,23.67,7.37,7.61,3.51,8.52,5.75,(12)Fax machine,,(12)傳真機,2.67,4.42,9.42,3.19,1.1000000000000001,3.45,2.66,2.29,(12)Fax machine,,(12)傳真機,2.77,3.14,5.43,1.71,4.82,10.44,17.11,6.81,7.45,(12)Fax machine
(13)數據機,8.4700000000000006,21.17,7.36,9.3699999999999992,7.04,4.6500000000000004,7.47,(13)Modem,,(13)數據機,3.01,7.1,6.16,3.78,3.31,1.42,3.16,4.05,(13)Modem,,(13)數據機,5.45,1.96,4,1.74,3.55,11.74,12.02,8.25,6.71,(13)Modem
(14)汽車,62.15,57.12,58.99,53.7,59.96,76.349999999999994,89.39,(14)Sedan vehicle,,(14)汽車,70.39,75.59,75.12,71.92,54.4,53.09,56.16,56.6,(14)Sedan vehicle,,(14)汽車,55.29,47.68,62.61,27.2,43.89,73.11,83.34,60.08,60.03,(14)Sedan vehicle
