L09109年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2020",,109年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2020",,109年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2020"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 109 年,,,,,2 0 2 0,,,,,民 國 109 年,,,,,2 0 2 0,,,,,民 國 109 年,,,,,2 0 2 0,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
(1)自有(戶內經常居住成員所擁有),84.68,84.07,83.8,84.32,80.680000000000007,87.3,84.04,(1)Self-owned (by usually livingmember of this household),,(1)自有(戶內經常居住成員所擁有),83.19,88.23,90.4,87.93,89.39,87.43,91.39,(1)Self-owned (by usually livingmember of this household),,(1)自有(戶內經常居住成員所擁有),85.57,84.98,77.459999999999994,84.09,87.16,83.7,84.05,(1)Self-owned (by usually livingmember of this household)
(2)不住在一起的配偶、父母或子女所擁有,4.9000000000000004,5.26,3.94,5.0599999999999996,6.89,3.39,5.03,"(2)Owned by spouse, parentsor children not living together",,(2)不住在一起的配偶、父母或子女所擁有,9.67,4.28,2.84,4.1900000000000004,2.68,6.46,2.98,"(2)Owned by spouse, parentsor children not living together",,(2)不住在一起的配偶、父母或子女所擁有,2.73,3.19,8.35,5.97,3.18,5.99,4.22,"(2)Owned by spouse, parentsor children not living together"
(3)租押,7.63,9.2899999999999991,9.85,8.81,8.5500000000000007,5.86,7.44,(3)Rented,,(3)租押,4.8499999999999996,5.2,4.57,5.8,4.04,3.14,3.28,(3)Rented,,(3)租押,5.61,5.75,8.58,5.52,7.4,7.32,9.48,(3)Rented
(4)其他(含配住及借用),2.79,1.37,2.41,1.81,3.88,3.45,3.49,(4)Allotted and others,,(4)其他(含配住及借用),2.2799999999999998,2.2999999999999998,2.19,2.08,3.89,2.96,2.36,(4)Allotted and others,,(4)其他(含配住及借用),6.09,6.09,5.61,4.43,2.25,2.99,2.25,(4)Allotted and others
2.住宅用途,,,,,,,,2.By usage of dwelling,,2.住宅用途,,,,,,,,2.By usage of dwelling,,2.住宅用途,,,,,,,,2.By usage of dwelling
(1)專用,96.95,97.2,99.05,96.94,98,97.56,97.32,(1)Independent,,(1)專用,96.5,93.36,98.07,96.91,89.19,90.03,96.08,(1)Independent,,(1)專用,95.05,93.2,97.72,93.92,99.68,96.31,96.44,(1)Independent
(2)併用,3.05,2.8,0.95,3.06,2,2.44,2.68,(2)Connected,,(2)併用,3.5,6.64,1.93,3.09,10.81,9.9700000000000006,3.92,(2)Connected,,(2)併用,4.95,6.8,2.2799999999999998,6.08,0.32,3.69,3.56,(2)Connected
3.建築式樣,,,,,,,,3.By style of building,,3.建築式樣,,,,,,,,3.By style of building,,3.建築式樣,,,,,,,,3.By style of building
(1)平房,8.52,2.99,1.74,4.74,5.41,10.87,6.3,(1)One story,,(1)平房,14.24,6.69,14.34,18.03,21.89,25.92,29.78,(1)One story,,(1)平房,22.49,35.53,28.17,15.51,4.49,1.34,6.78,(1)One story
(2)二～三層樓,36.869999999999997,13.03,7.6,34.03,47.83,51.16,35.299999999999997,(2)Two or three stories,,(2)二～三層樓,65.900000000000006,55.18,68.010000000000005,60.79,61.58,63.98,60.17,(2)Two or three stories,,(2)二～三層樓,66.86,56.25,60.7,70.89,16.989999999999998,35.64,50.65,(2)Two or three stories
(3)四～五層樓,30.64,45.7,56.25,26.72,23.54,25.33,31.4,(3)Four or five stories,,(3)四～五層樓,11.78,21.68,11.52,16.309999999999999,13.25,9.32,8.82,(3)Four or five stories,,(3)四～五層樓,7.74,6.42,9.98,9.1,40.89,28.46,27.12,(3)Four or five stories
(4)六層樓以上,23.97,38.29,34.409999999999997,34.51,23.22,12.64,27,"(4)Apartment, six stories or over",,(4)六層樓以上,8.08,16.45,6.12,4.88,3.28,0.78,1.23,"(4)Apartment, six stories or over",,(4)六層樓以上,2.92,1.8,1.1499999999999999,4.49,37.630000000000003,34.56,15.45,"(4)Apartment, six stories or over"
4.具有自來水設備,97.11,99.94,100,97.44,99.4,99.81,98.69,4.Piped water equipment,,4.具有自來水設備,95.56,83.03,88.87,95.89,95.45,100,98.65,4.Piped water equipment,,4.具有自來水設備,63.53,97.12,91.28,100,99.05,100,100,4.Piped water equipment
5.有車家庭停車位情形,,,,,,,,5.Parking lot,,5.有車家庭停車位情形,,,,,,,,5.Parking lot,,5.有車家庭停車位情形,,,,,,,,5.Parking lot
(1)自有停車位,50.6,37.840000000000003,30.06,56.86,48.08,62.39,46.14,(1)Self-owned,,(1)自有停車位,59.69,65.25,69.02,62.38,62.19,50.61,61.91,(1)Self-owned,,(1)自有停車位,78.22,49.15,52.04,51.33,44.16,58.55,31.65,(1)Self-owned
(2)租借停車位,15.25,26.69,35.380000000000003,15.01,10.54,5.43,16.45,(2)Rented,,(2)租借停車位,11.45,7.2,3.47,4.53,7.02,7.5,5,(2)Rented,,(2)租借停車位,7.21,3.45,9.75,2.92,18.28,16.829999999999998,9.1300000000000008,(2)Rented
(3)無停車位,34.159999999999997,35.46,34.56,28.14,41.38,32.18,37.409999999999997,(3)None,,(3)無停車位,28.86,27.56,27.51,33.090000000000003,30.79,41.89,33.1,(3)None,,(3)無停車位,14.57,47.4,38.21,45.75,37.56,24.62,59.22,(3)None
6.每戶建坪平均數(坪),44.92,32.340000000000003,31.71,49.72,50.95,50.46,47.81,6.Space per household average (pin),,6.每戶建坪平均數(坪),50.26,62.79,60.72,52.84,58.37,49.56,47.74,6.Space per household average (pin),,6.每戶建坪平均數(坪),51.44,48.9,44.83,46.67,34.130000000000003,48.75,54.59,6.Space per household average (pin)
7.每戶建坪中位數(坪),38,30,30,44,48,48,40,7.Space per household median (pin),,7.每戶建坪中位數(坪),48,60,58,50,60,48,45,7.Space per household median (pin),,7.每戶建坪中位數(坪),50,44,42,45,30,40,46,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,98.78,99.45,98.65,98.46,98.77,98.2,98.61,(1)Color TV,,(1)彩色電視機,97.77,99.15,99.68,99.66,97.88,99.77,97.94,(1)Color TV,,(1)彩色電視機,98.56,96.45,97.7,98.49,99.34,98.67,98.38,(1)Color TV
一般彩色電視機,5.12,1.77,3.97,6.03,5.7,5.6,6.7,Non-LCD TV,,一般彩色電視機,2.97,6.19,2.7,8.0500000000000007,8.67,9.34,6.49,Non-LCD TV,,一般彩色電視機,5.26,5.72,9.17,4.16,2.89,7.62,5.51,Non-LCD TV
液晶、電漿電視,96.19,99.08,96.74,95.38,95.94,95.94,95.35,LCD、PDP TV,,液晶、電漿電視,96.29,94.97,97.98,95.48,94.2,92.64,93.58,LCD、PDP TV,,液晶、電漿電視,95.91,91.74,92.21,96.95,97.08,94.57,93.84,LCD、PDP TV
(2)數位影音光碟機,11.16,14.67,15.52,14.22,12.95,7.62,8.6,(2)DVD player,,(2)數位影音光碟機,7.2,16.22,9.81,5.31,3.87,3.94,4.43,(2)DVD player,,(2)數位影音光碟機,5.69,1.5,3.18,0.49,12.59,21.44,3.14,(2)DVD player
(3)攝影機,3.34,3.64,5.76,3.39,3.5,1.87,1.97,(3)Movies camera,,(3)攝影機,3.78,5.19,2.52,3.06,1.88,2.5499999999999998,1.31,(3)Movies camera,,(3)攝影機,3.07,2.2000000000000002,2.0099999999999998,1.99,2.95,6.34,2.4900000000000002,(3)Movies camera
(4)音響,19.2,25.43,25.99,23.77,20.78,12.65,12.08,(4)Stereo,,(4)音響,12.77,26.32,15.08,16.559999999999999,17.93,10.32,12.22,(4)Stereo,,(4)音響,9.7899999999999991,5.83,8.84,7.99,20.54,25.41,14.34,(4)Stereo
(5)鋼琴(含電子琴),6.68,4.04,11.57,7.13,8.0299999999999994,6.39,6.21,(5)Piano,,(5)鋼琴(含電子琴),6.31,11.55,5.04,3.47,6.52,3.44,3.73,(5)Piano,,(5)鋼琴(含電子琴),5.59,4.29,4.04,1.98,6.78,15.19,3.24,(5)Piano
(6)數位相機,12.69,17.29,15.86,15.02,15.24,10.86,8.18,(6)Digital camera,,(6)數位相機,8.0399999999999991,16.46,9.2799999999999994,10.89,7.09,4.0199999999999996,5.18,(6)Digital camera,,(6)數位相機,5.22,8.98,6.07,5,9.35,18.84,14.37,(6)Digital camera
(7)電視遊樂器,8.7100000000000009,11.76,14.95,9.39,9.14,6.82,6.07,(7)Video game,,(7)電視遊樂器,5.17,16.18,3.83,3.5,3.53,2.84,2.78,(7)Video game,,(7)電視遊樂器,4.1100000000000003,2.12,2.0699999999999998,2.97,7.76,13.62,4.8499999999999996,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),85.22,92.38,95,84.78,81.03,81.489999999999995,86.53,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),80.42,86.77,82.07,76.97,79.209999999999994,69.900000000000006,61.7,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),80.45,75.28,77.069999999999993,89.57,89.04,88.02,79.63,(8)Cable TV(MOD included)
(9)家用電腦,65.98,75.64,81.84,71.55,71.31,58.35,60.55,(9)Personal computer,,(9)家用電腦,56.24,73.87,58.62,52.51,54.58,43.15,38.36,(9)Personal computer,,(9)家用電腦,53.1,39.14,42.69,43.09,56.05,69.989999999999995,60.5,(9)Personal computer
(10)電話機,85.86,89.18,90.65,77.069999999999993,84.44,86.39,83.99,(10)Telephone,,(10)電話機,88.5,83.67,90.1,90.53,88.72,88.12,88.21,(10)Telephone,,(10)電話機,82.65,65.81,75.92,90.06,87.77,81.7,86.35,(10)Telephone
(11)行動電話,96.2,98.13,98.7,97.51,96.65,94.44,96.06,(11)Cell phone,,(11)行動電話,96.74,96.28,92.69,93.55,95.23,88.77,88.07,(11)Cell phone,,(11)行動電話,94.86,93.59,96.36,94.57,95.79,95.62,96.71,(11)Cell phone
(12)連網(使用電腦或其他設備),91.31,94.49,96.06,95.17,94.4,86.74,93.38,(12)Internet facility,,(12)連網(使用電腦或其他設備),87.84,90.75,87.86,83.42,83.31,77.790000000000006,76.34,(12)Internet facility,,(12)連網(使用電腦或其他設備),83.85,83.51,89.7,83.3,86.75,94.94,90.61,(12)Internet facility
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
109年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2020",,109年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2020",,109年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2020"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 109 年,,,,,2 0 2 0,,,,,民 國 109 年,,,,,2 0 2 0,,,,,民 國 109 年,,,,,2 0 2 0,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(13)汽車,60.26,48.14,49.54,73.25,70.53,64.78,57.92,(13)Sedan vehicle,,(13)汽車,67.62,82.42,71.349999999999994,65.13,71.709999999999994,62.98,60.02,(13)Sedan vehicle,,(13)汽車,61.45,53.05,61.28,51.13,33.99,63.74,65.98,(13)Sedan vehicle
(14)機車,83.26,79.819999999999993,61.34,85.67,89.01,90.36,91.51,(14)Motorcycle,,(14)機車,88.17,84.86,81.66,90.26,86.24,84.39,80.3,(14)Motorcycle,,(14)機車,93.9,86,84.36,93.25,66.849999999999994,88.07,91.85,(14)Motorcycle
(15)電磁爐,32.22,44.01,36.92,36.01,32.770000000000003,22.64,23.35,(15)Electro-magnetic oven,,(15)電磁爐,32.979999999999997,27.15,24.98,24.77,29.14,33.75,21.88,(15)Electro-magnetic oven,,(15)電磁爐,20.309999999999999,29.38,18.82,17.48,41.29,33.18,40.700000000000003,(15)Electro-magnetic oven
(16)冷暖氣機,95.99,99.62,99.4,97.2,93.32,96.29,96.61,(16)Air conditioner,,(16)冷暖氣機,93.63,94.68,97.13,95.98,72.75,94.17,88.9,(16)Air conditioner,,(16)冷暖氣機,91.92,84.05,91.19,96.14,96.44,97.64,97.06,(16)Air conditioner
(17)除濕機,40.56,60.31,65.180000000000007,60.16,28.36,19.64,17.760000000000002,(17)Dehumidifier,,(17)除濕機,70.77,49.05,43.45,13.18,23.35,16.03,14.18,(17)Dehumidifier,,(17)除濕機,11.41,19.73,25.55,40.409999999999997,85.91,57,18.329999999999998,(17)Dehumidifier
(18)洗衣機,99,99.96,99.59,98.93,99.45,99.2,98.25,(18)Washing machine,,(18)洗衣機,97.36,98.9,99.16,99.13,97.23,98.32,95.98,(18)Washing machine,,(18)洗衣機,98.08,97.86,98.3,98.08,99.02,98.66,98.71,(18)Washing machine
(19)烘衣機,13.69,15.17,18.59,26.53,12.39,4.59,2.67,(19)Drier,,(19)烘衣機,26.22,23.96,33.46,8.64,14.43,6.3,9.1300000000000008,(19)Drier,,(19)烘衣機,2.5,8.16,10.9,5.92,21.59,24.75,8.0500000000000007,(19)Drier
(20)空氣清淨機,22.45,25.84,28.03,23.08,24.74,21.5,25.4,(20)Air-clean machine,,(20)空氣清淨機,14.15,25.27,15.14,15.97,17.649999999999999,12.44,9.3800000000000008,(20)Air-clean machine,,(20)空氣清淨機,12.8,9.26,9.7100000000000009,10.050000000000001,13.69,32.700000000000003,16.48,(20)Air-clean machine
(21)濾水器,39.840000000000003,42.96,43.14,49.82,50,37.25,36.74,(21)Water filter machine,,(21)濾水器,28.19,49.84,37.01,24.8,26.25,31.23,30.1,(21)Water filter machine,,(21)濾水器,21.95,19.350000000000001,19.48,6.63,33,59.89,36.630000000000003,(21)Water filter machine
(22)吸塵器,49.77,57.21,60.23,55.71,52.32,41.76,45.22,(22)Vacuum cleaner,,(22)吸塵器,44.82,58.97,45.96,36.83,39.67,31.8,29.89,(22)Vacuum cleaner,,(22)吸塵器,36.979999999999997,36.51,35.53,26.99,48.51,65.03,50.65,(22)Vacuum cleaner
(23)熱水器,99.6,100,100,99.73,99.76,99.66,99.35,(23)Geyser,,(23)熱水器,94.49,99.64,100,99.83,99.6,99.76,98.07,(23)Geyser,,(23)熱水器,100,98.62,98.54,97.59,99.68,99.68,100,(23)Geyser
(24)開飲機,39.35,41.53,29.73,42.76,46.01,26.45,27.94,(24)Hot-warm water fountain,,(24)開飲機,34.08,49.45,61.82,57,40.619999999999997,54.39,31.3,(24)Hot-warm water fountain,,(24)開飲機,53.11,43.69,44.7,66.989999999999995,28.12,43.88,29.41,(24)Hot-warm water fountain
(25)微波爐,43.57,53.32,54.62,52.14,44.8,32.479999999999997,32.909999999999997,(25)Microwave oven,,(25)微波爐,35.090000000000003,47.23,37.049999999999997,33.93,34.67,36.49,22.39,(25)Microwave oven,,(25)微波爐,36.04,32.29,26.89,29.51,44.51,56.41,48.76,(25)Microwave oven
(26)報紙,7.72,5.74,8.35,8.17,9.5399999999999991,8.58,8.0500000000000007,(26)Newspaper,,(26)報紙,4.03,5.4,7.9,9.43,10.47,6.59,7.5,(26)Newspaper,,(26)報紙,6.5,5.43,10.82,1.45,3.86,8.0399999999999991,12.8,(26)Newspaper
(27)期刊雜誌,3.36,5.27,6.2,3.06,2.8,2.46,2.1800000000000002,(27)Magazine,,(27)期刊雜誌,3.71,2.29,1.94,2.66,0.51,0.49,0.65,(27)Magazine,,(27)期刊雜誌,1.7,0.38,1.97,0,1.01,4.99,5.8,(27)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households
(1)彩色電視機,151.82,144.35,144.38999999999999,160.47999999999999,147.83000000000001,157.72,160.77000000000001,(1)Color TV,,(1)彩色電視機,173.75,187.25,158.57,148.1,146.16999999999999,149.71,135.93,(1)Color TV,,(1)彩色電視機,142.49,146.41,145.13999999999999,162.49,147.88,152.94999999999999,152.38,(1)Color TV
一般彩色電視機,5.67,1.89,4.32,6.87,6.25,5.94,7.78,Non-LCD TV,,一般彩色電視機,3.25,7.58,3.74,8.23,9.35,10.08,6.49,Non-LCD TV,,一般彩色電視機,5.7,6.41,10.039999999999999,5.21,3.24,8.89,6.81,Non-LCD TV
液晶、電漿電視,146.13999999999999,142.47,140.08000000000001,153.61000000000001,141.58000000000001,151.78,153,LCD、PDP TV,,液晶、電漿電視,170.5,179.67,154.84,139.87,136.82,139.63,129.44,LCD、PDP TV,,液晶、電漿電視,136.79,140,135.1,157.28,144.65,144.06,145.58000000000001,LCD、PDP TV
(2)數位影音光碟機,11.7,15.22,16.32,14.68,13.49,8.42,9.0500000000000007,(2)DVD player,,(2)數位影音光碟機,7.77,17.07,11.09,5.48,3.87,3.94,4.43,(2)DVD player,,(2)數位影音光碟機,6.12,1.5,3.18,0.49,12.59,23.34,3.14,(2)DVD player
(3)攝影機,3.46,3.68,6.05,3.59,3.5,2,2.06,(3)Movies camera,,(3)攝影機,4.07,6.61,2.52,3.06,1.88,2.5499999999999998,1.31,(3)Movies camera,,(3)攝影機,3.07,2.2000000000000002,2.0099999999999998,1.99,2.95,6.34,2.4900000000000002,(3)Movies camera
(4)音響,19.940000000000001,25.63,27.7,24.23,21.42,13.67,12.45,(4)Stereo,,(4)音響,13.91,31.2,16.03,16.559999999999999,18.600000000000001,10.56,12.81,(4)Stereo,,(4)音響,10,6.2,9.1199999999999992,8.48,21.5,26.39,15.97,(4)Stereo
(5)鋼琴(含電子琴),6.78,4.16,11.62,7.13,8.08,6.45,6.35,(5)Piano,,(5)鋼琴(含電子琴),6.31,12.41,5.04,3.47,6.52,3.44,3.73,(5)Piano,,(5)鋼琴(含電子琴),5.59,4.29,4.04,2.4700000000000002,7.1,15.53,3.9,(5)Piano
(6)數位相機,14.28,18.64,18.41,17.43,16.59,12.45,9,(6)Digital camera,,(6)數位相機,9.2100000000000009,20.170000000000002,11.47,11.79,7.66,4.26,5.47,(6)Digital camera,,(6)數位相機,6.05,16.489999999999998,7.21,5.49,10.31,22.7,14.66,(6)Digital camera
(7)電視遊樂器,9.4,12.28,16.84,10.050000000000001,9.69,7.68,6.3,(7)Video game,,(7)電視遊樂器,7.15,19.29,4.4400000000000004,3.5,3.53,2.84,3.1,(7)Video game,,(7)電視遊樂器,4.1100000000000003,2.12,2.0699999999999998,2.97,7.76,14.28,5.18,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),86.31,93.7,95.86,85.24,82.92,82.42,87.53,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),80.930000000000007,88.79,82.72,76.97,79.540000000000006,70.64,62.37,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),80.88,77.12,77.64,90.56,92.68,91.27,80.28,(8)Cable TV(MOD included)
(9)家用電腦,100.31,111.67,135.61000000000001,117.58,105.58,87.94,92.59,(9)Personal computer,,(9)家用電腦,83.91,122.13,82.53,66.55,79.790000000000006,55.52,52.21,(9)Personal computer,,(9)家用電腦,70.099999999999994,47.23,55.31,53.58,78.5,135.93,88.68,(9)Personal computer
(10)電話機,87.92,90.67,94.79,79.42,86.35,89.68,85.62,(10)Telephone,,(10)電話機,89.95,85.09,91.18,90.86,90.65,88.38,88.8,(10)Telephone,,(10)電話機,84.61,67.23,79.31,90.63,89.37,84.66,87.64,(10)Telephone
(11)行動電話,240.79,252.94,264.02999999999997,264.63,249.33,221.05,233.82,(11)Cell phone,,(11)行動電話,234.82,253.65,235.12,217.98,219.6,214.48,190.16,(11)Cell phone,,(11)行動電話,220.57,178.23,205.61,202.95,217.81,233.34,232.67,(11)Cell phone
(12)汽車,71.81,50.73,52.45,94.39,85.89,76.87,65.45,(12)Sedan vehicle,,(12)汽車,85.14,117.7,95.8,82.9,99.5,82.94,74.44,(12)Sedan vehicle,,(12)汽車,74.23,61,78.19,59.14,35.619999999999997,76.39,80.12,(12)Sedan vehicle
(13)機車,151.61000000000001,137.41999999999999,94.05,159.30000000000001,170.38,176.21,185.64,(13)Motorcycle,,(13)機車,158.04,154.35,144.37,165.96,142.63999999999999,150.74,134.82,(13)Motorcycle,,(13)機車,182.82,138.53,134.69,163.77000000000001,93.88,170.55,170.73,(13)Motorcycle
(14)電磁爐,32.630000000000003,44.33,37.270000000000003,36.880000000000003,33.270000000000003,22.84,23.71,(14)Electro-magnetic oven,,(14)電磁爐,33.270000000000003,27.72,25.61,24.95,29.69,34.340000000000003,21.88,(14)Electro-magnetic oven,,(14)電磁爐,20.65,29.38,19.11,17.48,41.29,34.5,41.02,(14)Electro-magnetic oven
(15)冷暖氣機,254.66,258.91000000000003,265.86,278.42,246.71,252.65,264.19,(15)Air conditioner,,(15)冷暖氣機,272.7,286.88,260.88,234.34,152.63,248.92,212.63,(15)Air conditioner,,(15)冷暖氣機,223.94,201.57,225.55,239.51,211.55,303.20999999999998,264.45,(15)Air conditioner
(16)除濕機,51.77,69.45,83.33,85.49,33.61,23.9,20.57,(16)Dehumidifier,,(16)除濕機,117.9,77.260000000000005,56.33,15.33,26.18,19.93,17.45,(16)Dehumidifier,,(16)除濕機,12.85,27.3,35.11,50.66,127.07,80.069999999999993,23.49,(16)Dehumidifier
