8.家事管理,13852,22667,13744,16764,6590,17129,17445,8.Household operations,,8.家事管理,8473,9959,6827,5357,8044,5279,8216,8819,8.Household operations,,8.家事管理,6762,5252,7092,5759,16521,23381,22074,9621,11936,8.Household operations
9.保健及醫療,75853,82806,82900,64323,110882,68384,75346,9.Health care and medical,,9.保健及醫療,86163,88228,64185,81616,72570,91402,77782,62387,9.Health care and medical,,9.保健及醫療,58437,80488,98587,50405,76249,88509,87000,72882,73261,9.Health care and medical
10.運輸交通及通訊,76894,95545,78620,76116,72062,97853,91107,10.Transport and communications,,10.運輸交通及通訊,80966,77520,66843,54547,55902,67446,59622,55564,10.Transport and communications,,10.運輸交通及通訊,60343,56944,76604,37656,71166,126777,83141,64763,66890,10.Transport and communications
(1)交通及通訊工具之購置,10688,10051,14249,7821,20584,17330,18632,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,15906,10459,14378,3337,5055,12277,5840,6077,(1)Purchases of transport equipment,,(1)交通及通訊工具之購置,5029,9760,12410,696,10238,47101,8131,10052,3119,(1)Purchases of transport equipment
(2)交通通訊設備使用管理及保養費,34682,38458,34868,33105,28004,49275,41598,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,35659,35103,28839,28705,28443,30784,30347,28665,(2)Operation of transport equipment,,(2)交通通訊設備使用管理及保養費,28256,23045,33339,11991,26181,45010,41566,28275,36907,(2)Operation of transport equipment
(3)乘交通設備之費用,8507,17883,5545,10493,5322,6623,6748,(3)Purchased transportation,,(3)乘交通設備之費用,6123,6907,5007,4292,5865,6308,5202,3707,(3)Purchased transportation,,(3)乘交通設備之費用,9699,6651,6995,11655,15008,5004,6133,5596,5996,(3)Purchased transportation
(4)其他通訊費,18164,24578,19646,20532,12925,18279,19014,(4)Other communications,,(4)其他通訊費,16520,18375,13701,14206,12897,13090,13218,12890,(4)Other communications,,(4)其他通訊費,13037,13986,19027,11747,16617,22936,21653,15447,15947,(4)Other communications
(5)汽機車保險費支出,4853,4575,4312,4166,5226,6346,5114,(5)Insurance of transport equipment,,(5)汽機車保險費支出,6758,6676,4918,4006,3643,4986,5015,4226,(5)Insurance of transport equipment,,(5)汽機車保險費支出,4323,3503,4832,1567,3122,6727,5659,5393,4920,(5)Insurance of transport equipment
11.娛樂消遣及教育文化服務,87597,138586,86918,90359,61411,95771,68978,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,83533,83226,66800,56712,63421,48399,56719,56887,"11.Recreation ,education and culture",,11.娛樂消遣及教育文化服務,74098,46289,75102,50657,80240,133178,104696,84188,83991,"11.Recreation ,education and culture"
(1)旅遊費用,20456,40894,17247,18424,11456,24313,20994,(1)Traveling,,(1)旅遊費用,19566,17282,13022,12776,14560,6328,9557,9341,(1)Traveling,,(1)旅遊費用,14014,10446,20374,16709,17674,38903,27024,19730,19390,(1)Traveling
(2)娛樂消遣服務,9332,15354,9184,10801,5338,9471,7792,(2)Recreation service,,(2)娛樂消遣服務,7851,8626,6002,6067,6066,4959,5863,5251,(2)Recreation service,,(2)娛樂消遣服務,10000,5321,6924,6018,9574,10153,9454,8408,9948,(2)Recreation service
(3)書報雜誌文具,5145,8266,5239,5184,3340,4976,3597,(3)Books and stationery,,(3)書報雜誌文具,4785,4921,3749,3512,4560,2651,3578,3122,(3)Books and stationery,,(3)書報雜誌文具,5638,3103,4167,2509,4723,9641,5619,4706,4699,(3)Books and stationery
(4)娛樂器材及附屬品,8322,14939,8441,8510,5180,10611,6638,(4)Recreation facilities,,(4)娛樂器材及附屬品,8262,6153,5217,5669,5030,4842,3844,4054,(4)Recreation facilities,,(4)娛樂器材及附屬品,8301,4562,9081,4330,9101,18042,6608,7001,6547,(4)Recreation facilities
(5)教育與研究費,44342,59133,46806,47440,36098,46400,29956,(5)Education and research,,(5)教育與研究費,43067,46244,38810,28687,33206,29619,33878,35119,(5)Education and research,,(5)教育與研究費,36146,22857,34556,21091,39168,56439,55990,44343,43407,(5)Education and research
12.什項消費,45840,72155,42149,54244,39161,49180,44820,12.Miscellaneous,,12.什項消費,39326,36308,28745,27560,48420,27364,32551,24178,12.Miscellaneous,,12.什項消費,41994,21217,35217,27545,44368,42989,50685,46268,43132,12.Miscellaneous
可支配所得(平均數),868651,1217932,963669,896186,725890,923301,922675,Disposable income(mean),,可支配所得(平均數),777341,740900,706694,694028,732284,660383,679890,631921,Disposable income(mean),,可支配所得(平均數),679721,627005,744651,595548,775698,1101828,1026762,785582,770782,Disposable income(mean)
可支配所得(中位數),737682,1077550,826467,784285,600820,807623,811290,Disposable income(median),,可支配所得(中位數),701846,655636,632254,576704,592004,521342,570360,549063,Disposable income(median),,可支配所得(中位數),603842,444750,608585,425219,687696,861828,821750,701583,675409,Disposable income(median)
消費支出,657872,955897,672098,693068,547440,693702,643622,Consumption expenditures,,消費支出,596454,602026,522152,498200,506641,502445,502808,464689,Consumption expenditures,,消費支出,500335,429335,577981,390512,641952,850319,737772,634707,623671,Consumption expenditures
儲蓄,210779,262034,291571,203119,178449,229599,279054,Saving,,儲蓄,180887,138874,184542,195829,225642,157937,177082,167233,Saving,,儲蓄,179385,197670,166670,205036,133746,251508,288990,150875,147112,Saving
所得總額,1108461,1596257,1207456,1142103,900896,1165179,1144397,Current receipts,,所得總額,978213,946404,867859,867103,896122,801051,849657,825653,Current receipts,,所得總額,879138,795255,955175,780142,1003245,1485881,1314412,1022021,984029,Current receipts
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
