L0992年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2003",,92年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2003",,92年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2003"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 92 年,,,,,2 0 0 3,,,,,民 國 92 年,,,,,2 0 0 3,,,,,,民 國 92 年,,,,,2 0 0 3,,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
6.每戶建坪平均數(坪),41.87,30.8,40.01,31.9,43.43,50.94,59.2,6.Space per household average (pin),,6.每戶建坪平均數(坪),52.61,51.68,52.95,50.67,45.94,45.11,47.98,44.85,6.Space per household average (pin),,6.每戶建坪平均數(坪),48.16,36.659999999999997,40.65,39.08,30.04,45.02,41.2,49.2,43.09,6.Space per household average (pin)
7.每戶建坪中位數(坪),36,30,35,30,40,46,60,7.Space per household median (pin),,7.每戶建坪中位數(坪),50,50,50,45,42,42,45,40,7.Space per household median (pin),,7.每戶建坪中位數(坪),48,32,38,36,30,40,36,45,38,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,99.51,99.55,99.4,99.83,99.16,99.51,99.72,(1)Color TV,,(1)彩色電視機,99.31,100,99.28,98.52,98.96,99.32,98.65,99.42,(1)Color TV,,(1)彩色電視機,100,99.62,98.86,98.51,99.36,99.01,100,99.3,100,(1)Color TV
(2)數位影音光碟機,40.11,58.06,37.26,51.54,34.43,46.83,44.56,(2)DVD player,,(2)數位影音光碟機,29,36.49,31.32,32.130000000000003,20.53,19.41,24.02,20.43,(2)DVD player,,(2)數位影音光碟機,31.27,24.44,30.13,23,34.61,60.06,40.65,37.79,36.22,(2)DVD player
(3)攝影機,9.48,19.48,7.18,10.84,5.3,9.76,11.52,(3)Movies camera,,(3)攝影機,5.82,8.9700000000000006,5.38,4.08,3.84,2.76,5.89,3.6,(3)Movies camera,,(3)攝影機,7.88,5.43,7.83,4.0599999999999996,5.2,15.45,10.43,11.64,8.3000000000000007,(3)Movies camera
(4)音響,48.5,59.23,44.73,60.64,38.26,57,65.2,(4)Stereo,,(4)音響,33.99,48.67,40.51,35.69,33.840000000000003,25.97,36.25,27.57,(4)Stereo,,(4)音響,42.67,37.049999999999997,40.090000000000003,33.71,39.35,52.47,53.83,51.32,50.16,(4)Stereo
(5)鋼琴(含電子琴),10.71,17.989999999999998,12.87,8.7200000000000006,7.5,8.89,12.39,(5)Piano,,(5)鋼琴(含電子琴),5.78,9.51,8.09,9.36,4.59,4.97,6.71,5.99,(5)Piano,,(5)鋼琴(含電子琴),9.0299999999999994,9.68,11.12,4.05,5.54,25.14,16.2,16.45,14.47,(5)Piano
(6)電視遊樂器,11.9,16.78,11.24,17.68,8.3800000000000008,15.06,14.28,(6)Video game,,(6)電視遊樂器,7.38,9.7200000000000006,8.1199999999999992,6.95,7.07,7.45,6.58,5.56,(6)Video game,,(6)電視遊樂器,6.48,6.51,7.99,3.57,7.76,18.93,12.63,7.87,8.65,(6)Video game
(7)錄放影機,29.2,48.9,24.25,31.72,16.46,28.56,28.55,(7)Video tape recorder,,(7)錄放影機,24.45,30.02,20.67,27.11,24.18,17.68,20.36,16.87,(7)Video tape recorder,,(7)錄放影機,29.24,16.34,24.35,22.63,15.41,32.1,39.020000000000003,26.5,21.48,(7)Video tape recorder
(8)有線電視頻道設備,76.12,87.22,87.2,85.95,59.46,80.13,79.7,(8)Cable TV,,(8)有線電視頻道設備,78.08,68.489999999999995,61.03,66.260000000000005,56.16,46.69,58.48,78.33,(8)Cable TV,,(8)有線電視頻道設備,50.77,60.09,55.74,75.52,80.92,84.96,82.79,84.12,78.040000000000006,(8)Cable TV
(9)家用電腦,58.74,72.760000000000005,58.51,69.03,49.49,63.46,62.56,(9)Personal computer,,(9)家用電腦,46.8,59.83,53.26,41.23,35.770000000000003,40.26,46.51,45.15,(9)Personal computer,,(9)家用電腦,41.51,29.37,47.71,35.15,52.5,73.040000000000006,65.680000000000007,61.25,64.239999999999995,(9)Personal computer
(10)電話機,97.8,99.2,97.45,98.21,95.65,97.61,95.97,(10)Telephone,,(10)電話機,97.02,98.37,98.3,95.75,97.42,97.5,98.03,97.55,(10)Telephone,,(10)電話機,96.26,89.17,92.85,98.51,97.43,98.99,99.08,97.26,99.23,(10)Telephone
(11)行動電話,84.63,90.47,85.66,91.34,81.150000000000006,89.06,86.31,(11)Cell phone,,(11)行動電話,81.05,86.77,82.93,82.26,71.540000000000006,65.83,75.83,75.69,(11)Cell phone,,(11)行動電話,76.17,67.8,75.44,69.19,83.65,90.93,86.03,84.29,86.56,(11)Cell phone
(12)答錄機,3.17,9.84,2.06,4.0599999999999996,2.12,2.14,3.18,(12)Answering machine,,(12)答錄機,0.35,0.54,1.04,0.98,0.53,0.65,0.84,0.56999999999999995,(12)Answering machine,,(12)答錄機,1.26,1.1599999999999999,1.52,0,1.29,9.3800000000000008,3.95,1.72,1.97,(12)Answering machine
(13)上網際網路,48.25,63.94,47.57,60.14,34.81,50.85,53.6,(13)Internet facility,,(13)上網際網路,35.57,45.75,41.52,30.65,26.35,28.61,38.22,32.799999999999997,(13)Internet facility,,(13)上網際網路,35.78,22.83,38.03,29.62,44.68,60.09,52.17,46.74,52.84,(13)Internet facility
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
92年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2003",,92年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2003",,92年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2003"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 92 年,,,,,2 0 0 3,,,,,民 國 92 年,,,,,2 0 0 3,,,,,,民 國 92 年,,,,,,2 0 0 3,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
,General,Taipei,Kaohsiung,Taipei,Yilan,Taoyuan,Hsinchu,,,,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Tainan,Kaohsiung,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Taichung,Chiayi,Tainan,
,average,City,City,County,County,County,County,,,,County,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(14)傳真機,9.83,24.59,8.2200000000000006,12.09,4.26,8.66,8.08,(14)Fax machine,,(14)傳真機,4.8099999999999996,5.24,8.31,4,4.34,3.22,4.3899999999999997,2.13,(14)Fax machine,,(14)傳真機,3.85,2.7,7.13,3.08,5.24,14.78,13.37,7.62,5.5,(14)Fax machine
(15)汽車,57.43,51.86,57.06,50.49,57.55,70.27,79.16,(15)Sedan vehicle,,(15)汽車,65.959999999999994,71.58,65.489999999999995,60.02,50.4,54.09,58.7,49.68,(15)Sedan vehicle,,(15)汽車,51.97,40.26,57.42,33.19,38.1,71.680000000000007,65.23,60.41,56.37,(15)Sedan vehicle
(16)機車,81.02,59.95,87.52,79.459999999999994,86.14,81.88,81.72,(16)Motor bicycle,,(16)機車,84.67,89.28,89.89,86.19,85.97,84.59,83.11,87.55,(16)Motor bicycle,,(16)機車,92.69,75.959999999999994,75.97,82.38,66.349999999999994,86.13,79.400000000000006,91.61,92.62,(16)Motor bicycle
(17)電磁爐,43.25,58.48,31.44,59.73,37.409999999999997,53.89,39.549999999999997,(17)Electro-magnetic oven,,(17)電磁爐,26.28,45.35,37.799999999999997,27.92,33.4,28.37,28.66,21.94,(17)Electro-magnetic oven,,(17)電磁爐,27.57,21.05,28.39,17.53,44.41,48.15,44.88,45.32,35.03,(17)Electro-magnetic oven
(18)冷暖氣機,84.53,93.02,90.48,91.62,79.150000000000006,87.82,80.290000000000006,(18)Air conditioner,,(18)冷暖氣機,76.42,75.55,80.290000000000006,46.48,80.34,68.48,82.32,82.96,(18)Air conditioner,,(18)冷暖氣機,80.31,55.76,68.099999999999994,79.58,81.58,92.26,86.46,88.84,88.03,(18)Air conditioner
(19)除濕機,24.83,47.05,9.4600000000000009,33.6,39.07,45.86,44.21,(19)Dehumidifier,,(19)除濕機,18.64,14.92,9.42,12.71,4.0599999999999996,5.65,2.98,3.41,(19)Dehumidifier,,(19)除濕機,3.85,7.01,18.96,17.600000000000001,63.97,55.96,21.42,12.3,12.87,(19)Dehumidifier
(20)洗衣機,96.56,98.35,96.32,98.64,94.57,98.21,94.9,(20)Washing machine,,(20)洗衣機,91.54,97.15,94,92.65,95.87,91.72,95.26,95.74,(20)Washing machine,,(20)洗衣機,96.85,92.71,93.33,97.48,97.41,95.32,95.98,95.52,96.68,(20)Washing machine
(21)烘衣機,19.809999999999999,33.61,4.0599999999999996,25.58,41.17,36.6,47.08,(21)Drier,,(21)烘衣機,30.53,16.66,12.31,15.33,8.49,6.43,4.21,2.89,(21)Drier,,(21)烘衣機,4.18,5.43,14.46,6.84,35.119999999999997,41.64,11.59,13.06,7.16,(21)Drier
(22)空氣清淨機,9.66,19.41,9.86,11.52,5.54,11.97,13.83,(22)Air-clean machine,,(22)空氣清淨機,4,7.49,5.56,4,1.75,2.65,5.16,4.03,(22)Air-clean machine,,(22)空氣清淨機,3.41,3.5,4.3600000000000003,5.0599999999999996,7.16,18.2,12.52,6.74,7.18,(22)Air-clean machine
(23)濾水器,31.61,33.17,35.26,34.25,13.84,52.73,52.21,(23)Water filter machine,,(23)濾水器,20.09,36.39,17.16,13.01,20.399999999999999,28.49,22.66,14.18,(23)Water filter machine,,(23)濾水器,16.739999999999998,10.84,24.2,10.61,22.44,59,45.47,32.659999999999997,39.92,(23)Water filter machine
(24)吸塵器,42.36,58.27,41.76,43.65,42.46,42.85,59.08,(24)Vacuum cleaner,,(24)吸塵器,38.26,44.85,33.909999999999997,30.4,26.3,22.75,31.95,25.25,(24)Vacuum cleaner,,(24)吸塵器,32.549999999999997,27.03,42.08,24.88,39.97,68.19,53.15,46.95,43.2,(24)Vacuum cleaner
(25)熱水器,95.86,98.05,94.93,98.61,89.44,98.29,95.58,(25)Geyser,,(25)熱水器,91.41,98.52,92.42,94.93,97.15,93.38,90.95,89.79,(25)Geyser,,(25)熱水器,98.16,86.08,86.41,95.56,97.1,97.3,97.46,97.28,95.71,(25)Geyser
(26)開飲機,56.84,46.09,47.95,63.76,61.34,72.510000000000005,63.7,(26)Hot-warm water fountain,,(26)開飲機,61.09,63.48,64.39,52.82,60.18,43.28,48.35,52.99,(26)Hot-warm water fountain,,(26)開飲機,73.81,63.64,59.47,73.33,49.37,51.67,50.12,47.94,38.72,(26)Hot-warm water fountain
(27)微波爐(含烤箱),50.23,74.16,49.11,57.82,35.630000000000003,52.91,58.36,(27)Microwave oven,,(27)微波爐(含烤箱),33.22,45.89,37.82,29.12,34.450000000000003,27.22,31.32,34.61,(27)Microwave oven,,(27)微波爐(含烤箱),41.91,19.829999999999998,31.64,43.3,43.92,69.67,63.2,50.16,55.12,(27)Microwave oven
(28)報紙,35.78,42.69,32.19,38.619999999999997,24.25,38.67,44.18,(28)Newspaper,,(28)報紙,33.99,42.72,33.950000000000003,36.130000000000003,27.71,24.24,30.4,25.51,(28)Newspaper,,(28)報紙,34.729999999999997,22.55,36.299999999999997,20.94,16.89,39.229999999999997,40.44,34.020000000000003,38.97,(28)Newspaper
(29)期刊雜誌,13.09,16.690000000000001,12.94,17.04,9.32,30.01,6.92,(29)Magazine,,(29)期刊雜誌,9.7100000000000009,8.6300000000000008,8.67,6.3,5.15,1.33,7.54,6.01,(29)Magazine,,(29)期刊雜誌,8.07,7.78,10.76,8.02,4.4400000000000004,19.73,13.4,16.09,9.8699999999999992,(29)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,,,2.Average No. per hundred households
(1)彩色電視機,147.74,152.51,143.97,142.72999999999999,159.05000000000001,153.35,169.06,(1)Color TV,,(1)彩色電視機,159.09,154.76,147.55000000000001,138.05000000000001,130.21,131.36000000000001,144.38999999999999,147.43,(1)Color TV,,(1)彩色電視機,135.31,132.44,148.57,147.97999999999999,143.22999999999999,166.16,158.85,134.94999999999999,151.33000000000001,(1)Color TV
(2)數位影音光碟機,42.99,63.7,39.19,54.68,37.58,49.25,49.54,(2)DVD player,,(2)數位影音光碟機,30.42,38.4,33.96,34.380000000000003,21.78,21.06,25.46,22.12,(2)DVD player,,(2)數位影音光碟機,32.33,24.81,31.52,25.05,35.92,68.48,45.63,39.5,37.979999999999997,(2)DVD player
(3)攝影機,9.94,21.02,7.38,11.12,6.21,10.25,12.38,(3)Movies camera,,(3)攝影機,7.11,8.9700000000000006,5.38,4.42,3.84,2.76,6.42,3.74,(3)Movies camera,,(3)攝影機,8.3000000000000007,5.43,8.11,4.0599999999999996,5.2,15.45,11.33,11.64,8.3000000000000007,(3)Movies camera
(4)音響,53.02,69.55,48.05,63.67,42.58,62.87,70.900000000000006,(4)Stereo,,(4)音響,34.97,51.9,43.34,36.97,35.65,26.63,38.47,29.61,(4)Stereo,,(4)音響,45.16,39.31,42.98,37.340000000000003,41.67,67.23,63.28,55.1,53.51,(4)Stereo
(5)鋼琴(含電子琴),10.96,18.34,13.34,8.85,8.06,8.89,12.39,(5)Piano,,(5)鋼琴(含電子琴),6.11,9.7899999999999991,8.2799999999999994,9.36,4.59,5.31,6.88,6.13,(5)Piano,,(5)鋼琴(含電子琴),9.24,10.45,11.41,4.5599999999999996,5.54,25.81,16.899999999999999,16.8,14.47,(5)Piano
(6)電視遊樂器,12.48,18.22,11.7,18.52,8.9700000000000006,15.78,14.57,(6)Video game,,(6)電視遊樂器,7.72,9.99,8.31,6.95,7.07,7.78,6.58,5.71,(6)Video game,,(6)電視遊樂器,6.68,7.27,8.57,3.57,7.76,19.63,13.71,8.57,8.65,(6)Video game
(7)錄放影機,30.27,52.44,24.93,32.51,17.62,29.16,29.12,(7)Video tape recorder,,(7)錄放影機,24.77,30.16,20.86,27.44,24.7,17.68,21.23,17.02,(7)Video tape recorder,,(7)錄放影機,29.86,16.739999999999998,24.91,23.15,15.73,35.119999999999997,41.5,26.84,22.28,(7)Video tape recorder
(8)有線電視頻道設備,76.180000000000007,87.42,87.4,85.95,59.46,80.239999999999995,79.7,(8)Cable TV,,(8)有線電視頻道設備,78.08,68.489999999999995,61.19,66.260000000000005,56.16,46.69,58.65,78.33,(8)Cable TV,,(8)有線電視頻道設備,50.77,60.09,55.74,76.040000000000006,80.92,84.96,82.79,84.12,78.040000000000006,(8)Cable TV
(9)家用電腦,70.13,97.93,66.86,81.540000000000006,54.16,74.72,77.86,(9)Personal computer,,(9)家用電腦,52.41,68.91,60.79,48.86,39.840000000000003,45.31,55.42,50.27,(9)Personal computer,,(9)家用電腦,46.31,33.6,54.07,38.21,58.67,95.07,78.53,69.55,75.08,(9)Personal computer
(10)電話機,120.86,148.72,121.63,123.94,114.43,120.11,124.3,(10)Telephone,,(10)電話機,109.7,106.22,120.33,108.43,104.28,110.92,118.99,109.48,(10)Telephone,,(10)電話機,104.35,97.26,107.39,113.84,103.82,132.35,130.99,107.66,111.29,(10)Telephone
(11)行動電話,185.93,215.69,187.29,208.45,167.2,200.76,202.08,(11)Cell phone,,(11)行動電話,175.26,192.07,179.88,171.63,134.24,141.24,156.4,153.32,(11)Cell phone,,(11)行動電話,141.34,118.07,151.06,134.38,179.63,211.34,197.08,167.38,180.73,(11)Cell phone
(12)答錄機,3.27,10.38,2.06,4.0599999999999996,2.12,2.14,3.18,(12)Answering machine,,(12)答錄機,0.35,0.54,1.04,1.3,0.53,0.65,0.84,0.56999999999999995,(12)Answering machine,,(12)答錄機,1.26,1.1599999999999999,1.52,0,1.29,9.3800000000000008,4.32,1.72,1.97,(12)Answering machine
(13)傳真機,9.89,24.84,8.2200000000000006,12.09,4.26,8.66,8.08,(13)Fax machine,,(13)傳真機,5.14,5.38,8.31,4,4.34,3.22,4.3899999999999997,2.13,(13)Fax machine,,(13)傳真機,3.85,2.7,7.13,3.08,5.24,14.78,13.56,7.98,5.5,(13)Fax machine
