L0994年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2005",,94年家庭收支調查報告,,,,,,,,,"The Survey of Family Income and Expenditure, 2005",,94年家庭收支調查報告,,,,,,,,,,"The Survey of Family Income and Expenditure, 2005"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 94 年,,,,,2 0 0 5,,,,,民 國 94 年,,,,,2 0 0 5,,,,,,民 國 94 年,,,,,,2 0 0 5,,,,
,總 平 均,臺 北 市,高 雄 市,臺 北 縣,宜 蘭 縣,桃 園 縣,新 竹 縣,,,,苗 栗 縣,臺 中 縣,彰 化 縣,南 投 縣,雲 林 縣,嘉 義 縣,臺 南 縣,高 雄 縣,,,,屏 東 縣,臺 東 縣,花 蓮 縣,澎 湖 縣,基 隆 市,新 竹 市,臺 中 市,嘉 義 市,臺 南 市,
(17)洗衣機,98.56,98.99,98.18,99.75,97.42,100.53,98.53,(17)Washing machine,,(17)洗衣機,93.06,98.92,98.51,99.31,96.99,95.74,96.15,98.12,(17)Washing machine,,(17)洗衣機,97.15,96.27,92.65,97.04,97.57,103.93,99.67,99.57,98.6,(17)Washing machine
(18)烘衣機,20.149999999999999,30.22,4.2699999999999996,27.37,35.340000000000003,40.58,37.15,(18)Drier,,(18)烘衣機,34.72,17.66,11.88,21.94,6.97,5.62,2.84,3.41,(18)Drier,,(18)烘衣機,4.67,6.8,26.18,8.9,34.04,43.66,13.17,9.66,5.09,(18)Drier
(19)空氣清淨機,12.08,21.4,12.92,14.54,6.53,17.489999999999998,16.25,(19)Air-clean machine,,(19)空氣清淨機,4.82,8.76,6.51,8.2799999999999994,4.09,5.59,4.99,6.68,(19)Air-clean machine,,(19)空氣清淨機,5.51,1.17,4.4000000000000004,2.5,9.1999999999999993,20.3,14.98,12.26,9.74,(19)Air-clean machine
(20)濾水器,34.36,34.64,40.11,41.37,15.79,51.15,55.05,(20)Water filter machine,,(20)濾水器,29.14,36.42,16.41,24.33,25.77,24.81,20.69,21.88,(20)Water filter machine,,(20)濾水器,15.31,14.46,16.239999999999998,8.49,24.71,58.64,47.23,33.340000000000003,42.36,(20)Water filter machine
(21)吸塵器,44.81,59.23,44.51,50.12,47.53,51.08,66.010000000000005,(21)Vacuum cleaner,,(21)吸塵器,37.799999999999997,45.43,31.97,47.51,21.66,21.85,24.83,29.34,(21)Vacuum cleaner,,(21)吸塵器,32,22.5,49.09,18.850000000000001,44.25,68.64,56.28,42.24,38.799999999999997,(21)Vacuum cleaner
(22)熱水器,102.51,99.37,99.27,101.54,110.37,108.33,125.84,(22)Geyser,,(22)熱水器,125.94,107.02,98.88,104.91,98.49,99.53,93.58,95.67,(22)Geyser,,(22)熱水器,94.26,90.79,100.67,95.95,104.02,127.51,107.9,104.31,97.6,(22)Geyser
(23)開飲機,59.66,45.91,51.33,69.17,73.459999999999994,76,74.78,(23)Hot-warm water fountain,,(23)開飲機,72.459999999999994,67.349999999999994,63.48,57.27,57.03,37.06,40.82,56.36,(23)Hot-warm water fountain,,(23)開飲機,72.52,65.45,66.599999999999994,81.650000000000006,51.89,70.25,56.44,53.35,34.840000000000003,(23)Hot-warm water fountain
(24)微波爐,45.64,58.55,46.84,59.64,28.28,49,60.73,(24)Microwave oven,,(24)微波爐,37.340000000000003,44.36,35.5,36.29,25.36,20.04,23.47,29.49,(24)Microwave oven,,(24)微波爐,37.72,18.14,27.76,31.46,43.94,60.41,55.24,40.6,45.07,(24)Microwave oven
(25)報紙,33.68,43.15,29.42,39.25,30.09,31.11,30.65,(25)Newspaper,,(25)報紙,31.75,36.04,29.88,26.79,26.04,23.42,24.47,23.63,(25)Newspaper,,(25)報紙,29.41,21.62,32.47,20.75,22.36,39.26,38.58,34.299999999999997,45.2,(25)Newspaper
(26)期刊雜誌,14.72,24.2,16.260000000000002,19.34,8.3000000000000007,23.82,10.57,(26)Magazine,,(26)期刊雜誌,10.029999999999999,8.9499999999999993,8.36,8.15,2.25,6.8,5.68,6.51,(26)Magazine,,(26)期刊雜誌,7.32,4.83,15.02,5.47,4.5599999999999996,25.61,17.079999999999998,20.04,11.57,(26)Magazine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,,,meaningless for precise statistics.,,,,
