L09107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018",,107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018",,107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分,,,,,Table 8. Household Housing and Household Facilities by Areas,,第8表家庭住宅及主要設備概況按區域別分(續一),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.1),,第8表家庭住宅及主要設備概況按區域別分(續二),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.2),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 107 年,,,,,2 0 1 8,,,,,民 國 107 年,,,,,2 0 1 8,,,,,民 國 107 年,,,,,2 0 1 8,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
(1)自有(戶內經常居住成員所擁有),84.52,83.63,83.4,85.83,78.91,87.4,84.44,(1)Self-owned (by usually livingmember of this household),,(1)自有(戶內經常居住成員所擁有),82.89,90.34,90.67,86.37,88.59,86.58,89.65,(1)Self-owned (by usually livingmember of this household),,(1)自有(戶內經常居住成員所擁有),87.86,81.17,84.96,85.71,86.48,78.44,85.22,(1)Self-owned (by usually livingmember of this household)
(2)不住在一起的配偶、父母或子女所擁有,4.7300000000000004,4.59,3.19,4.2,7.4,3.88,5.12,"(2)Owned by spouse, parentsor children not living together",,(2)不住在一起的配偶、父母或子女所擁有,5.67,4.5199999999999996,2.1800000000000002,5.41,2.2000000000000002,5.35,3.51,"(2)Owned by spouse, parentsor children not living together",,(2)不住在一起的配偶、父母或子女所擁有,4.18,4.03,3.74,5.04,5.87,9.65,2.6,"(2)Owned by spouse, parentsor children not living together"
(3)租押,8.01,10.26,10.41,8.2899999999999991,10.14,5.98,7.36,(3)Rented,,(3)租押,8.35,4.28,5.56,4.9400000000000004,5.05,3.3,4.34,(3)Rented,,(3)租押,4.1399999999999997,10.77,6.26,4.01,5.07,9.23,7.38,(3)Rented
(4)其他(含配住及借用),2.75,1.51,3,1.67,3.55,2.75,3.09,(4)Allotted and others,,(4)其他(含配住及借用),3.1,0.86,1.59,3.28,4.17,4.76,2.5,(4)Allotted and others,,(4)其他(含配住及借用),3.82,4.03,5.04,5.23,2.58,2.68,4.8,(4)Allotted and others
2.住宅用途,,,,,,,,2.By usage of dwelling,,2.住宅用途,,,,,,,,2.By usage of dwelling,,2.住宅用途,,,,,,,,2.By usage of dwelling
(1)專用,96.5,96.82,96.65,97.76,98.05,94.8,98.15,(1)Independent,,(1)專用,95.06,96.07,97.84,95.08,89.39,92.63,94.26,(1)Independent,,(1)專用,96.44,95.67,95.22,96.94,99.35,93.97,93.28,(1)Independent
(2)併用,3.5,3.18,3.35,2.2400000000000002,1.95,5.2,1.85,(2)Connected,,(2)併用,4.9400000000000004,3.93,2.16,4.92,10.61,7.37,5.74,(2)Connected,,(2)併用,3.56,4.33,4.78,3.06,0.65,6.03,6.72,(2)Connected
3.建築式樣,,,,,,,,3.By style of building,,3.建築式樣,,,,,,,,3.By style of building,,3.建築式樣,,,,,,,,3.By style of building
(1)平房,8.3800000000000008,2.56,1.89,4.47,5.98,12.05,4.03,(1)One story,,(1)平房,5.55,8.2799999999999994,12.76,22.7,20.46,27.45,38.130000000000003,(1)One story,,(1)平房,19.309999999999999,33.39,21.14,19.16,3.6,3.05,6.83,(1)One story
(2)二～三層樓,40.15,17.18,10.33,38.729999999999997,49.48,53.18,40.26,(2)Two or three stories,,(2)二～三層樓,70.040000000000006,54.09,73.790000000000006,63.23,67.56,67.59,51.85,(2)Two or three stories,,(2)二～三層樓,67.81,57.99,67.06,60.5,26.43,41.26,57.55,(2)Two or three stories
(3)四～五層樓,29.72,46.82,54.42,26.09,22.02,24.81,31.27,(3)Four or five stories,,(3)四～五層樓,15.26,20.8,9.6300000000000008,10.47,10.97,2.91,9.3800000000000008,(3)Four or five stories,,(3)四～五層樓,8.44,5.75,9.23,18.3,38.299999999999997,24.57,19.91,(3)Four or five stories
(4)六層樓以上,21.75,33.43,33.36,30.7,22.52,9.9600000000000009,24.43,"(4)Apartment, six stories or over",,(4)六層樓以上,9.14,16.829999999999998,3.82,3.6,1.01,2.0499999999999998,0.63,"(4)Apartment, six stories or over",,(4)六層樓以上,4.4400000000000004,2.87,2.57,2.04,31.67,31.12,15.72,"(4)Apartment, six stories or over"
4.具有自來水設備,96.49,100,99.72,96.6,98.41,100,97.82,4.Piped water equipment,,4.具有自來水設備,95.43,83.07,86.51,95.61,90.35,100,99.7,4.Piped water equipment,,4.具有自來水設備,59.13,93.91,93.15,99.45,100,98.99,99.67,4.Piped water equipment
5.有車家庭停車位情形,,,,,,,,5.Parking lot,,5.有車家庭停車位情形,,,,,,,,5.Parking lot,,5.有車家庭停車位情形,,,,,,,,5.Parking lot
(1)自有停車位,51.58,37.700000000000003,29.83,63.04,46.54,57.99,51.88,(1)Self-owned,,(1)自有停車位,58.36,61.01,51.05,63.57,60.08,65.790000000000006,69.44,(1)Self-owned,,(1)自有停車位,82.33,53.55,56.82,58.88,47.55,51.18,44.04,(1)Self-owned
(2)租借停車位,14.49,26.61,34.85,12.92,10.99,5.5,13.17,(2)Rented,,(2)租借停車位,4.9800000000000004,8.92,2.4300000000000002,5.04,5.01,5.08,2.64,(2)Rented,,(2)租借停車位,7.46,6.63,7.84,6.46,11.36,25.27,9.4499999999999993,(2)Rented
(3)無停車位,33.93,35.700000000000003,35.32,24.04,42.47,36.51,34.950000000000003,(3)None,,(3)無停車位,36.659999999999997,30.07,46.52,31.39,34.909999999999997,29.13,27.92,(3)None,,(3)無停車位,10.220000000000001,39.82,35.340000000000003,34.65,41.09,23.55,46.51,(3)None
6.每戶建坪平均數(坪),45.24,32.869999999999997,31.8,53.02,52.55,50.13,49.21,6.Space per household average (pin),,6.每戶建坪平均數(坪),48.71,58.36,56.33,54.69,54.24,46.15,46.14,6.Space per household average (pin),,6.每戶建坪平均數(坪),51.31,44.55,48.24,44.68,34.369999999999997,48.03,52.46,6.Space per household average (pin)
7.每戶建坪中位數(坪),40,30,30,50,50,48,45,7.Space per household median (pin),,7.每戶建坪中位數(坪),45,52,54,51,52,45,42,7.Space per household median (pin),,7.每戶建坪中位數(坪),50,40,45,41,30,41,48,7.Space per household median (pin)
二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,B.Main household equipment (%),,二、家庭主要設備,,,,,,,,B.Main household equipment (%)
1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,1.Percentage of household with equip.,,1.普及率(％),,,,,,,,1.Percentage of household with equip.
(1)彩色電視機,98.81,99.76,98.5,98.53,98.46,98.68,98.26,(1)Color TV,,(1)彩色電視機,99.71,97.69,99.4,99.47,97.31,98.67,99.61,(1)Color TV,,(1)彩色電視機,99.36,97.49,99.13,99.51,98.66,98.03,99.04,(1)Color TV
一般彩色電視機,10.8,5.97,7.61,8.36,13.28,13.15,12.38,Non-LCD TV,,一般彩色電視機,7.71,8.6199999999999992,10.220000000000001,18.47,16.37,16.989999999999998,17.12,Non-LCD TV,,一般彩色電視機,13.08,15.3,17.239999999999998,10.5,10.24,11.74,6.77,Non-LCD TV
液晶、電漿電視,93.01,97.19,94.29,94.19,90.81,91.08,92.44,LCD、PDP TV,,液晶、電漿電視,95.37,94.24,95.06,86.92,86.95,88.7,86.86,LCD、PDP TV,,液晶、電漿電視,93.68,88.21,87.6,95.93,92.82,95.37,95.81,LCD、PDP TV
(2)數位影音光碟機,16.62,24.8,24.78,20.85,15.87,11.11,13.53,(2)DVD player,,(2)數位影音光碟機,10.18,15.8,10.53,5.32,9.26,6.7,6.68,(2)DVD player,,(2)數位影音光碟機,7.16,8.82,11.69,4.0199999999999996,13.2,26.85,5.52,(2)DVD player
(3)攝影機,4.13,5.53,6.14,5.87,4.6100000000000003,2.46,2.87,(3)Movies camera,,(3)攝影機,5.86,3.34,1.6,1.84,1.32,1.72,1.57,(3)Movies camera,,(3)攝影機,2.62,5.3,1.74,2.0099999999999998,1.94,6.31,2.58,(3)Movies camera
(4)音響,21.49,32.020000000000003,28.93,25.55,21.49,15.12,14.68,(4)Stereo,,(4)音響,15.52,22.01,15.48,12.38,17.600000000000001,15.39,9.41,(4)Stereo,,(4)音響,11.92,17.600000000000001,12,6.49,16.14,24.79,16.22,(4)Stereo
(5)鋼琴(含電子琴),7.66,5.18,13.97,8.5,9,6.81,6.28,(5)Piano,,(5)鋼琴(含電子琴),5.77,12.77,4.12,4.8499999999999996,8.2799999999999994,3.12,5.63,(5)Piano,,(5)鋼琴(含電子琴),5.81,5.68,5.63,3,7.12,15.35,5.14,(5)Piano
(6)數位相機,19.510000000000002,28.72,27.47,24.2,18.760000000000002,16.12,14.57,(6)Digital camera,,(6)數位相機,9.48,17.29,11.66,10.65,7.84,8.7200000000000006,8.44,(6)Digital camera,,(6)數位相機,11.12,19.77,9.1,4.49,10.92,30.01,15.87,(6)Digital camera
(7)電視遊樂器,6.92,10.89,11.09,7.81,7.21,4.6500000000000004,4.5599999999999996,(7)Video game,,(7)電視遊樂器,4.3099999999999996,8.89,2.5299999999999998,2.79,1.02,2.57,3.63,(7)Video game,,(7)電視遊樂器,2.52,5.63,1.42,1.51,3.84,11.96,3.87,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),86.14,94.82,91.89,85.98,84.58,83.2,88.74,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),79.22,79.930000000000007,88.06,74.849999999999994,72.819999999999993,73.61,58.52,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),85.44,72.95,81.040000000000006,86.37,92.21,85.45,78.709999999999994,(8)Cable TV(MOD included)
(9)家用電腦,66.790000000000006,77.19,82.14,76.150000000000006,69.38,60.63,62.09,(9)Personal computer,,(9)家用電腦,56.73,66.930000000000007,53.66,57.27,50.09,44.71,38.74,(9)Personal computer,,(9)家用電腦,50.31,40.97,41.99,41.02,58.83,73.33,62.01,(9)Personal computer
(10)電話機,89.6,93.24,93.33,83.78,89.28,90.17,88.18,(10)Telephone,,(10)電話機,84.75,80.77,91.57,93.69,89.76,94.5,89.24,(10)Telephone,,(10)電話機,89.85,73.03,80.790000000000006,93.54,88.67,79.349999999999994,90.06,(10)Telephone
(11)行動電話,95.21,97.59,98.3,97.34,95.8,92.8,95.79,(11)Cell phone,,(11)行動電話,93.4,94.81,91.66,90.21,92.42,86.55,86.63,(11)Cell phone,,(11)行動電話,93.46,93.6,92.79,84.82,97.05,96.35,93.84,(11)Cell phone
(12)連網(使用電腦或其他設備),87.46,91.99,94.84,92.55,90.5,83.73,90.87,(12)Internet facility,,(12)連網(使用電腦或其他設備),80.03,86.64,80.92,74.48,72.66,68.36,66.510000000000005,(12)Internet facility,,(12)連網(使用電腦或其他設備),79.209999999999994,77.12,81.66,64.239999999999995,91.21,89.38,85.1,(12)Internet facility
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,,,附註：由於縣市別樣本數有限，應用時需考量抽樣誤差(一般統計上係採平均數±1.96個標準差,,,,,"Note：Due to the limited sample number, when you apply the figures, you must pay attention to the",,,
為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,,,為信賴區間)，若據以作縣市排名，不具嚴謹統計意義。,,,,,sample error the figures might caused (usually in statistics mean±1.96standard deviation will,,,
,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,,,,,,,,"be adopted as confidence interval). If cities or counties are ranked by the result, it will be",,,
,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,,,,,,,,meaningless for precise statistics.,,,
107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018",,107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018",,107年家庭收支調查報告,,,,,,,,"The Survey of Family Income and Expenditure, 2018"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第8表家庭住宅及主要設備概況按區域別分(續三),Table 8. Household Housing and Household Facilities by Areas (Cont.3),,第8表家庭住宅及主要設備概況按區域別分(續四),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.4),,第8表家庭住宅及主要設備概況按區域別分(續完),,,,,Table 8. Household Housing and Household Facilities by Areas (Cont.End),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
民 國 107 年,,,,,2 0 1 8,,,,,民 國 107 年,,,,,2 0 1 8,,,,,民 國 107 年,,,,,2 0 1 8,,,
,總平均,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,,,,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,,,,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
,General,New Taipei,Taipei,Taoyuan,Taichung,Tainan,Kaohsiung,,,,Yilan,Hsinchu,Miaoli,Changhua,Nantou,Yunlin,Chiayi,,,,Pingtung,Taitung,Hualien,Penghu,Keelung,Hsinchu,Chiayi,
,average,City,City,City,City,City,City,,,,County,County,County,County,County,County,County,,,,County,County,County,County,City,City,City,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(13)汽車,60.58,50.34,47.65,74.23,69.84,66.099999999999994,60.22,(13)Sedan vehicle,,(13)汽車,62.61,78.83,70.680000000000007,65.02,70.400000000000006,63.21,58.13,(13)Sedan vehicle,,(13)汽車,58.76,54.6,64.11,45.04,45.55,59.22,66.42,(13)Sedan vehicle
(14)機車,83.57,80.25,63.55,83.89,88.7,92.31,91.52,(14)Motorcycle,,(14)機車,86.52,83.83,87.58,91.48,84.56,82.88,80.94,(14)Motorcycle,,(14)機車,93.65,88.39,78.47,84.58,69.5,90.42,91.6,(14)Motorcycle
(15)電磁爐,33.630000000000003,48.5,41.06,37.770000000000003,32.99,25.75,24.16,(15)Electro-magnetic oven,,(15)電磁爐,25.66,30.99,25.93,23.97,23.44,27.49,16.97,(15)Electro-magnetic oven,,(15)電磁爐,17.16,31.16,25.34,19.48,43.83,39.25,30.04,(15)Electro-magnetic oven
(16)冷暖氣機,94.09,98.94,97.56,95.75,90.52,95.26,95.46,(16)Air conditioner,,(16)冷暖氣機,93.08,91.61,91.46,93.32,64.75,92.88,82.78,(16)Air conditioner,,(16)冷暖氣機,92.39,71.569999999999993,89.02,92.12,93.41,98.97,94.48,(16)Air conditioner
(17)除濕機,37.020000000000003,57,59.55,59.35,26.99,17.72,12.99,(17)Dehumidifier,,(17)除濕機,57.87,47.12,38.200000000000003,11.48,21.19,10.33,7.8,(17)Dehumidifier,,(17)除濕機,7.36,12.8,23.66,31.11,77.33,61.02,15.27,(17)Dehumidifier
(18)洗衣機,98.77,99.96,99.25,98.47,98.6,98.51,98.6,(18)Washing machine,,(18)洗衣機,97.09,97.93,98.36,99.42,98.6,98.09,96.41,(18)Washing machine,,(18)洗衣機,98.33,97.82,99.14,96.35,99.34,96.29,97.41,(18)Washing machine
(19)烘衣機,14.26,16.41,19.57,29.33,12.56,4.51,2.75,(19)Drier,,(19)烘衣機,26.41,24.87,33.450000000000003,7.34,16.21,6.38,6.04,(19)Drier,,(19)烘衣機,3.31,5.67,12.51,5.6,21.77,28.49,3.86,(19)Drier
(20)空氣清淨機,18.47,23.08,28.22,19.920000000000002,21.13,17.39,17.93,(20)Air-clean machine,,(20)空氣清淨機,8.06,21.39,9.74,8.68,10.39,8.32,5.27,(20)Air-clean machine,,(20)空氣清淨機,5.61,5.31,6.23,6.23,13.28,26.02,13.49,(20)Air-clean machine
(21)濾水器,38.380000000000003,43.89,45.32,51.7,44.44,33.840000000000003,33.22,(21)Water filter machine,,(21)濾水器,27.32,46.39,27.98,20.52,26.28,26.79,23.67,(21)Water filter machine,,(21)濾水器,23.28,19.239999999999998,19.41,9.39,28.81,62.88,39.909999999999997,(21)Water filter machine
(22)吸塵器,46.05,55.28,58.97,53.9,48.32,40.93,40.78,(22)Vacuum cleaner,,(22)吸塵器,38.659999999999997,51.22,40.98,30.67,34.950000000000003,21.65,21.2,(22)Vacuum cleaner,,(22)吸塵器,24.29,35.200000000000003,33.090000000000003,17.36,45.16,61.02,46.61,(22)Vacuum cleaner
(23)熱水器,99.45,100,100,99.2,99.55,99.39,98.82,(23)Geyser,,(23)熱水器,98.89,99.45,99.02,99.81,99.33,99.5,98.51,(23)Geyser,,(23)熱水器,99.13,95.97,98.82,97.5,99.66,99.67,100,(23)Geyser
(24)開飲機,41.38,45.69,32.770000000000003,45.8,43.01,24.6,31.39,(24)Hot-warm water fountain,,(24)開飲機,44.11,45.95,66.209999999999994,55.98,38.35,60.72,33.74,(24)Hot-warm water fountain,,(24)開飲機,54,49.05,55.56,72.459999999999994,36.090000000000003,43.26,26.74,(24)Hot-warm water fountain
(25)微波爐,42.96,54.04,56.9,50.76,44.23,33.130000000000003,33.07,(25)Microwave oven,,(25)微波爐,31.76,45.58,40.909999999999997,32.25,35.159999999999997,26.74,18.09,(25)Microwave oven,,(25)微波爐,32.47,34.33,26.49,23.06,44.21,50.01,35.39,(25)Microwave oven
(26)報紙,9.85,7.21,11.51,10.7,10.09,10.69,8.5299999999999994,(26)Newspaper,,(26)報紙,9.9600000000000009,9.6300000000000008,12.34,12.64,7.41,9.92,10.8,(26)Newspaper,,(26)報紙,6.84,5.03,13.81,3.23,8.25,18,19.45,(26)Newspaper
(27)期刊雜誌,3.54,4.32,6.44,4.21,3.45,3.34,2.0099999999999998,(27)Magazine,,(27)期刊雜誌,4.62,5.35,1.91,1.38,2.67,0.74,0.94,(27)Magazine,,(27)期刊雜誌,0.84,1.39,0,0.96,1.94,4.9800000000000004,8.49,(27)Magazine
"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households,,"2.每百戶擁有數(台,輛,份)",,,,,,,,2.Average No. per hundred households
(1)彩色電視機,154.61000000000001,149.01,151.06,162.25,154.29,158.06,161.29,(1)Color TV,,(1)彩色電視機,174.88,166.49,169.53,148.66,143.30000000000001,143.61000000000001,142.32,(1)Color TV,,(1)彩色電視機,149.59,134.47,150.43,171.8,153.22999999999999,170.38,136.38,(1)Color TV
一般彩色電視機,12.59,6.94,8.86,9.69,15.76,15.42,14.66,Non-LCD TV,,一般彩色電視機,8.5399999999999991,10.61,12.66,19.84,18.350000000000001,19.079999999999998,18.350000000000001,Non-LCD TV,,一般彩色電視機,14.78,17.440000000000001,22.86,12.55,11.82,16.82,7.09,Non-LCD TV
液晶、電漿電視,142.01,142.07,142.19999999999999,152.56,138.53,142.63999999999999,146.62,LCD、PDP TV,,液晶、電漿電視,166.34,155.87,156.86000000000001,128.82,124.95,124.53,123.97,LCD、PDP TV,,液晶、電漿電視,134.82,117.02,127.57,159.25,141.4,153.56,129.29,LCD、PDP TV
(2)數位影音光碟機,17.48,25.2,27.13,21.71,16.809999999999999,11.9,14.14,(2)DVD player,,(2)數位影音光碟機,11.3,17.82,10.83,5.47,9.59,6.7,6.68,(2)DVD player,,(2)數位影音光碟機,7.77,9.8800000000000008,12.27,4.0199999999999996,14.16,28.17,5.83,(2)DVD player
(3)攝影機,4.2699999999999996,5.57,6.59,6.21,4.76,2.6,2.92,(3)Movies camera,,(3)攝影機,5.86,3.34,1.6,1.84,1.32,1.72,2.16,(3)Movies camera,,(3)攝影機,2.62,5.3,1.74,2.0099999999999998,1.94,6.63,2.58,(3)Movies camera
(4)音響,22.39,32.67,31.02,26.35,22.83,16.13,15.23,(4)Stereo,,(4)音響,16.66,23.46,15.48,12.72,17.600000000000001,15.39,10.58,(4)Stereo,,(4)音響,12.51,18.309999999999999,12.27,6.49,16.14,26.44,16.22,(4)Stereo
(5)鋼琴(含電子琴),7.8,5.22,14.23,8.76,9.0500000000000007,6.94,6.47,(5)Piano,,(5)鋼琴(含電子琴),6.04,13.33,4.12,4.8499999999999996,8.2799999999999994,3.12,5.63,(5)Piano,,(5)鋼琴(含電子琴),5.81,5.68,5.63,3,7.12,16.329999999999998,5.14,(5)Piano
(6)數位相機,22.34,30.92,34.96,27.47,21.37,18.57,15.93,(6)Digital camera,,(6)數位相機,11.75,21.02,12.58,11.71,8.5,9.51,11.51,(6)Digital camera,,(6)數位相機,11.68,23.34,10.26,4.49,13.83,37.549999999999997,16.18,(6)Digital camera
(7)電視遊樂器,7.51,11.17,12.88,8.68,7.66,4.78,4.74,(7)Video game,,(7)電視遊樂器,4.88,11.24,2.5299999999999998,2.79,1.02,2.57,3.63,(7)Video game,,(7)電視遊樂器,2.52,5.99,1.42,1.51,4.47,16.29,4.1900000000000004,(7)Video game
(8)有線電視頻道設備(含多媒體隨選視訊),88.07,96.67,97.52,86.71,86.27,84.94,90.32,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),80.010000000000005,81.36,89.01,74.849999999999994,73.150000000000006,73.849999999999994,58.81,(8)Cable TV(MOD included),,(8)有線電視頻道設備(含多媒體隨選視訊),86.51,73.989999999999995,83.06,90.31,93.84,90.18,80.010000000000005,(8)Cable TV(MOD included)
(9)家用電腦,101.27,117.55,132.85,127.33,108.15,89.22,90.88,(9)Personal computer,,(9)家用電腦,79.069999999999993,106.01,70.48,73.209999999999994,67.489999999999995,53.53,52.35,(9)Personal computer,,(9)家用電腦,59.87,52.66,54.33,49.52,78.27,155.22999999999999,82.75,(9)Personal computer
(10)電話機,92.64,94.85,101.54,85.91,91.53,92.65,91.23,(10)Telephone,,(10)電話機,87.85,85.35,94.14,95.59,93.27,95.24,91.95,(10)Telephone,,(10)電話機,90.59,74.09,82.8,96.09,90.53,85.75,92.96,(10)Telephone
(11)行動電話,244.32,258.20999999999998,272.58,267.16000000000003,246.38,235.44,241.89,(11)Cell phone,,(11)行動電話,227.42,250.29,230.11,219,223.24,191.78,205.38,(11)Cell phone,,(11)行動電話,218.15,181.23,198.4,193.81,238.94,232.64,226.28,(11)Cell phone
(12)汽車,72.3,53.72,52.09,94.26,87.34,78.91,69.099999999999994,(12)Sedan vehicle,,(12)汽車,72.41,109.67,100.42,83.06,94.7,78.03,76.72,(12)Sedan vehicle,,(12)汽車,69.930000000000007,62.38,75.77,51.07,47.79,67.709999999999994,77.739999999999995,(12)Sedan vehicle
(13)機車,153.88,140.22999999999999,99.95,151.27000000000001,170.78,188.41,190.79,(13)Motorcycle,,(13)機車,151.01,151.05000000000001,152.63999999999999,173.93,150.36000000000001,138.6,147.93,(13)Motorcycle,,(13)機車,177.76,136.22999999999999,120.19,152.5,97.87,174.81,179.62,(13)Motorcycle
(14)電磁爐,34.090000000000003,48.78,41.86,38.36,33.69,26.62,24.21,(14)Electro-magnetic oven,,(14)電磁爐,25.96,32.130000000000003,26.55,23.97,23.77,27.76,17.239999999999998,(14)Electro-magnetic oven,,(14)電磁爐,17.16,31.52,26.2,19.48,44.48,39.909999999999997,30.36,(14)Electro-magnetic oven
(15)冷暖氣機,240.53,251.7,261.76,264.79000000000002,227.56,238.5,249.65,(15)Air conditioner,,(15)冷暖氣機,243.19,252.08,230.1,219.4,135.52000000000001,235.85,181.46,(15)Air conditioner,,(15)冷暖氣機,207.89,171.18,203.4,223.36,215.6,286.42,237.68,(15)Air conditioner
(16)除濕機,46.07,65.040000000000006,73.88,83.88,30.93,21.79,14.87,(16)Dehumidifier,,(16)除濕機,84.46,66.95,47.48,14.12,23.15,12.32,8.9600000000000009,(16)Dehumidifier,,(16)除濕機,8.64,14.54,30.17,36.380000000000003,108.3,85.24,15.59,(16)Dehumidifier
