COUNTY_ID,COUNTY,TOWN_ID,TOWN,NIGHT_WORK,DAY_WORK(0700~1300),DAY_WORK(1300~1900),DAY_WORK,NIGHT_WEEKEND,DAY_WEEKEND(0700~1300),DAY_WEEKEND(1300~1900),DAY_WEEKEND,MORNING_WORK,MIDDAY_WORK,AFTERNOON_WORK,EVENING_WORK,MORNING_WEEKEND,MIDDAY_WEEKEND,AFTERNOON_WEEKEND,EVENING_WEEKEND,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,平日夜間停留人數,平日日間上午人數,平日日間下午人數,平日日間活動人數,假日夜間停留人數,假日日間上午人數,假日日間下午人數,假日日間活動人數,平日早晨旅次,平日中午旅次,平日午後旅次,平日晚上旅次,假日早晨旅次,假日中午旅次,假日午後旅次,假日晚上旅次,資料時間
10015,花蓮縣,10015030,玉里鎮,18466,18844,18834,18796,18961,18791,18761,18724,54472,58715,61160,64222,48537,59678,63637,62950,"112Y11M"
10015,花蓮縣,10015040,新城鄉,25277,25354,25240,25331,25309,25133,24701,25121,70862,76461,79443,86177,65784,94947,96210,89041,"112Y11M"
10015,花蓮縣,10015050,吉安鄉,86078,71185,70502,70730,89084,81640,80159,80983,216459,204604,218771,281321,195989,233903,247449,282389,"112Y11M"
10015,花蓮縣,10015060,壽豐鄉,23969,25332,25495,25395,25257,26254,26443,26125,61554,79222,82130,78011,59726,97309,103442,86157,"112Y11M"
10015,花蓮縣,10015070,光復鄉,8305,8353,8416,8383,8821,8664,8794,8672,23890,28288,30755,26586,23933,34208,37806,31047,"112Y11M"
10015,花蓮縣,10015080,豐濱鄉,2927,3120,3152,3208,2933,3005,3094,3064,6844,12843,13938,8121,7206,17466,19082,9846,"112Y11M"
10015,花蓮縣,10015090,瑞穗鄉,8722,8593,8753,8646,9484,9624,9747,9592,25976,29536,32307,30071,26848,35136,39352,35454,"112Y11M"
10015,花蓮縣,10015100,富里鄉,6290,6256,6338,6265,6609,6553,6680,6647,19226,22711,24679,20598,19085,26443,30045,23588,"112Y11M"
10015,花蓮縣,10015110,秀林鄉,15443,21331,23176,22453,15489,21451,21923,21614,40468,60940,61013,45766,52127,82094,80417,56982,"112Y11M"
10015,花蓮縣,10015120,萬榮鄉,2223,2087,2106,2123,2487,2445,2484,2440,4478,4515,4614,4793,4726,5469,5707,5497,"112Y11M"
10015,花蓮縣,10015130,卓溪鄉,3253,2960,2917,2990,3235,3266,3241,3221,6349,6098,6444,6256,6106,7071,7168,6615,"112Y11M"
10016,澎湖縣,10016010,馬公市,50234,49154,49586,49231,50918,49667,50414,49748,149115,160185,164076,215864,128115,165237,159890,206130,"112Y11M"
10016,澎湖縣,10016020,湖西鄉,9756,9335,9471,9402,9634,9673,9667,9696,26491,25500,27644,30936,24135,27701,28934,30220,"112Y11M"
10016,澎湖縣,10016030,白沙鄉,3691,3277,3347,3304,3727,3460,3603,3574,9856,9776,10324,10495,8928,11916,11735,10492,"112Y11M"
10016,澎湖縣,10016040,西嶼鄉,3047,2985,3028,3105,3201,3092,3144,3135,8387,9294,9963,8996,9245,11602,12098,9241,"112Y11M"
10016,澎湖縣,10016050,望安鄉,1443,1358,1379,1398,1368,1275,1296,1322,2122,2426,2454,2258,1856,2052,2278,1909,"112Y11M"
10016,澎湖縣,10016060,七美鄉,1645,1600,1613,1603,1616,1594,1600,1605,2813,3224,3028,3217,2578,3174,2956,3109,"112Y11M"
10017,基隆市,10017010,中正區,52247,49741,49156,49428,52011,50436,51019,50553,121683,128466,130621,162273,98658,142433,146347,161971,"112Y11M"
10017,基隆市,10017020,七堵區,52269,46285,44649,45122,52692,50335,48412,49544,188602,136946,146048,206589,135428,160813,167747,199992,"112Y11M"
10017,基隆市,10017030,暖暖區,34983,26173,26379,26238,35667,32661,32095,32765,86945,64843,71411,102820,73999,85242,89584,105224,"112Y11M"
10017,基隆市,10017040,仁愛區,32048,32086,35058,33172,33433,33996,37915,35052,102710,128178,131522,184688,84498,150200,155478,196844,"112Y11M"
10017,基隆市,10017050,中山區,42458,35545,34516,35286,42159,39612,38541,39448,100754,85732,88131,118904,82175,97643,96414,113259,"112Y11M"
10017,基隆市,10017060,安樂區,78692,60881,58083,59304,79934,75062,70772,73567,177932,141077,144503,207708,148362,179454,173305,201852,"112Y11M"
10017,基隆市,10017070,信義區,51405,42314,40906,41424,52324,49950,48341,49434,114145,99470,100616,142596,93971,114763,109509,135798,"112Y11M"
10018,新竹市,10018010,東區,287345,356057,361692,358639,274108,289957,299114,293194,957167,934027,928738,1397240,654215,959009,967546,1183575,"112Y11M"
10018,新竹市,10018020,北區,150510,119251,117716,117672,152375,143203,140916,141589,364119,327712,339433,530800,317275,420678,420724,531292,"112Y11M"
10018,新竹市,10018030,香山區,89741,77504,75993,76833,89567,84977,82020,83913,239663,188419,205592,290069,206947,231659,251666,298461,"112Y11M"
10020,嘉義市,10020010,東區,114479,124864,123928,124285,115181,117943,117070,116931,358546,387469,400094,531345,289666,426864,427574,514912,"112Y11M"
10020,嘉義市,10020020,西區,135126,126787,130299,128438,139408,135535,138812,136480,377477,407699,430957,625720,328612,475385,490969,655036,"112Y11M"
09020,金門縣,09020010,金城鎮,17496,18870,19313,19318,17821,17625,18204,18012,48742,54407,56228,75788,41471,59207,58103,74469,"112Y11M"
09020,金門縣,09020020,金沙鎮,8577,7498,7460,7653,8522,7959,7891,8216,17830,16300,17502,20763,16158,19350,20118,20805,"112Y11M"
09020,金門縣,09020030,金湖鎮,19050,20609,20547,20586,18493,18890,18753,18899,47192,48642,51470,60250,38380,49749,51293,58091,"112Y11M"
09020,金門縣,09020040,金寧鄉,19794,17766,17759,18036,19679,18647,18393,18905,40477,42586,43957,58875,35713,47151,48905,59433,"112Y11M"
09020,金門縣,09020050,烈嶼鄉,4689,4865,4941,5418,4365,4474,4600,4975,7846,10586,10713,10337,6924,13316,14753,11210,"112Y11M"
09020,金門縣,09020060,烏坵鄉,338,319,321,338,272,300,302,318,217,210,211,212,209,209,214,217,"112Y11M"
09007,連江縣,09007010,南竿鄉,7237,7190,7278,7328,7390,7075,7101,7149,18506,18393,18588,20843,16339,18595,18493,19683,"112Y11M"
09007,連江縣,09007020,北竿鄉,2286,2134,2206,2317,2210,2130,2190,2300,4539,4522,4824,4736,4057,4922,5079,4864,"112Y11M"
09007,連江縣,09007030,莒光鄉,1370,1319,1373,1395,1267,1225,1250,1317,1888,1748,1984,1750,1587,1588,1733,1652,"112Y11M"
09007,連江縣,09007040,東引鄉,2956,2694,2769,2913,2651,2440,2515,2635,4461,4181,4336,4698,4102,4008,3927,4725,"112Y11M"
